Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Stanford Rosenberg,Tampa Bay Rays,65,180,-115,,0.0,N
Oscar Amerson,Colorado Rockies,66,150,-84,,0.0,N
Zach Elmore,Cleveland Indians,67,38,29,Top 100,5.200598690831078,Y
Rob Navarrette,Milwaukee Brewers,68,14,54,Top 100,5.503666592616236,Y
Christian Purvey,St. Louis Cardinals,69,43,26,Top 100,5.147918433002165,Y
Bobby Child,Las Vegas Knights,70,11,59,Top 100,5.547172281111051,Y
Randie Hagan,Boston Red Sox,71,17,54,Top 100,5.503666592616236,Y
E.J. Chandler,Los Angeles Dodgers,72,95,-23,Managed Risk,1.4097643324038147,Y
Carmelo Valtierra,London Royals,73,236,-163,,0.0,N
Rusty Raya,Toronto Blue Jays,74,350,-276,,0.0,N
Jaden Gatlin,Las Vegas Knights,75,12,63,Top 100,5.579441541679836,Y
Nathan Thompson,London Royals,76,208,-132,,0.0,N
Donagh Reid,Houston Astros,77,314,-237,,0.0,N
Stan Schmeltzer,Cincinnati Reds,78,305,-227,,0.0,N
Xavier Cowles,San Diego Padres,79,22,57,Top 100,5.530221505273209,Y
Steve Koval,Philadelphia Phillies,80,63,17,Top 100,4.945185878948083,Y
Vernon Bush,Boston Red Sox,81,368,-287,,0.0,N
Chet Butterfield,Washington Nationals,82,316,-234,,0.0,N
Bill Patterson,Baltimore Orioles,83,32,51,Top 100,5.4756218592907135,Y
Connor Berry,Tampa Bay Rays,84,70,14,Top 100,4.854025100551105,Y
Dylan Tunis,Minnesota Twins,85,219,-134,,0.0,N
Devon DeLeo,Portland Hops,86,181,-95,,0.0,N
Bennett McDonald,Chicago Cubs,87,74,13,Top 100,4.819528664807629,Y
Rory Ullrich,Chicago White Sox,88,371,-283,,0.0,N
James Thomas,Milwaukee Brewers,89,171,-82,,0.0,N
Batman Briscoe,Minnesota Twins,90,18,72,Top 100,5.6452297205741955,Y
Sawyer Medeiros,Seattle Mariners,91,19,72,Top 100,5.6452297205741955,Y
Félix Valencia,Chicago Cubs,92,330,-238,,0.0,N
Rob Vickers,Vancouver Cascades,93,37,56,Top 100,5.521525633917275,Y
Kendrick Lehtinen,New York Yankees,94,294,-200,,0.0,N
Woody Susi,Vancouver Cascades,95,533,-438,,0.0,N
Jackson McQuage,Arizona Diamondbacks,96,54,42,Top 100,5.380600057846781,Y
Josiah Brown,Boston Red Sox,97,198,-101,,0.0,N
Eli Scaccia,San Francisco Giants,98,221,-123,,0.0,N
John Castle,Memphis Blues,99,188,-89,,0.0,N
Jeb Howard,Tampa Bay Rays,100,176,-76,,0.0,N
Lee Monahan,Tampa Bay Rays,101,133,-32,Managed Risk,1.1523594781085251,Y
Sonny DeWitt,Indianapolis Ignition,102,75,27,Top 100,5.166102255087602,Y
Levi Dahle,London Royals,103,33,70,Top 100,5.631339938520657,Y
Andrew Guidry,Colorado Rockies,104,466,-362,,0.0,N
Cody Kraynak,Cleveland Indians,105,85,20,Top 100,5.022261218861711,Y
Francisco Gonzales,London Royals,106,49,57,Top 100,5.530221505273209,Y
Javier Hernández,Texas Rangers,107,108,-1,Managed Risk,1.6458797346140275,Y
Adrian Pestana,Montreal Expos,108,222,-114,,0.0,N
Terrance Leroux,Boston Red Sox,109,57,52,Top 100,5.485145956776061,Y
Sloan DeWitt,Chicago Cubs,110,117,-7,Managed Risk,1.600299345415539,Y
Hank Jackson,Toronto Blue Jays,111,591,-480,,0.0,N
Alexander Okura,Las Vegas Knights,112,52,60,Top 100,5.555436932086655,Y
Lance Riegel,London Royals,113,137,-24,Managed Risk,1.391237339365384,Y
Mitt Gamboa,Houston Astros,114,199,-85,,0.0,N
Jody Stewart,Cincinnati Reds,115,192,-77,,0.0,N
Braylen Norgaard,San Diego Padres,116,46,70,Top 100,5.631339938520657,Y
Smedley Charity,Philadelphia Phillies,117,560,-443,,0.0,N
Mason Manson,Boston Red Sox,118,262,-144,,0.0,N
Troy Meacham,Washington Nationals,119,162,-43,,0.0,N
Lance Cole,London Royals,120,223,-103,,0.0,N
Tony Turner,Tampa Bay Rays,121,61,60,Top 100,5.555436932086655,Y
Shaun Edwards,London Royals,122,154,-32,Managed Risk,1.1523594781085251,Y
Victorino Garcia,Portland Hops,123,76,47,Top 100,5.435600505453945,Y
Tyler Fifarek,Chicago Cubs,124,122,2,Later,2.049306144334055,Y
Earvin Kennedy,Chicago White Sox,125,10,115,Top 100,5.876795095553183,Y
Jordan Brittain,Milwaukee Brewers,126,156,-30,Managed Risk,1.2364775372638284,Y
Robin Meyer,Minnesota Twins,127,209,-82,,0.0,N
Wilber Roth,Seattle Mariners,128,31,97,Top 100,5.792483739335286,Y
Declan Runyon,Arizona Diamondbacks,129,106,23,Later,3.0890269151739727,Y
Billy Don,Oakland Athletics,130,83,47,Top 100,5.435600505453945,Y
Kevin Johnson,New York Yankees,131,363,-232,,0.0,N
Jake Loretsyan,Vancouver Cascades,132,62,70,Top 100,5.631339938520657,Y
Jackson Price,Arizona Diamondbacks,133,114,19,Later,2.997866136776995,Y
William Janis,New York Mets,134,514,-380,,0.0,N
Colton Crowe,Boston Red Sox,135,216,-81,,0.0,N
Darnell Rodriguez,Memphis Blues,136,94,42,Top 100,5.380600057846781,Y
A.J. Muhammad,Washington Nationals,137,233,-96,,0.0,N
Luke Hitch,St. Louis Cardinals,138,103,35,Later,3.291759469228055,Y
Maddox Peterson,Tampa Bay Rays,139,42,97,Top 100,5.792483739335286,Y
Desmond Snyder,Toronto Blue Jays,140,382,-242,,0.0,N
Luke Singleton,Portland Hops,141,556,-415,,0.0,N
Judd Guilbeau,Cleveland Indians,142,353,-211,,0.0,N
Josh Munkres,Toronto Blue Jays,143,58,85,Top 100,5.727173648126754,Y
Minos Brent,Texas Rangers,144,179,-35,Managed Risk,0.9232867951399863,Y
Evan Garcia,Montreal Expos,145,411,-266,,0.0,N
Josh Thon,Boston Red Sox,146,407,-261,,0.0,N
Mateo Carbonetti,Los Angeles Dodgers,147,341,-194,,0.0,N
Greyson Matkins,Boston Red Sox,148,15,133,Top 100,5.948919899975456,Y
Vince Waldenmaier,Chicago White Sox,149,175,-26,Managed Risk,1.3494738181995927,Y
Zayden Wellington,Arizona Diamondbacks,150,60,90,Top 100,5.755429753258425,Y
Russ Garner,Toronto Blue Jays,151,39,112,Top 100,5.86369390935617,Y
Hunter Weeks,Las Vegas Knights,152,86,66,Top 100,5.602346309695482,Y
Karson Bussey,London Royals,153,273,-120,,0.0,N
Tony Novak,London Royals,154,257,-103,,0.0,N
Lloyd Campbell,Cincinnati Reds,155,84,71,Top 100,5.638333059508028,Y
Chance Park,San Diego Padres,156,435,-279,,0.0,N
Lionel Bol,Pittsburgh Pirates,157,568,-411,,0.0,N
B.J. Dona,Boston Red Sox,158,87,71,Top 100,5.638333059508028,Y
Neil Franklin,Washington Nationals,159,68,91,Top 100,5.76089428852452,Y
Kayden Walker,Tampa Bay Rays,160,278,-118,,0.0,N
Edward Gates,Tampa Bay Rays,161,118,43,Later,3.3920948169591307,Y
Gabriel Nance,London Royals,162,389,-227,,0.0,N
Dusty Shaw,Portland Hops,163,207,-44,,0.0,N
Mark Hall,Chicago Cubs,164,139,25,Later,3.129048269010741,Y
Stephen Wims,Chicago White Sox,165,700,-535,,0.0,N
John Sauter,Milwaukee Brewers,166,144,22,Later,3.067747107964575,Y
Jerry Scarlett,Minnesota Twins,167,362,-195,,0.0,N
Joe Smith,Seattle Mariners,168,583,-415,,0.0,N
Lucas Garibay,San Francisco Giants,169,102,67,Later,3.6097538525880535,Y
Axel Ruppert,Oakland Athletics,170,105,65,Later,3.5948273710132126,Y
Dickson Luke,New York Yankees,171,955,-784,,0.0,N
Marcos Vazquez,Vancouver Cascades,172,329,-157,,0.0,N
Rudolph Schmidt,Arizona Diamondbacks,173,215,-42,,0.0,N
Jack Browning,New York Mets,174,469,-295,,0.0,N
J.D. Gallardo,Milwaukee Brewers,175,92,83,Top 100,5.715408399421657,Y
Peter McDonald,Minnesota Twins,176,426,-250,,0.0,N
Pete Lane,Seattle Mariners,177,417,-240,,0.0,N
Fagildo Orellana,St. Louis Cardinals,178,129,49,Later,3.456011502714073,Y
Heath Stejskal,Houston Astros,179,405,-226,,0.0,N
Eric Jewell,Toronto Blue Jays,180,229,-49,,0.0,N
Henry Wu,Colorado Rockies,181,98,83,Top 100,5.715408399421657,Y
Bryan Cable,Cleveland Indians,182,90,92,Top 100,5.766299746576628,Y
Julian Foster,Toronto Blue Jays,183,485,-302,,0.0,N
Gabe De Hoyos,Texas Rangers,184,656,-472,,0.0,N
Kelsey Wingard,Montreal Expos,185,597,-412,,0.0,N
Kyle James,Boston Red Sox,186,71,115,Top 100,5.876795095553183,Y
Jedidiah Smart,Los Angeles Dodgers,187,458,-271,,0.0,N
Sean Van Damme,Milwaukee Brewers,188,334,-146,,0.0,N
Etienne Langlois,Las Vegas Knights,189,158,31,Later,3.2328679513998635,Y
Caleb Harvill,London Royals,190,402,-212,,0.0,N
Gunner Watson,Houston Astros,191,266,-75,,0.0,N
Vince Townsend,Cincinnati Reds,192,629,-437,,0.0,N
Lee Bourey,San Diego Padres,193,82,111,Top 100,5.859249435647547,Y
Cason Begnoche,Philadelphia Phillies,194,44,150,Top 100,6.008639918407463,Y
Dan Salazar,Boston Red Sox,195,258,-63,,0.0,N
Cameron Davis,Washington Nationals,196,378,-182,,0.0,N
Weston Holland,St. Louis Cardinals,197,123,74,Later,3.658744056768155,Y
Liam DaSilva,Tampa Bay Rays,198,96,102,Top 100,5.817364494114818,Y
Jared Hall,Vancouver Cascades,199,97,102,Top 100,5.817364494114818,Y
Danny Pickett,Portland Hops,200,147,53,Later,3.4944920232821373,Y
Charlie Griffith,Chicago Cubs,201,239,-38,,0.0,N
Marlin Skowron,Chicago White Sox,202,712,-510,,0.0,N
Fane Skogen,San Francisco Giants,203,160,43,Later,3.3920948169591307,Y
Zach Mendis,Minnesota Twins,204,280,-76,,0.0,N
Gaston Guerrero,Seattle Mariners,205,439,-234,,0.0,N
Aiden Nelson,San Francisco Giants,206,80,126,Top 100,5.922093543229296,Y
Paxton Harmeyer,Oakland Athletics,207,815,-608,,0.0,N
Jameson Mullin,New York Yankees,208,861,-653,,0.0,N
Jimmy Moore,Vancouver Cascades,209,445,-236,,0.0,N
LaDwayne Baker,Arizona Diamondbacks,210,950,-740,,0.0,N
Steven Castor,New York Mets,211,244,-33,Managed Risk,1.0965735902799727,Y
Brayden Marlow,Minnesota Twins,212,671,-459,,0.0,N
Nathan Bolden,Memphis Blues,213,213,0,Later,1.5,Y
Brad Maxwell,Baltimore Orioles,214,201,13,Later,2.8195286648076294,Y
Ethan Kitchens,Tampa Bay Rays,215,290,-75,,0.0,N
Marcelino Toribio,Indianapolis Ignition,216,756,-540,,0.0,N
Rene Hynes,Toronto Blue Jays,217,588,-371,,0.0,N
Sherrod Brooks,Portland Hops,218,563,-345,,0.0,N
Zachery Matavanu,Cleveland Indians,219,69,150,Top 100,6.008639918407463,Y
Bailey Rose,Chicago White Sox,220,81,139,Top 100,5.970821211304652,Y
Jimmy Joe Tanner,Texas Rangers,221,231,-10,Managed Risk,1.5739592165010823,Y
Luke Salazar,Montreal Expos,222,225,-3,Managed Risk,1.6315901311540404,Y
Dana Jeffrey,Boston Red Sox,223,837,-614,,0.0,N
Jack Hamm,Los Angeles Dodgers,224,286,-62,,0.0,N
Remilde Ortiz,Las Vegas Knights,225,224,1,Later,1.8465735902799727,Y
Sylvester Cooper,London Royals,226,468,-242,,0.0,N
Roy Fournier,Houston Astros,227,268,-41,,0.0,N
Everton Lundberg,Portland Hops,228,109,119,Later,3.893745871391023,Y
Little John Cornelison,San Diego Padres,229,152,77,Later,3.678354413344796,Y
Orson Zellers,Philadelphia Phillies,230,895,-665,,0.0,N
Franco Chaparral,Boston Red Sox,231,167,64,Later,3.5871936349478184,Y
Jude Tabor,Washington Nationals,232,346,-114,,0.0,N
Mike Largo,Baltimore Orioles,233,430,-197,,0.0,N
Joe Agner,Tampa Bay Rays,234,571,-337,,0.0,N
P.J. Quiñones,Vancouver Cascades,235,230,5,Later,2.3958797346140273,Y
Logan Montesano,Portland Hops,236,197,39,Later,3.344439727056968,Y
Sammie McCarthy,Chicago Cubs,237,218,19,Later,2.997866136776995,Y
Jimeno Reyes,Minnesota Twins,238,125,113,Later,3.868099224197248,Y
Jackson McCarley,Milwaukee Brewers,239,400,-161,,0.0,N
Rick Donovan,Minnesota Twins,240,34,206,Top 100,6.166359396632684,Y
Mason Olbert,Seattle Mariners,241,130,111,Later,3.859249435647547,Y
Gannon Edwards,San Francisco Giants,242,134,108,Later,3.8456739411145717,Y
Dylan Farren,Oakland Athletics,243,306,-63,,0.0,N
Denton Price,New York Yankees,244,73,171,Top 100,6.073747238406726,Y
Pierce Gary,Vancouver Cascades,245,59,186,Top 100,6.115554308427294,Y
Noah Christie,Arizona Diamondbacks,246,675,-429,,0.0,N
Roy Holt,New York Mets,247,401,-154,,0.0,N
Simon Graham,Pittsburgh Pirates,248,65,183,Top 100,6.107467878804493,Y
Brian Tomlinson,Memphis Blues,249,344,-95,,0.0,N
Brady Del Greco,Toronto Blue Jays,250,323,-73,,0.0,N
E.J. Goben,St. Louis Cardinals,251,386,-135,,0.0,N
Michael Reichart,Pittsburgh Pirates,252,36,216,Top 100,6.18994867677023,Y
Nick Corominal,Pittsburgh Pirates,253,429,-176,,0.0,N
Deon Douglas,Colorado Rockies,254,182,72,Later,3.6452297205741955,Y
Miles Rico,Cleveland Indians,255,67,188,Top 100,6.120873507529821,Y
Louis Hampton,California Angels,256,540,-284,,0.0,N
Elijah Zaken,Texas Rangers,257,138,119,Later,3.893745871391023,Y
Mel Badie,Montreal Expos,258,878,-620,,0.0,N
Julian Coggins,Boston Red Sox,259,452,-193,,0.0,N
Jacque Saylor,Los Angeles Dodgers,260,482,-222,,0.0,N
Martin Wicinski,Las Vegas Knights,261,252,9,Later,2.651292546497023,Y
Kendrick O'Reilly,Pittsburgh Pirates,262,844,-582,,0.0,N
Sam Bartone,Houston Astros,263,174,89,Later,3.7499048351651325,Y
Kyle Hitchcock,Cincinnati Reds,264,204,60,Later,3.5554369320866557,Y
Sam Bunker,San Diego Padres,265,375,-110,,0.0,N
Zander Jennings,Philadelphia Phillies,266,324,-58,,0.0,N
Elias Ashcraft,Boston Red Sox,267,72,195,Top 100,6.139057329615259,Y
Adan Young,Washington Nationals,268,101,167,Later,4.061981989701629,Y
Dontavious Bean,Baltimore Orioles,269,412,-143,,0.0,N
Len Chatwin,Tampa Bay Rays,270,510,-240,,0.0,N
Kennan Iler,Detroit Tigers,271,327,-56,,0.0,N
Jonathan Herbert,Portland Hops,272,308,-36,,0.0,N
Raymond Bemis,Seattle Mariners,273,119,154,Later,4.021712558459623,Y
Kermit Dupuis,Chicago White Sox,274,356,-82,,0.0,N
Dylan Sawyer,Milwaukee Brewers,275,193,82,Later,3.709420303898299,Y
Wade Sarkisian,Minnesota Twins,276,78,198,Top 100,6.146652412362246,Y
Lou Prinya,Seattle Mariners,277,143,134,Later,3.952637389219215,Y
Chris Morrison,Oakland Athletics,278,328,-50,,0.0,N
Wyatt Wood,Pittsburgh Pirates,279,142,137,Later,3.9636268425786025,Y
Dylan Rosen,New York Yankees,280,795,-515,,0.0,N
Logan LaBreche,Vancouver Cascades,281,310,-29,Managed Risk,1.269860385419959,Y
Jason Cramer,Arizona Diamondbacks,282,819,-537,,0.0,N
B.J. Gehring,New York Mets,283,373,-90,,0.0,N
Skyler Saenz,Pittsburgh Pirates,284,260,24,Later,3.1094379124341005,Y
Tadeo Castellanos,Memphis Blues,285,508,-223,,0.0,N
Hanshiro Tanaka,Atlanta Braves,286,1008,-722,,0.0,N
Will Jones,St. Louis Cardinals,287,966,-679,,0.0,N
Ayden Campbell,Indianapolis Ignition,288,422,-134,,0.0,N
Calbert Santana,Toronto Blue Jays,289,200,89,Later,3.7499048351651325,Y
Jerian Hash,Colorado Rockies,290,553,-263,,0.0,N
Sebastian Quezada,Cleveland Indians,291,522,-231,,0.0,N
Steadman Taylor,California Angels,292,414,-122,,0.0,N
Patton Tsukino,Texas Rangers,293,833,-540,,0.0,N
Julian Bullins,Montreal Expos,294,347,-53,,0.0,N
Rudy Moore,Boston Red Sox,295,983,-688,,0.0,N
Noah Goodwill,Los Angeles Dodgers,296,393,-97,,0.0,N
Troy Smart,Las Vegas Knights,297,293,4,Later,2.3047189562170503,Y
Benjamin Gleason,London Royals,298,127,171,Later,4.073747238406726,Y
Ricardo Pinedo,Houston Astros,299,478,-179,,0.0,N
Clarence Mathieu,Seattle Mariners,300,307,-7,Managed Risk,1.600299345415539,Y
Ray McHenry,San Diego Padres,301,777,-476,,0.0,N
Caracalla Santiago,Philadelphia Phillies,302,163,139,Later,3.970821211304652,Y
Jon Applewhite,Boston Red Sox,303,379,-76,,0.0,N
Sam Moats,Washington Nationals,304,320,-16,Managed Risk,1.5111306094308556,Y
Odin Payant,Baltimore Orioles,305,738,-433,,0.0,N
Emmitt Nowell,Tampa Bay Rays,306,202,104,Later,3.8269801750787615,Y
Amani Nash,Detroit Tigers,307,161,146,Later,3.995216293389368,Y
Jeremy De La Mora,Portland Hops,308,187,121,Later,3.9020105223666284,Y
Christopher Kelly,Chicago Cubs,309,505,-196,,0.0,N
Pete Abban,Chicago White Sox,310,298,12,Later,2.782474678730768,Y
Aaron Reavis,Milwaukee Brewers,311,302,9,Later,2.651292546497023,Y
Andy Kloes,Minnesota Twins,312,658,-346,,0.0,N
Steven James,Seattle Mariners,313,660,-347,,0.0,N
Les Caldwell,San Francisco Giants,314,149,165,Later,4.055993894178272,Y
Rodger Living,Oakland Athletics,315,605,-290,,0.0,N
Christian Graham,New York Yankees,316,947,-631,,0.0,N
Kody Kaufman,Vancouver Cascades,317,124,193,Later,4.133929079531664,Y
Nelson Huffman,Arizona Diamondbacks,318,464,-146,,0.0,N
Curt Shirley,New York Mets,319,203,116,Later,3.881086967398878,Y
Jaden Sung,London Royals,320,870,-550,,0.0,N
Ashton Rogers,Memphis Blues,321,126,195,Later,4.139057329615259,Y
Andy Olson,Atlanta Braves,322,194,128,Later,3.929906202180836,Y
Lou Myers,St. Louis Cardinals,323,226,97,Later,3.792483739335286,Y
Jeremiah Jones,Indianapolis Ignition,324,484,-160,,0.0,N
Benjamin Kille,Toronto Blue Jays,325,113,212,Later,4.180646082854713,Y
Bob MacFarland,Colorado Rockies,326,196,130,Later,3.9375986616005756,Y
Tucker McMahan,Cleveland Indians,327,110,217,Later,4.192247531394544,Y
Nick Diaz,California Angels,328,155,173,Later,4.0795276496072646,Y
Hadley Graff,Texas Rangers,329,720,-391,,0.0,N
Jesse Andersen,Montreal Expos,330,630,-300,,0.0,N
Lawrence Garrett,Boston Red Sox,331,538,-207,,0.0,N
Levi Villanueva,Los Angeles Dodgers,332,997,-665,,0.0,N
Ray Jones,Las Vegas Knights,333,343,-10,Managed Risk,1.5739592165010823,Y
Emerson Gildea,London Royals,334,436,-102,,0.0,N
Keven Crane,Houston Astros,335,178,157,Later,4.031297516513483,Y
Hector Llanez,Seattle Mariners,336,580,-244,,0.0,N
Rahul Cahyadi,San Diego Padres,337,451,-114,,0.0,N
Trent Caruthers,Philadelphia Phillies,338,398,-60,,0.0,N
Gael Gilder,Boston Red Sox,339,211,128,Later,3.929906202180836,Y
Liam Hamelin,London Royals,340,513,-173,,0.0,N
Keneth Barnwell,Baltimore Orioles,341,243,98,Later,3.797559925067295,Y
Jon Voltz,Tampa Bay Rays,342,287,55,Later,3.512675845367575,Y
Pete Prekop,Detroit Tigers,343,750,-407,,0.0,N
Connor Tidwell,Portland Hops,344,470,-126,,0.0,N
Bret McCusker,Chicago Cubs,345,261,84,Later,3.7213256282451583,Y
Jason Lavene,Chicago White Sox,346,587,-241,,0.0,N
Logan Snowden,Milwaukee Brewers,347,107,240,Later,4.242398466745327,Y
Albert Hatley,Minnesota Twins,348,748,-400,,0.0,N
Bryant Nash,Seattle Mariners,349,894,-545,,0.0,N
Jaxon Marques,San Francisco Giants,350,148,202,Later,4.156602989520893,Y
Drake McDannold,Oakland Athletics,351,497,-146,,0.0,N
Stan Silvius,New York Yankees,352,325,27,Later,3.166102255087602,Y
Zach Rutkowski,Vancouver Cascades,353,212,141,Later,3.9779135288006304,Y
Jaxon Deck,Arizona Diamondbacks,354,539,-185,,0.0,N
B.J. Wheeler,New York Mets,355,528,-173,,0.0,N
Robbie Vega,St. Louis Cardinals,356,562,-206,,0.0,N
Royce Deluca,Memphis Blues,357,309,48,Later,3.4459101490553135,Y
Micah Hale,Atlanta Braves,358,1114,-756,,0.0,N
River Curtis,London Royals,359,461,-102,,0.0,N
Willy Hicks,Indianapolis Ignition,360,377,-17,Managed Risk,1.4989330683884976,Y
Woody Fidler,Toronto Blue Jays,361,338,23,Later,3.0890269151739727,Y
Douglas Gonzalez,Colorado Rockies,362,1022,-660,,0.0,N
Brayden Evans,Cleveland Indians,363,850,-487,,0.0,N
W.C. Mulvihill,California Angels,364,673,-309,,0.0,N
Phil Walkley,Texas Rangers,365,689,-324,,0.0,N
Jermaine Payne,Montreal Expos,366,157,209,Later,4.173553765358735,Y
Michael Barrientos,Boston Red Sox,367,561,-194,,0.0,N
Michael White,Minnesota Twins,368,676,-308,,0.0,N
Bret Tucker,Las Vegas Knights,369,352,17,Later,2.9451858789480823,Y
Max Gibson,London Royals,370,425,-55,,0.0,N
Adolphus Hendrix,Houston Astros,371,387,-16,Managed Risk,1.5111306094308556,Y
Bryce Allison,Cincinnati Reds,372,761,-389,,0.0,N
Gabe Cox,San Diego Padres,373,746,-373,,0.0,N
Kian Ransom,Philadelphia Phillies,374,121,253,Later,4.268667133509268,Y
Sylvester Lowery,Boston Red Sox,375,693,-318,,0.0,N
Logan Burgard,Washington Nationals,376,365,11,Later,2.742453324894,Y
Andy Fischer,Baltimore Orioles,377,245,132,Later,3.945174564110877,Y
Arthur Williams,Tampa Bay Rays,378,304,74,Later,3.658744056768155,Y
Carl Gonzales,Detroit Tigers,379,140,239,Later,4.240319461670996,Y
Darren Hendrix,Portland Hops,380,168,212,Later,4.180646082854713,Y
Billy Vaughan,Chicago Cubs,381,165,216,Later,4.18994867677023,Y
Jeremias Sanders,Chicago White Sox,382,502,-120,,0.0,N
Douglas Beaupre,Milwaukee Brewers,383,481,-98,,0.0,N
Denis Sanders,Minnesota Twins,384,913,-529,,0.0,N
John Seng,Seattle Mariners,385,385,0,Later,1.5,Y
Peyton Kost,San Francisco Giants,386,585,-199,,0.0,N
Page Mora,Oakland Athletics,387,169,218,Later,4.19453586490825,Y
Diego Thomas,New York Yankees,388,177,211,Later,4.178293137336006,Y
Dannie McKillips,Vancouver Cascades,389,354,35,Later,3.291759469228055,Y
Joshua Jordan,Arizona Diamondbacks,390,265,125,Later,3.918140953475739,Y
R.J. Collins,New York Mets,391,146,245,Later,4.252665767966182,Y
Brandon Rogers,Pittsburgh Pirates,392,145,247,Later,4.256714373082492,Y
Jacob Rendleman,Memphis Blues,393,661,-268,,0.0,N
