ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Prone,Acc,Ovr,Pot
15297,"Gordon Marsh",SP,0,0,0,0,34,191,S,R,30,20,20,30,30,35,30,20,20,30,30,35,30,20,20,30,30,35,30,20,20,30,30,35,20,30,55,25,35,40,30,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,30,25,35,55,20,45,50,55,45,45,45,50,55,45,45,45,50,55,45,45,45,50,55,45,45,91-93,61,60,50,50,0,0,60,0,50,0,0,0,0,0,0,50,0,0,60,0,50,0,0,0,0,0,0,N,N,H,L,N,Normal,VH,5,5
15416,"Tony Wilson",CF,106,508,508,1,30,191,S,R,50,55,45,50,50,50,50,55,45,45,50,50,50,60,50,50,50,50,50,55,45,50,50,50,30,30,30,30,70,55,40,20,20,20,0,0,0,0,0,0,75,60,35,0,0,0,0,0,0,75,60,60,70,75,70,80,45,40,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,80-83,57,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,6,6
15499,"Jesús Cardenas",SP,107,528,522,2,34,199,R,R,40,30,20,20,40,40,40,25,20,20,40,35,40,30,20,20,40,40,40,30,20,20,40,40,30,30,55,20,20,35,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,65,20,45,50,50,45,45,45,50,50,45,50,45,45,50,45,45,45,50,50,45,45,90-92,60,60,35,0,40,0,55,40,50,0,0,0,0,0,0,0,40,0,55,40,50,0,0,0,0,0,0,L,L,N,N,N,Fragile,VH,5,5
16100,"Vincent Gaffney",CF,0,0,0,0,32,188,L,L,60,50,30,35,75,50,65,55,30,35,80,50,55,45,25,30,65,50,60,50,30,35,75,50,45,55,50,20,50,60,70,20,20,20,0,0,0,0,0,0,60,35,60,0,0,0,0,0,0,60,35,60,60,75,70,70,70,70,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,42,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H,N,L,L,N,Fragile,VH,4,4
19492,"Dan Thomas",SP,106,198,198,1,36,185,L,L,30,35,60,50,35,30,35,35,65,50,35,30,30,30,50,45,35,30,30,35,60,50,35,30,20,30,40,20,45,25,30,20,20,20,35,0,25,0,0,0,0,0,0,35,0,30,0,0,0,0,0,0,35,40,50,45,35,20,45,50,50,50,55,45,50,50,50,50,45,50,50,45,55,45,50,50,50,55,92-94,53,55,75,50,0,0,55,0,50,50,0,0,0,0,0,50,0,0,55,0,50,50,0,0,0,0,0,N,N,N,N,N,Fragile,VH,5,5
19544,"Stan McKelvie",RP,0,0,0,0,35,192,R,R,30,20,20,25,30,35,30,20,20,25,30,35,35,20,20,30,35,35,30,20,20,25,30,35,20,30,50,25,30,25,25,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,20,20,20,60,20,45,50,50,45,50,45,50,50,50,55,40,45,45,45,50,45,50,50,45,50,91-93,63,40,25,0,0,50,0,45,0,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0,0,N,L,H,L,L,Normal,VH,4,4
20006,"Chris Frantzen",SS,0,0,0,0,29,187,R,R,50,50,25,45,50,50,50,50,25,45,50,50,50,50,25,45,50,50,50,50,25,45,50,50,60,55,55,55,55,60,50,20,20,20,0,0,55,55,55,50,50,20,0,0,0,70,55,55,50,60,40,0,55,70,65,75,45,40,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,85-87,35,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
20334,"Eduardo Ortíz",RF,0,0,0,0,32,186,L,L,50,55,50,55,50,45,50,55,50,60,55,45,45,45,45,45,45,45,50,55,50,55,50,45,20,25,40,20,45,45,60,20,20,20,0,0,0,0,0,0,50,20,45,0,0,0,0,0,0,50,20,45,45,45,55,50,30,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,80-83,41,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,Fragile,VH,5,5
20846,"Anthony Royston",SP,106,185,185,1,35,187,S,L,40,35,20,30,40,40,40,35,25,30,40,40,40,30,20,25,40,40,40,35,20,30,40,40,20,40,45,20,30,25,45,20,20,20,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,20,25,25,25,45,20,55,60,60,55,40,55,60,60,55,40,55,60,65,55,40,55,60,60,55,40,93-95,65,55,80,65,0,0,75,0,70,0,0,0,0,0,0,65,0,0,75,0,70,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,6,6
22818,"Doug Fuller",SP,112,342,191,2,26,188,L,R,35,30,30,30,35,30,35,30,30,35,35,35,30,25,30,30,35,30,35,30,30,35,40,35,30,25,60,30,30,30,25,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,70,25,50,35,30,50,40,45,35,30,50,40,50,35,30,50,45,80,40,35,50,50,98-100,44,55,65,65,0,50,50,0,45,0,0,0,0,0,0,80,0,80,80,0,55,0,0,0,0,0,0,N,N,H,N,N,Normal,VH,3,5
23143,"Anthony Davis",LF,0,0,0,0,32,182,R,L,50,50,45,70,50,45,50,50,45,70,50,45,50,50,45,75,55,45,50,50,45,70,50,45,45,35,35,20,50,55,50,20,20,20,0,0,50,0,0,0,55,35,40,0,0,50,0,0,0,55,35,50,40,75,50,45,20,20,20,20,20,25,20,20,20,20,20,20,20,20,20,25,20,20,20,20,25,20,80-83,45,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
23349,"Alex Davis",SP,106,187,187,1,34,189,R,R,45,30,20,20,50,45,45,25,20,20,50,45,50,30,25,20,50,45,45,30,20,20,50,45,20,35,45,30,20,25,40,20,20,20,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,30,30,35,50,20,50,50,45,55,40,50,50,45,55,40,50,50,45,55,40,50,50,45,55,40,94-96,51,55,75,0,0,50,80,45,40,0,0,0,0,0,0,0,0,50,80,45,40,0,0,0,0,0,0,N,N,N,N,L,Fragile,VH,4,4
23604,"Gary Lawrence",SP,0,0,0,0,32,188,R,R,45,45,25,50,45,50,45,45,25,50,45,50,45,45,25,50,45,50,45,45,25,50,45,50,45,45,70,50,40,45,60,20,20,20,75,0,55,30,50,35,0,0,0,80,0,70,45,50,40,0,0,0,25,40,30,25,50,45,40,45,45,50,50,45,50,45,55,50,40,45,40,50,50,40,45,45,50,50,90-92,44,80,70,40,45,0,0,40,0,30,0,0,0,25,0,40,45,0,0,40,0,30,0,0,0,25,0,N,L,N,N,N,Durable,VH,4,4
23772,"Fletcher Carter",RP,0,0,0,0,34,175,R,R,30,30,20,20,20,35,30,30,20,20,20,35,30,30,25,20,20,35,30,30,20,20,20,35,30,30,40,25,20,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,25,20,70,20,50,55,50,55,45,50,50,50,55,45,50,55,50,55,45,50,55,50,55,45,93-95,67,25,60,50,0,50,0,0,0,55,0,0,0,0,0,50,0,50,0,0,0,55,0,0,0,0,0,N,N,N,N,N,Normal,VH,4,4
23878,"Gerald Gray",SP,0,0,0,0,24,187,L,R,40,35,20,35,40,40,40,35,20,35,40,40,35,35,20,35,35,40,45,35,20,35,45,50,30,30,50,20,25,35,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,55,25,45,40,40,40,20,45,40,40,40,20,45,40,40,40,20,50,45,45,40,20,90-92,44,45,75,50,0,0,0,50,40,0,0,0,0,0,0,50,0,0,0,50,55,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,3,3
24235,"Chris Hull",3B,106,200,200,1,31,187,S,R,55,55,50,70,55,50,55,55,50,75,60,50,50,50,50,65,55,50,55,55,50,70,55,50,55,55,75,40,30,40,70,20,20,20,0,0,0,0,60,20,0,0,0,0,0,0,0,60,45,0,0,0,30,55,45,45,35,20,20,25,20,40,20,20,25,20,40,20,20,20,20,35,20,20,25,20,40,20,85-87,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,Normal,H,6,6
24280,"Arturo Taranco",RP,116,460,192,6,33,184,R,R,35,40,25,20,35,35,35,40,25,20,35,35,35,40,25,20,35,35,35,40,25,20,35,35,40,35,50,35,35,35,25,20,20,20,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,20,20,20,20,65,20,45,45,45,50,40,45,50,50,50,40,45,45,45,45,35,45,45,45,50,40,93-95,57,30,40,50,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,N,H,L,H,N,Wrecked,VH,4,4
24349,"Fernando Cruz",SS,113,374,193,3,22,192,L,R,50,60,40,35,50,50,50,60,40,35,55,50,45,50,35,40,45,45,50,65,50,40,55,50,60,55,70,55,55,55,70,20,20,20,0,0,0,60,60,55,0,0,0,0,0,0,60,60,55,0,0,0,70,60,50,50,55,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,20,85-87,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,4,4
24365,"Mack Nelson",SP,0,0,0,0,32,179,R,R,40,30,20,20,35,40,40,30,20,20,35,40,40,30,20,20,35,40,40,30,20,20,35,40,30,20,80,20,25,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,40,20,40,50,50,50,50,40,50,50,50,50,40,50,50,50,50,40,50,50,50,50,92-94,62,55,55,50,40,25,45,25,0,0,0,0,0,0,0,50,40,25,45,25,0,0,0,0,0,0,0,N,N,N,N,N,Fragile,VH,5,5
24507,"Marcos Martínez",SP,112,350,184,2,35,185,R,R,30,20,20,30,30,35,30,20,20,30,30,35,30,20,20,30,30,35,30,20,20,30,30,35,25,30,45,25,30,25,35,20,25,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,20,30,20,45,40,35,50,45,45,40,35,50,45,45,40,35,50,45,45,40,35,50,45,92-94,38,55,50,50,0,0,60,0,45,0,35,0,0,0,0,50,0,0,60,0,45,0,35,0,0,0,0,N,N,N,L,N,Iron Man,VH,4,4
24658,"Gerald Tuttle",RF,113,371,201,3,23,188,L,L,45,45,40,45,45,40,45,45,40,45,45,45,40,45,35,45,45,40,50,50,45,50,55,50,25,25,45,20,50,50,60,20,20,20,0,0,0,0,0,0,50,25,50,0,0,0,0,0,0,55,35,50,55,45,45,50,65,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,85-87,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,H,N,Normal,VH,4,5
24696,"Tyler Franks",RP,106,199,199,1,37,187,R,R,20,20,20,20,20,25,20,20,20,20,20,25,25,20,20,20,20,25,20,20,20,20,20,25,20,25,45,20,20,20,25,20,20,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,25,25,20,25,40,20,50,45,45,50,60,50,50,45,50,60,50,45,45,55,55,50,45,45,50,60,92-94,43,55,40,55,0,0,55,0,60,0,30,0,0,0,0,55,0,0,55,0,60,0,30,0,0,0,0,N,N,L,N,N,Iron Man,VH,5,5
24709,"Melvin Cortés",CF,115,497,184,5,25,180,R,R,45,50,25,40,40,50,45,50,25,40,40,50,45,50,25,40,45,50,50,50,25,40,50,50,55,40,45,45,60,50,55,20,20,20,0,0,0,0,0,0,60,50,50,0,0,0,0,0,0,70,50,60,50,70,50,50,70,60,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,25,20,35,20,80-83,56,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,H,N,Durable,VH,3,3
24714,"Riemer Meijer",RP,0,0,0,0,23,190,R,R,25,25,20,30,30,20,25,25,20,30,30,20,25,25,20,30,30,20,25,30,25,40,30,20,30,30,45,25,30,25,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,20,55,25,45,40,40,45,40,45,40,40,45,40,45,40,40,40,40,55,45,45,45,40,94-96,52,35,30,50,0,0,0,50,25,0,0,0,0,0,0,70,0,0,0,65,50,0,0,0,0,0,0,H,H,N,N,N,Normal,VH,3,3
24987,"Tom Wagner",3B,0,0,0,0,21,186,S,R,40,35,35,35,40,40,40,35,35,35,40,40,40,30,30,35,40,40,50,40,40,50,55,45,45,60,55,30,30,45,40,20,20,20,0,0,0,25,40,0,0,0,0,0,0,0,35,45,0,0,0,0,35,25,20,20,45,25,20,25,25,25,25,20,25,25,25,25,20,25,25,25,25,20,30,30,25,25,85-87,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,L,Normal,H,3,4
25004,"Lawrence McCain",SP,0,0,0,0,33,184,L,L,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,25,35,35,20,20,20,30,20,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,45,20,45,45,45,50,45,45,45,45,45,45,45,45,45,45,45,45,45,45,50,45,92-94,58,55,70,50,40,45,0,0,45,0,0,0,0,0,0,50,40,45,0,0,45,0,0,0,0,0,0,H,N,H,N,N,Normal,VH,4,4
25182,"Matt Curtis",1B,0,0,0,0,32,202,R,R,50,50,55,50,50,45,50,50,50,50,50,45,50,50,55,50,50,45,50,50,55,50,50,45,30,25,40,25,35,45,50,20,20,20,0,0,40,0,0,0,35,0,25,0,0,40,0,0,0,35,0,30,35,50,40,35,35,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,42,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N,Wrecked,VH,5,5
25198,"Sam Butler",LF,112,350,184,2,34,198,R,R,50,50,45,45,50,45,45,50,45,45,50,45,50,55,50,50,55,45,50,50,45,45,50,45,45,50,45,45,50,40,55,20,20,20,0,0,75,25,20,30,50,25,30,0,0,75,40,35,30,50,25,45,40,65,45,45,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,49,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,L,Durable,VH,4,4
25531,"Austin Blake",LF,112,370,195,2,35,186,L,L,50,55,30,45,50,50,50,60,30,45,50,55,50,50,25,40,45,50,50,55,30,45,50,50,45,45,40,20,50,60,50,20,20,20,0,0,0,0,0,0,55,35,45,0,0,0,0,0,0,55,35,50,65,65,80,75,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,80-83,62,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Wrecked,VH,5,5
25701,"Carl Frese",1B,0,0,0,0,25,206,R,R,50,40,45,50,50,55,50,40,45,50,50,55,55,45,45,50,50,60,55,40,45,50,50,65,30,40,30,25,25,35,30,20,20,20,0,0,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,30,25,20,35,55,30,20,20,20,25,20,20,20,20,30,20,20,20,20,25,20,20,30,30,25,25,85-87,60,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,Normal,VH,4,5
25740,"Kevin Thomas",C,110,526,521,5,19,184,R,R,30,30,30,40,25,35,30,30,30,40,25,35,30,35,30,40,25,35,40,45,65,55,30,45,30,25,45,25,30,35,40,60,45,55,0,40,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,35,35,35,30,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,20,25,25,30,20,83-85,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,H,N,Normal,VH,3,5
25763,"Chris Wright",1B,0,0,0,0,34,194,R,R,50,45,45,55,45,50,50,40,45,55,45,50,50,45,50,55,45,50,50,45,45,55,45,50,45,35,35,25,30,25,25,20,20,20,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,30,35,25,30,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,84-86,36,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H,H,H,N,N,Normal,VH,4,4
26311,"Jean Leroy",RP,112,341,189,2,25,186,L,R,35,30,25,25,30,40,35,35,25,25,30,40,35,30,25,25,30,35,35,40,25,25,35,40,25,30,45,30,35,20,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,40,25,50,45,50,45,20,50,45,50,45,20,50,45,45,45,20,80,50,50,45,30,96-98,57,35,65,60,0,50,0,0,40,0,0,0,0,0,0,80,0,80,0,0,45,0,0,0,0,0,0,N,H,N,L,N,Normal,VH,3,4
26328,"Ken Wilson",C,0,0,0,0,33,184,R,R,35,40,45,55,40,35,35,35,45,55,40,35,40,40,45,60,40,35,35,40,45,55,40,35,30,25,50,25,25,40,55,60,60,60,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,20,20,20,35,35,25,20,20,20,30,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,80-83,53,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,VH,4,4
26476,"Dave Woods",RF,0,0,0,0,33,194,L,R,50,60,50,80,55,50,55,70,55,80,55,50,45,50,45,55,50,45,50,60,50,80,55,50,40,55,55,60,50,50,60,20,20,20,0,0,60,45,0,0,55,30,50,0,0,70,45,0,0,55,30,50,50,65,65,70,35,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,80-83,47,20,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,N,L,H,N,L,Wrecked,VH,6,6
27056,"David Richardson",RP,0,0,0,0,33,185,L,R,45,50,50,45,55,40,50,55,55,45,55,40,45,45,45,40,50,35,45,50,50,45,55,40,40,35,70,30,25,40,60,20,20,20,55,0,45,0,40,0,0,0,0,65,0,50,0,40,0,0,0,0,20,25,30,20,30,20,40,50,55,50,45,40,55,55,50,50,40,50,50,45,45,40,50,55,50,45,92-94,57,60,65,50,0,0,0,30,0,0,0,0,0,0,0,50,0,0,0,30,0,0,0,0,0,0,0,L,N,N,L,N,Wrecked,VH,4,4
