Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Josue Maya,Los Angeles Dodgers,147,197,-50,,0.0,N
Kevin Ellis,Los Angeles Angels,148,388,-240,,0.0,N
Mike Forrest,New York Mets,149,403,-254,,0.0,N
Kennan Gauthier,Atlanta Braves,150,70,80,Top 100,5.69722457733622,Y
Chris Casey,Minnesota Twins,151,333,-182,,0.0,N
Floyd Cutler,Chicago White Sox,152,466,-314,,0.0,N
Andres Camarena,Seattle Mariners,153,219,-66,,0.0,N
Eric Marro,Milwaukee Brewers,154,56,98,Top 100,5.797559925067295,Y
Alan Thompson,Pittsburgh Pirates,155,43,112,Top 100,5.86369390935617,Y
Chris Brunner,Houston Astros,156,708,-552,,0.0,N
Mike Halsey,Chicago Cubs,157,166,-9,Managed Risk,1.522760613339579,Y
Zach Fritz,Toronto Blue Jays,158,218,-60,,0.0,N
Chris Nimz,Philadelphia Phillies,159,265,-106,,0.0,N
Sonny Dockter,Arizona Diamondbacks,160,105,55,Later,3.512675845367575,Y
Mike Park,New York Yankees,161,110,51,Later,3.4756218592907135,Y
Aaron Wilkins,Colorado Rockies,162,548,-386,,0.0,N
Mike Heckman,Detroit Tigers,163,203,-40,,0.0,N
Steve Hicks,Cincinnati Reds,165,134,31,Later,3.2328679513998635,Y
Danny Raudabaugh,Cleveland Guardians,166,480,-314,,0.0,N
Mike Walton,Miami Marlins,167,286,-119,,0.0,N
Juan Beck,Montreal Expos,168,619,-451,,0.0,N
Eric Dent,San Francisco Giants,169,225,-56,,0.0,N
Justin Stokes,New Orleans Voodoo,170,187,-17,Managed Risk,1.4097643324038147,Y
Tony Camacho,Texas Rangers,171,171,0,Later,1.5,Y
Josh Cotton,Baltimore Orioles,172,352,-180,,0.0,N
Brad Meadows,San Diego Padres,173,118,55,Later,3.512675845367575,Y
Eddie Ross,St. Louis Cardinals,174,136,38,Later,3.331780823064823,Y
Jeremy Meyers,Boston Red Sox,175,158,17,Later,2.9451858789480823,Y
Brad Hoskin,Oakland Athletics,176,174,2,Later,2.049306144334055,Y
Kevin Moyer,Los Angeles Dodgers,177,337,-160,,0.0,N
Sam Gee,Los Angeles Angels,178,241,-63,,0.0,N
Eric Henrichs,New York Mets,179,483,-304,,0.0,N
Eddie Cunningham,Atlanta Braves,180,82,98,Top 100,5.797559925067295,Y
Mike Swanson,Minnesota Twins,181,309,-128,,0.0,N
Alan Spradlin,Chicago White Sox,182,119,63,Later,3.5794415416798357,Y
Sam Matthews,Seattle Mariners,183,184,-1,Managed Risk,1.600299345415539,Y
Salvatore Diaz,Milwaukee Brewers,184,363,-179,,0.0,N
John Vroom,Pittsburgh Pirates,185,50,135,Top 100,5.956327442868027,Y
Alex Cantu,Houston Astros,186,517,-331,,0.0,N
Jose Suazo,Chicago Cubs,187,192,-5,Managed Risk,1.5645241345053704,Y
Elijah Simmions,Toronto Blue Jays,188,169,19,Later,2.997866136776995,Y
Sean Cook,Philadelphia Phillies,189,593,-404,,0.0,N
Jordan Penn,Arizona Diamondbacks,190,90,100,Top 100,5.807560258420629,Y
Jake Wylie,New York Yankees,191,574,-383,,0.0,N
Sam Willingham,Colorado Rockies,192,170,22,Later,3.067747107964575,Y
Bubba Theuerkauf,Detroit Tigers,193,252,-59,,0.0,N
Ernie Harman,Cincinnati Reds,195,301,-106,,0.0,N
Chris Vanderford,Cleveland Guardians,196,69,127,Top 100,5.926015131959808,Y
Tim Pereira,Miami Marlins,197,496,-299,,0.0,N
Kevin Alldredge,Montreal Expos,198,91,107,Top 100,5.84106561356211,Y
Alex Valdez,San Francisco Giants,199,410,-211,,0.0,N
Dan Honaker,New Orleans Voodoo,200,269,-69,,0.0,N
Gabe Segovia,Texas Rangers,201,190,11,Later,2.742453324894,Y
Jeff Craig,Baltimore Orioles,202,464,-262,,0.0,N
Mike Talley,San Diego Padres,203,104,99,Later,3.802585092994046,Y
Chris Svensson,St. Louis Cardinals,204,208,-4,Managed Risk,1.5739592165010823,Y
Mike Orr,Boston Red Sox,205,76,129,Top 100,5.9337672252277915,Y
Steve Jackson,Oakland Athletics,206,95,111,Top 100,5.859249435647547,Y
Jeff Aguila,Los Angeles Dodgers,207,263,-56,,0.0,N
Ron Rowcliffe,Los Angeles Angels,208,220,-12,Managed Risk,1.48610974479161,Y
Jaime Hals,New York Mets,209,379,-170,,0.0,N
Joe Levinson,Atlanta Braves,210,191,19,Later,2.997866136776995,Y
Brad Luster,Minnesota Twins,211,473,-262,,0.0,N
Ed White,Chicago White Sox,212,138,74,Later,3.658744056768155,Y
Jon Daugherty,Seattle Mariners,213,213,0,Later,1.5,Y
Brad Hall,Milwaukee Brewers,214,67,147,Top 100,5.998606136882057,Y
Ted Grieve,Pittsburgh Pirates,215,175,40,Later,3.356786033352154,Y
Zach LaVoie,Houston Astros,216,307,-91,,0.0,N
Kevin Page,Chicago Cubs,217,179,38,Later,3.331780823064823,Y
Charlie Fowles,Toronto Blue Jays,218,342,-124,,0.0,N
Paul Bouvard,Philadelphia Phillies,219,396,-177,,0.0,N
Brad Helbling,Arizona Diamondbacks,220,130,90,Later,3.755429753258425,Y
Mike Maynard,New York Yankees,221,45,176,Top 100,6.088074866286915,Y
Josh Ayer,Colorado Rockies,222,406,-184,,0.0,N
Jon McNeil,Detroit Tigers,223,148,75,Later,3.6653666701431655,Y
Alexis Saucedo,Cincinnati Reds,225,230,-5,Managed Risk,1.5645241345053704,Y
Orlando Guzman,Cleveland Guardians,226,292,-66,,0.0,N
Sam Bassett,Miami Marlins,227,117,110,Later,3.854765100656167,Y
Chris Berkowitz,Montreal Expos,228,141,87,Later,3.7386684072391034,Y
Mike Eckrich,San Francisco Giants,229,372,-143,,0.0,N
Kevin Bland,New Orleans Voodoo,230,374,-144,,0.0,N
Steve Nicholson,Texas Rangers,231,113,118,Later,3.889561746555765,Y
Jared McDonell,Baltimore Orioles,232,450,-218,,0.0,N
Jon Penalver,San Diego Padres,233,193,40,Later,3.356786033352154,Y
Phil Saxton,St. Louis Cardinals,234,137,97,Later,3.792483739335286,Y
Joey Ziegler,Boston Red Sox,235,416,-181,,0.0,N
Nate Dill,Oakland Athletics,236,145,91,Later,3.7608942885245202,Y
Josh Tolbert,Los Angeles Dodgers,237,155,82,Later,3.709420303898299,Y
Sean Hackler,Los Angeles Angels,238,185,53,Later,3.4944920232821373,Y
Bret Selway,New York Mets,239,103,136,Later,3.9599904629140625,Y
Kevin Schneider,Atlanta Braves,240,561,-321,,0.0,N
Jared Castro,Minnesota Twins,241,344,-103,,0.0,N
Chris Soto,Chicago White Sox,242,226,16,Later,2.916606672028108,Y
Greg Hammonds,Seattle Mariners,243,276,-33,,0.0,N
Joe Broadway,Milwaukee Brewers,244,106,138,Later,3.9672369665653457,Y
Micah Nelson,Pittsburgh Pirates,245,400,-155,,0.0,N
Jim Simonetti,Houston Astros,246,566,-320,,0.0,N
Josh Adams,Chicago Cubs,247,111,136,Later,3.9599904629140625,Y
T.J. Ruggio,Toronto Blue Jays,248,529,-281,,0.0,N
Josh Corey,Philadelphia Phillies,249,383,-134,,0.0,N
Dan Hancock,Arizona Diamondbacks,250,332,-82,,0.0,N
Mike Loyd,New York Yankees,251,424,-173,,0.0,N
Joe Carpenter,Colorado Rockies,252,283,-31,,0.0,N
Phil Servidio,Detroit Tigers,253,216,37,Later,3.318793079863193,Y
Jimmy Yates,Cincinnati Reds,255,358,-103,,0.0,N
Tim Lloyd,Cleveland Guardians,256,303,-47,,0.0,N
Jimmy Robinson,Miami Marlins,257,142,115,Later,3.8767950955531822,Y
Mario Mejia,Montreal Expos,258,530,-272,,0.0,N
Jerry Thompson,San Francisco Giants,259,215,44,Later,3.40333124488516,Y
Joe Thompson,New Orleans Voodoo,260,256,4,Later,2.3047189562170503,Y
Micah Burgess,Texas Rangers,261,453,-192,,0.0,N
Chris Wagner,Baltimore Orioles,262,83,179,Top 100,6.096478425445105,Y
Dan Price,San Diego Padres,263,423,-160,,0.0,N
Dave Jordan,St. Louis Cardinals,264,189,75,Later,3.6653666701431655,Y
Jonathan Dunn,Boston Red Sox,265,243,22,Later,3.067747107964575,Y
Josh Schooley,Oakland Athletics,266,126,140,Later,3.974379945189084,Y
Alex Ellison,Los Angeles Dodgers,267,207,60,Later,3.5554369320866557,Y
Leonor Nascimento,Los Angeles Angels,268,441,-173,,0.0,N
Bob Ostrander,New York Mets,269,572,-303,,0.0,N
Mike Grand,Atlanta Braves,270,236,34,Later,3.2776740307447065,Y
Jaime Mitchell,Minnesota Twins,271,389,-118,,0.0,N
Bernie Salas,Chicago White Sox,272,584,-312,,0.0,N
Ron Joyce,Seattle Mariners,273,316,-43,,0.0,N
Dan Schreiber,Milwaukee Brewers,274,290,-16,Managed Risk,1.4270125502755526,Y
Sean Koester,Pittsburgh Pirates,275,590,-315,,0.0,N
Josh Brown,Houston Astros,276,154,122,Later,3.9060921776862085,Y
Pat Aitken,Chicago Cubs,277,173,104,Later,3.8269801750787615,Y
Steve Baluch,Toronto Blue Jays,278,245,33,Later,3.263180262308081,Y
Tomas Ramirez,Philadelphia Phillies,279,428,-149,,0.0,N
Chris Mereness,Arizona Diamondbacks,280,244,36,Later,3.305458956322112,Y
Jimmy Johnson,New York Yankees,281,281,0,Later,1.5,Y
Jared Sullivan,Colorado Rockies,282,679,-397,,0.0,N
Greg Nazario,Detroit Tigers,283,401,-118,,0.0,N
Josh McMakin,Cincinnati Reds,285,446,-161,,0.0,N
Tony Campbell,Cleveland Guardians,286,247,39,Later,3.344439727056968,Y
Jeff Jimerson,Miami Marlins,287,366,-79,,0.0,N
Keith Peacock,Montreal Expos,288,479,-191,,0.0,N
Rob Fugate,San Francisco Giants,289,420,-131,,0.0,N
Mike McConachie,New Orleans Voodoo,290,240,50,Later,3.465912816362163,Y
Danny Stone,Texas Rangers,291,399,-108,,0.0,N
Jeff Wheat,Baltimore Orioles,292,159,133,Later,3.9489198999754556,Y
Mike Colling,San Diego Padres,293,440,-147,,0.0,N
Jesus Ortiz,St. Louis Cardinals,294,273,21,Later,3.045521226679158,Y
Zach Cresswell,Boston Red Sox,295,206,89,Later,3.7499048351651325,Y
Joe Passey,Oakland Athletics,296,102,194,Later,4.136499779281873,Y
Pat Simpson,Los Angeles Dodgers,297,278,19,Later,2.997866136776995,Y
Steve Williams,Los Angeles Angels,298,427,-129,,0.0,N
Andy Robinson,New York Mets,299,581,-282,,0.0,N
Mario Villegas,Atlanta Braves,300,494,-194,,0.0,N
Gabe Miller,Minnesota Twins,301,508,-207,,0.0,N
Mike Goldman,Chicago White Sox,302,539,-237,,0.0,N
Pete Meyer,Seattle Mariners,303,409,-106,,0.0,N
Wilfredo Rodarte,Milwaukee Brewers,304,402,-98,,0.0,N
Roark MacGregor,Pittsburgh Pirates,305,336,-31,,0.0,N
Ismael Valdez,Houston Astros,306,408,-102,,0.0,N
Mike Braun,Chicago Cubs,307,377,-70,,0.0,N
Jimmy Ridenour,Toronto Blue Jays,308,168,140,Later,3.974379945189084,Y
Matt Hoekstra,Philadelphia Phillies,309,311,-2,Managed Risk,1.5918239574966186,Y
Dave Johnson,Arizona Diamondbacks,310,235,75,Later,3.6653666701431655,Y
Jake Kalman,New York Yankees,311,254,57,Later,3.5302215052732095,Y
Phil Casper,Colorado Rockies,312,394,-82,,0.0,N
A.J. Bazin,Detroit Tigers,313,280,33,Later,3.263180262308081,Y
Daniel Choate,Cincinnati Reds,315,251,64,Later,3.5871936349478184,Y
Rob Rieger,Cleveland Guardians,316,217,99,Later,3.802585092994046,Y
Dan Marshall,Miami Marlins,317,209,108,Later,3.8456739411145717,Y
Phil Belasco,Montreal Expos,318,238,80,Later,3.6972245773362196,Y
Josh Plumb,San Francisco Giants,319,324,-5,Managed Risk,1.5645241345053704,Y
Josh Howard,New Orleans Voodoo,320,449,-129,,0.0,N
Joe Haas,Texas Rangers,321,232,89,Later,3.7499048351651325,Y
Jim McCloskey,Baltimore Orioles,322,157,165,Later,4.055993894178272,Y
Ben Ouellet,San Diego Padres,323,224,99,Later,3.802585092994046,Y
Jonathan Reap,St. Louis Cardinals,324,418,-94,,0.0,N
Jonathan Seipel,Boston Red Sox,325,360,-35,,0.0,N
Josh Evans,Oakland Athletics,326,270,56,Later,3.521525633917275,Y
Dave Welch,Los Angeles Dodgers,327,139,188,Later,4.120873507529821,Y
Geoff Williams,Los Angeles Angels,328,200,128,Later,3.929906202180836,Y
Eric Sweeney,New York Mets,329,259,70,Later,3.6313399385206577,Y
Hector Benitez,Atlanta Braves,330,298,32,Later,3.24825378073324,Y
Juan Patron,Minnesota Twins,331,293,38,Later,3.331780823064823,Y
Ken Keller,Chicago White Sox,332,537,-205,,0.0,N
Nate Quist,Seattle Mariners,333,326,7,Later,2.539720770839918,Y
Izzy Villalobos,Milwaukee Brewers,334,513,-179,,0.0,N
Jake Mauser,Pittsburgh Pirates,335,469,-134,,0.0,N
Chris Tucker,Houston Astros,336,282,54,Later,3.5036665926162356,Y
Dave McNutt,Chicago Cubs,337,349,-12,Managed Risk,1.48610974479161,Y
Juan Gutierrez,Toronto Blue Jays,338,317,21,Later,3.045521226679158,Y
Rich Teslo,Philadelphia Phillies,339,493,-154,,0.0,N
Jimmy Winters,Arizona Diamondbacks,340,345,-5,Managed Risk,1.5645241345053704,Y
Dusty Lantigua,New York Yankees,341,177,164,Later,4.05297273695029,Y
Nate Hughes,Colorado Rockies,342,99,243,Top 100,6.248584112646601,Y
Bobby Ocegueda,Detroit Tigers,343,233,110,Later,3.854765100656167,Y
Mike Conroy,Cincinnati Reds,345,320,25,Later,3.129048269010741,Y
Marc Sharpnack,Cleveland Guardians,346,194,152,Later,4.015218960696218,Y
Jon Reisinger,Miami Marlins,347,448,-101,,0.0,N
Erik Vassar,Montreal Expos,348,313,35,Later,3.291759469228055,Y
Jon Allen,San Francisco Giants,349,268,81,Later,3.7033596236321267,Y
Brad Stover,New Orleans Voodoo,350,284,66,Later,3.602346309695483,Y
Joe Overstreet,Texas Rangers,351,223,128,Later,3.929906202180836,Y
Kevin Haas,Baltimore Orioles,352,385,-33,,0.0,N
Kevin Moore,San Diego Padres,353,291,62,Later,3.5715673631957663,Y
Jeff Wirth,St. Louis Cardinals,354,712,-358,,0.0,N
Henry Carrasco,Boston Red Sox,355,304,51,Later,3.4756218592907135,Y
Eric Medina,Oakland Athletics,356,165,191,Later,4.128747686013891,Y
T.J. Bauer,Los Angeles Dodgers,357,433,-76,,0.0,N
Kurt Hughes,Los Angeles Angels,358,506,-148,,0.0,N
Jim Vandagrift,New York Mets,359,699,-340,,0.0,N
Joe Pistorio,Atlanta Braves,360,683,-323,,0.0,N
Jeremy Weaver,Minnesota Twins,361,789,-428,,0.0,N
Jose Colon,Chicago White Sox,362,462,-100,,0.0,N
B.J. Cripe,Seattle Mariners,363,261,102,Later,3.817364494114818,Y
Ben Milligan,Milwaukee Brewers,364,470,-106,,0.0,N
Chris Marschner,Pittsburgh Pirates,365,167,198,Later,4.146652412362246,Y
Joe Piotrowicz,Houston Astros,366,412,-46,,0.0,N
Derek Dailey,Chicago Cubs,367,663,-296,,0.0,N
Into Mannisenmaki,Toronto Blue Jays,368,152,216,Later,4.18994867677023,Y
Willie Corona,Philadelphia Phillies,369,312,57,Later,3.5302215052732095,Y
Joe Schutz,Arizona Diamondbacks,370,297,73,Later,3.652032546602085,Y
Ruben Valenzuela,New York Yankees,371,205,166,Later,4.058996906208378,Y
Edwin Escobedo,Colorado Rockies,372,328,44,Later,3.40333124488516,Y
Erik Lara,Detroit Tigers,373,195,178,Later,4.0936929029203775,Y
Chris Gainey,Cincinnati Reds,375,257,118,Later,3.889561746555765,Y
Dylan Bailey,Cleveland Guardians,376,124,252,Later,4.26669474436376,Y
Joe Adams,Miami Marlins,377,359,18,Later,2.97221948958322,Y
Josh Messina,Montreal Expos,378,528,-150,,0.0,N
Khalil Smith,San Francisco Giants,379,580,-201,,0.0,N
Chris Kaderly,New Orleans Voodoo,380,624,-244,,0.0,N
Ha-joon Park,Texas Rangers,381,242,139,Later,3.970821211304652,Y
Bobby Voelkel,Baltimore Orioles,382,371,11,Later,2.742453324894,Y
Joe Kramer,San Diego Padres,383,512,-129,,0.0,N
Kevin Harvey,St. Louis Cardinals,384,606,-222,,0.0,N
Jason Batchelor,Boston Red Sox,385,765,-380,,0.0,N
Tyler Holland,Oakland Athletics,386,455,-69,,0.0,N
Brad Radu,Los Angeles Dodgers,387,127,260,Later,4.282260203661346,Y
Jody Mickelson,Los Angeles Angels,388,347,41,Later,3.368834809141684,Y
Kevin Rozenblat,New York Mets,389,222,167,Later,4.061981989701629,Y
Jared Reid,Atlanta Braves,390,457,-67,,0.0,N
Mal Fequiere,Minnesota Twins,391,467,-76,,0.0,N
Dan Kellar,Chicago White Sox,392,178,214,Later,4.185319014063831,Y
Kaden Green,Seattle Mariners,393,732,-339,,0.0,N
J.J. Knox,Milwaukee Brewers,394,598,-204,,0.0,N
Mike Shafer,Pittsburgh Pirates,395,322,73,Later,3.652032546602085,Y
Danny de Leon,Houston Astros,396,392,4,Later,2.3047189562170503,Y
Josh Marquardt,Chicago Cubs,397,310,87,Later,3.7386684072391034,Y
Charlie Cotto,Toronto Blue Jays,398,210,188,Later,4.120873507529821,Y
Dan Kasch,Philadelphia Phillies,399,609,-210,,0.0,N
