ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
55743,Jeffrey Joseph,CL,18,,,,37.07,64.28,,,,,30.33,64.89,69.8,0.94,0,-2.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,40.2
56803,Doug Moore,SS,22,,,,57.45,64.24,41.32,64.06,56.21,52.75,,,,1.12,0,-0.5,Atlanta Bandits Ballpark,TRUE,,43.56,51.38,52.06,54.33,42.93,,43.58,41.32,SS,54.33
55065,Bob Ward,RP,18,,,,35.17,64.22,,,,,23.58,62.64,66.12,1.12,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,34.22
55011,Jeremy McGhee,2B,18,,,,39.34,64.21,25.54,60.5,43.95,49.46,,,,1.19,0,3,Atlanta Bandits Ballpark,TRUE,,28.68,37.54,,,30.27,,30.51,25.54,2B,37.54
55887,Steve MacDougall,SP,18,,,,36.57,64.19,,,,,33.16,66.54,41.15,1.08,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,34.76
54967,Don Green,RP,17,,,,37.72,64.15,,,,,30.33,63.13,64.2,0.81,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,38.8
55812,Leland Meléndez,CF,20,,,,49.63,64.14,39.58,65.38,55.72,34.57,,,,1.31,0,-2,Atlanta Bandits Ballpark,TRUE,,,,,,41.62,50.5,41.21,39.58,CF,50.5
55868,Mark Shepard,SP,21,,,,53.35,64.07,,,,,40.91,57.21,77.42,1.67,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,48.22
55948,António Vásquez,2B,18,,,,45.3,64.04,31.07,61.19,51.81,55.5,,,,1.06,0,2,Atlanta Bandits Ballpark,TRUE,,34.79,42.77,44.15,,35.79,,36.02,31.07,3B,44.15
56727,Ted Hill,RP,21,,,,48.32,64.02,,,,,42.36,62.14,64.2,0.79,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,47.82
49897,Paul Tatum,SP,22,,,,54.13,63.97,,,,,42.43,56.73,68.47,0.75,0,4,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,47.64
55024,José Beltrán,SS,17,,,,39.69,63.91,25.04,60.96,49.27,44.91,,,,1.38,0,2,Atlanta Bandits Ballpark,TRUE,,28.23,38.77,38.58,,30.32,,30.52,25.04,2B,38.77
56733,Armando González,CL,21,,,,56.57,63.91,,,,,46.12,59.89,64.2,1.56,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,50.64
50167,Pat Coffman,RF,21,,,,47.66,63.9,43.1,59.44,50.65,42.64,,,,0.88,0,3.5,Atlanta Bandits Ballpark,TRUE,,,,,,44.01,,44.36,43.1,RF,44.36
56744,Vladimir Milutinovic,RP,21,,,,57.41,63.88,,,,,48.34,60.62,69.8,1.21,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,53.71
45609,Jordan O'Rourke,CL,18,,,,48.26,63.83,,,,,37.35,56.64,67.4,0.71,0,3.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,44.87
56004,Greg Glassey,1B,21,,,,41.43,63.83,43.07,62.84,43.95,37.59,,,,0.94,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,42.65,,,43.07,DH,43.07
56718,Henry Thompson,CF,22,,,,61.03,63.83,43.63,60.24,60.82,64.32,,,,0.88,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,48.4,57.85,47.69,43.63,CF,57.85
55193,Chris O'Reilly,CF,18,,,,56.5,63.75,26.56,58.98,54.74,58.25,,,,1.19,0,2,Atlanta Bandits Ballpark,TRUE,,29.59,,,,34.58,50.96,34.35,26.56,CF,50.96
56750,Bill Gallagher,RP,18,,,,43.76,63.75,,,,,32.58,55.38,68.6,0.48,0,4,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,41.58
56783,Bob Griffin,RF,18,,,,37.31,63.7,31.3,59.61,45.36,47.67,,,,0.94,0,3,Atlanta Bandits Ballpark,TRUE,,,,,,35.06,,35.04,31.3,LF,35.06
54947,Greg Holmes,SP,17,,,,35.76,63.69,,,,,30.4,64.53,47.32,1.17,0,1.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,33.78
55163,Jeffrey Richards,RP,18,,,,38.55,63.68,,,,,29.59,59.89,68.6,0.9,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,39.34
56769,Jim Bannatyne,RP,22,,,,55.79,63.67,,,,,45.11,58.89,67.6,1.35,0,1.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,50.73
55755,Danny West,C,21,,,,57.7,63.63,41.55,60.5,53.59,32.04,,,,0.94,0,2,Atlanta Bandits Ballpark,TRUE,52.24,,,,,,,41.82,41.55,C,52.24
52158,Ramiro Komatsu,RF,22,,,,46.18,63.61,42.87,60.46,48.68,48.68,,,,0.88,0,2,Atlanta Bandits Ballpark,TRUE,,43.07,,,,44.71,,44.94,42.87,RF,44.94
56756,Mike Rhodes,RP,18,,,,42.66,63.56,,,,,35.34,59.89,69.8,1.19,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,43.96
52116,Anthony Mullins,CF,21,,,,61.62,63.52,37.57,48.84,65.87,46.4,,,,0.56,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,42.82,58.43,42.1,37.57,CF,58.43
55769,Dan Oliva,SP,18,,,,39.39,63.5,,,,,31.63,58.23,73.45,0.79,0,1,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,40
55033,Ricardo Rodríguez,3B,18,,,,38.2,63.49,25.54,60.76,48.06,42.66,,,,1.19,0,1.5,Atlanta Bandits Ballpark,TRUE,,28.14,36.64,37.59,,30.57,,31.33,25.54,3B,37.59
54974,Tom John,CF,17,,,,43.94,63.41,24.55,64.12,54.22,58.8,,,,1.44,0,-2,Atlanta Bandits Ballpark,TRUE,,,,,,32.15,46.76,,24.55,CF,46.76
56001,Bryan Reid,C,18,,,,46.26,63.38,28.8,59.58,51.16,23.98,,,,1.06,0,2.5,Atlanta Bandits Ballpark,TRUE,43.05,,,,,31.69,44.3,31.62,28.8,CF,44.3
55844,Tony Díaz,CL,22,,,,53.19,63.33,,,,,43.62,59.39,69.8,1.62,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,50.16
56777,Tim Lee,CF,17,,,,36.77,63.24,29.55,60.85,52.52,56.25,,,,1,0,1,Atlanta Bandits Ballpark,TRUE,,,,,,35.18,,36.16,29.55,RF,36.16
55162,Tony Davis,3B,17,,,,33.92,63.22,28.04,61.81,47.21,29.77,,,,1.12,0,0,Atlanta Bandits Ballpark,TRUE,,30.12,,,,30.52,,31.54,28.04,RF,31.54
56775,Mark Miller,CL,22,,,,51.22,63.21,,,,,46.89,64.45,53.86,2,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,48.64
55047,Frank Lancaster,2B,17,,,,33,63.08,27.05,62.6,37.68,42.64,,,,1.19,0,-1,Atlanta Bandits Ballpark,TRUE,,,,,,,,30.2,27.05,RF,30.2
56725,Harry Coffman,SP,18,,,,44.06,63.04,,,,,36.16,56.47,71.75,1.02,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,43.28
56822,Nick Green,CF,21,,,,56.62,62.97,41.09,58.92,54.38,47.94,,,,0.94,0,2.5,Atlanta Bandits Ballpark,TRUE,,,,,,43.83,50.81,43.54,41.09,CF,50.81
46151,Ron Howell,RP,22,,,,46.09,62.92,,,,,41.1,59.87,69.8,0.48,0,-1,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,48.27
56799,Paul Smith,SP,18,,,,45.76,62.92,,,,,36.16,54.47,73.85,0.83,0,3,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,43.7
51956,Rick Davis,2B,21,,,,42.44,62.88,40.3,61.29,45.13,38.07,,,,1,0,0,Atlanta Bandits Ballpark,TRUE,,40.66,43.94,,,40.47,,40.59,40.3,2B,43.94
55861,Christian Lewis,RP,21,,,,45.33,62.78,,,,,41.11,60.63,68.6,0.75,0,-1.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,47.98
55183,Sam Chancellor,RP,18,,,,35.23,62.64,,,,,25.34,60.63,69.8,1,0,-2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,36.45
55785,Jeff Winters,2B,22,,,,59.74,62.53,43.36,57.9,54.69,62.83,,,,0.81,0,2,Atlanta Bandits Ballpark,TRUE,,45.5,48.81,,,47.3,54.4,46.58,43.36,CF,54.4
46087,Tim Barnes,CF,18,,,,53.73,62.49,32.85,59.71,55.78,48.66,,,,0.88,0,1,Atlanta Bandits Ballpark,TRUE,,,,,,37.48,50.25,,32.85,CF,50.25
55858,Raúl Flores,CF,20,,,,56.23,62.48,39.34,59.18,54.43,42.65,,,,1.06,0,1.5,Atlanta Bandits Ballpark,TRUE,,,,,,42,51.37,41.4,39.34,CF,51.37
52021,Cris Sánchez,SP,22,,,,51.89,62.4,,,,,45.19,59.25,65.85,1.69,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,49.32
55967,John Gray,CL,21,,,,49.51,62.38,,,,,42.36,57.64,67.25,0.67,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,48.58
56767,Keith Gordon,RF,21,,,,56.26,62.28,41.88,60.01,58.93,60.33,,,,0.94,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,45.97,53.01,46.8,41.88,CF,53.01
55042,Ron Nicholson,CL,18,,,,34.23,62.22,,,,,23.58,61.14,69.8,1.25,0,-3,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,35.14
56007,Bryce McDonald,RP,19,,,,38.21,62.2,,,,,29.84,57.1,69.8,0.46,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,39.83
55943,Miguel Mercado,SP,22,,,,47.57,62.16,,,,,44.19,59.51,53.07,0.71,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,45.97
46238,Jose A van Slyke,RP,21,,,,47.07,62.12,,,,,40.1,56.38,71.55,0.42,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,47.96
55177,Jacob Lee,LF,17,,,,34,62.11,26.07,59.15,46.32,40.37,,,,1.19,0,1,Atlanta Bandits Ballpark,TRUE,,,,,,30.4,,30.67,26.07,RF,30.67
56804,Lou Raymond,CL,21,,,,47.99,62.1,,,,,40.87,56.63,64.65,0.6,0,1.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,46.82
55028,Nick Boyd,RF,17,,,,34.45,62.08,26.3,59.61,50.65,46.69,,,,1.19,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,31.82,,32.16,26.3,RF,32.16
55792,Luis Cuevas,CF,21,,,,59.07,62.03,37.34,51.67,60.45,52.48,,,,0.75,0,4,Atlanta Bandits Ballpark,TRUE,,41.16,,,,41.81,51.75,42,37.34,CF,51.75
55156,Jon Hill,SS,18,,,,35.64,62.01,26.53,62.51,47.18,57.53,,,,1.25,0,-2.5,Atlanta Bandits Ballpark,TRUE,,30.02,,37.48,,32.7,,32.89,26.53,3B,37.48
55772,Bailey Long,SP,18,,,,38.6,62.01,,,,,31.63,56.72,70.7,0.85,0,0.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,39.45
56815,Jim Meyer,SP,19,,,,44.42,61.98,,,,,34.4,52.2,76.1,0.83,0,3,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,42.74
55002,Darwin Edgar,RP,18,,,,37.96,61.97,,,,,29.07,56.89,69.15,0.85,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,39.09
55056,Quentin Holmes,SP,18,,,,36.96,61.97,,,,,27.38,55.47,77.9,0.98,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,37.48
54968,Max Manning,CF,18,,,,52.32,61.92,22.54,51.11,59.32,39.63,,,,-0.06,0,2.5,Atlanta Bandits Ballpark,TRUE,,,,,,29.7,48.82,29.48,22.54,CF,48.82
55991,Ernesto De La Cruz,SP,22,,,,40.32,61.82,,,,,43.19,65.78,40.65,1.17,0,-1,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,42.68
55814,Geoffrey Ruffin,RP,21,,,,47.86,61.8,,,,,41.11,56.37,69.8,0.56,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,48.28
51161,Curt Robinson,CL,22,,,,55.53,61.61,,,,,44.37,54.4,66.7,1.44,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,49.95
55081,Ronald McCann,CF,18,,,,47.17,61.61,26.07,57.47,50.55,63.81,,,,1.12,0,2,Atlanta Bandits Ballpark,TRUE,,,,,,33.51,45.31,33.18,26.07,CF,45.31
50228,Eugene McDonald,CF,19,,,,57.76,61.6,35.26,52.27,60.28,47.46,,,,0.88,0,1,Atlanta Bandits Ballpark,TRUE,,,,,,39.95,53.36,,35.26,CF,53.36
55955,Sammy Tucker,CF,21,,,,56.18,61.6,45.11,60.96,56.6,58.79,,,,1.81,0,-1.5,Atlanta Bandits Ballpark,TRUE,,,,,,48.01,53.58,48.32,45.11,CF,53.58
55809,Ed Hall,SP,22,,,,46.99,61.55,,,,,40.92,56.72,75.03,1.58,0,-1,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,47.74
55125,Innis Underhay,3B,18,,,,37.06,61.54,24.28,59.38,46.5,57.27,,,,0.25,0,0,Atlanta Bandits Ballpark,TRUE,,28.71,36.76,38.38,,30.11,,30.35,24.28,3B,38.38
55888,Ben Eaton,SS,22,,,,58.67,61.51,41.35,54.47,53.72,57,,,,0.69,0,2,Atlanta Bandits Ballpark,TRUE,,43,50.24,48.01,53.41,44.41,49.72,44.34,41.35,SS,53.41
55099,Germán Muñóz,SS,18,,,,38.11,61.49,25.77,59.31,47.49,56.55,,,,1.12,0,0,Atlanta Bandits Ballpark,TRUE,,29.73,39.03,38.85,,31.12,,31.99,25.77,2B,39.03
55979,Bob Foster,RP,22,,,,52.45,61.49,,,,,48.36,60.62,67.4,1.21,0,-3,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,53.12
56760,Edgardo Gonzáles,SP,18,,,,38.54,61.42,,,,,34.65,58.73,61.2,0.77,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,39.96
56734,Jerry Eckermann,RP,22,,,,47.61,61.4,,,,,42.37,56.88,66.12,0.4,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,48.31
55779,Cullen Page,RP,22,,,,51.34,61.33,,,,,41.35,54.39,67.25,1.38,0,1.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,47.83
55762,Lorenzo Morales,SP,22,,,,46.96,61.3,,,,,39.91,55.47,73.45,1.69,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,46.62
55020,Juan Martínez,CL,18,,,,32.77,61.27,,,,,20.05,59.4,61.9,0.25,0,-1,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,30.52
54933,Rob Alexander,SP,17,,,,36.43,61.11,,,,,23.85,51.45,75.8,0.88,0,2.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,34.24
55795,Jesús Rojas,CL,21,,,,51.5,61.09,,,,,42.62,54.13,72.8,0.62,0,0,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,RP,50.16
56002,Steve Stanley,2B,20,,,,45.71,61.03,37.86,58.72,47.26,54.26,,,,1.12,0,0,Atlanta Bandits Ballpark,TRUE,,39.69,46.38,,,39.92,,,37.86,2B,46.38
42764,Kelso Copeland,RF,17,,,,34.79,61.02,27.58,56.71,43.68,39.59,,,,1,0,2,Atlanta Bandits Ballpark,TRUE,,29.32,,,,31.58,,31.51,27.58,LF,31.58
54907,Mark Jackson,SP,17,,,,34.08,60.97,,,,,28.63,62.03,47.65,1.1,0,-0.5,Atlanta Bandits Ballpark,TRUE,,,,,,,,,,SP,32.44
