ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Draft_Age_Adj,Draft_RP_Penalty,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
57769,Jake Henry,RP,21.0,,,,35.51,39.22,,,,,28.89,36.35,57.7,0.0,0.0,1.0,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,36.09
58247,Jared Jurgensmeier,RP,22.0,,,,36.55,41.01,,,,,34.05,41.74,41.12,0.0,0.0,2.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.81
58317,Sean Lusby,2B,20.0,,,,37.97,56.15,28.15,53.57,45.0,45.75,,,,0.81,0.0,0.0,0.3,0.0,Busch Stadium,True,,30.42,38.84,,,,,,28.15,2B,38.84
58326,Phil Coffey,CF,21.0,,,,47.74,56.34,32.1,51.02,52.15,37.53,,,,0.44,0.0,-0.5,0.9,0.0,Busch Stadium,True,,33.16,,,,36.32,47.94,36.21,32.1,CF,47.94
58331,B.J. Ryan,RP,21.0,,,,37.12,44.11,,,,,32.61,42.76,61.45,0.0,0.0,0.0,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,39.82
58334,Jaime Giordano,CF,21.0,,,,34.69,46.56,27.16,46.08,44.52,42.54,,,,0.5,0.0,1.0,0.9,0.0,Busch Stadium,True,,29.21,,,,31.32,,31.97,27.16,RF,31.97
58351,Zackary Hunter Redd,RP,21.0,,,,34.02,37.0,,,,,28.89,36.38,45.4,0.0,0.0,1.0,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,33.01
58372,Zackary Hodges,RP,21.0,,,,34.15,38.76,,,,,29.35,39.77,39.15,0.0,0.0,2.5,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,31.8
58438,Mike Lantrip,RP,21.0,,,,32.86,34.76,,,,,26.64,32.64,44.55,0.0,0.0,0.0,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,31.11
58473,Joe Herman,SP,21.0,,,,32.44,37.69,,,,,30.57,43.98,32.38,0.0,0.0,-0.5,0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,28.43
58516,Jeremy Zaruba,SP,20.0,,,,31.23,34.04,,,,,21.89,31.9,45.62,0.0,0.0,0.5,0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,24.14
58550,Mike Anderson,RP,19.0,,,,33.86,42.32,,,,,28.32,44.73,56.35,0.0,0.0,-0.5,-0.3,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.33
58554,C.J. Loza,SP,19.0,,,,31.85,32.94,,,,,21.89,25.89,56.52,0.0,0.0,-1.5,-0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,28.82
58699,Danny Troutt,SP,20.0,,,,33.07,41.1,,,,,21.89,38.27,58.75,0.0,0.0,1.0,0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,29.27
58704,David Arriola,SP,20.0,,,,30.49,35.01,,,,,23.41,39.55,40.43,0.0,0.0,0.0,0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,21.82
58719,Jeff Justen,LF,20.0,,,,32.36,39.25,24.97,40.82,47.15,19.89,,,,0.0,0.0,0.5,0.3,0.0,Busch Stadium,True,,,,,,27.79,,,24.97,LF,27.79
58772,Ben Greene,C,21.0,,,,44.65,55.52,25.2,48.98,48.25,31.57,,,,0.69,0.0,3.5,0.9,0.0,Busch Stadium,True,41.65,,,,,,,,25.2,C,41.65
58802,Ben Connell,RP,21.0,,,,33.68,38.79,,,,,29.8,41.74,45.41,0.0,0.0,-0.5,0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,33.71
58837,Rob Zollars,SP,21.0,,,,36.8,49.12,,,,,30.82,45.25,62.25,0.21,0.0,0.0,0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,37.1
58849,Robby Moore,SP,21.0,,,,29.68,32.39,,,,,23.39,36.09,34.55,0.0,0.0,-3.0,0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,20.62
58855,A.J. Quillen,RF,20.0,,,,34.65,48.79,29.59,50.54,50.4,47.25,,,,0.62,0.0,-1.5,0.3,0.0,Busch Stadium,True,,,,,,34.1,,34.85,29.59,RF,34.85
58869,Chris Pryor,SP,20.0,,,,43.94,60.08,,,,,34.06,49.04,70.28,0.6,0.0,4.0,0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,41.3
59005,Chris Onson,RP,19.0,,,,34.32,49.26,,,,,24.39,45.77,68.38,0.0,0.0,0.5,-0.3,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.38
59700,Jim Lindner,SP,21.0,,,,42.55,61.73,,,,,38.76,58.17,63.5,0.94,0.0,-0.5,0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,43.71
59718,Kevin Horn,SP,20.0,,,,32.61,42.52,,,,,25.36,45.52,41.5,0.42,0.0,0.0,0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,28.59
60012,Curt Roberts,SP,19.0,,,,32.88,42.44,,,,,23.63,42.25,57.25,0.0,0.0,0.0,-0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,30.35
60022,Bob Phillips,SP,19.0,,,,31.62,37.45,,,,,26.6,42.76,38.97,0.0,0.0,-2.5,-0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,29.08
60049,Chris Snoke,SP,19.0,,,,29.65,34.65,,,,,21.65,41.55,39.25,0.0,0.0,-1.5,-0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,20.17
60603,Kevon Woolfork,RP,20.0,,,,33.1,39.72,,,,,26.64,42.01,53.49,0.0,0.0,-1.0,0.3,-2.0,Busch Stadium,True,,,,,,,,,,RP,33.35
60637,Phil Reardon,RP,23.0,,,,34.68,36.58,,,,,34.02,38.72,39.29,0.0,0.0,-0.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.34
60639,Kevin Antonini,SP,21.0,,,,31.32,33.38,,,,,27.32,34.97,42.4,0.0,0.0,-1.0,0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,25.34
60658,Brad Goodrich,2B,23.0,,,,59.36,67.3,52.05,67.43,42.05,45.48,,,,1.75,0.0,1.5,1.5,0.0,Busch Stadium,True,,50.42,49.12,,,49.61,,,52.05,DH,52.05
60704,Damani Inyang,RP,22.0,,,,39.15,41.33,,,,,37.31,40.51,50.08,0.0,0.0,1.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,40.5
60708,Kevin Law,SP,23.0,,,,36.29,40.57,,,,,35.57,42.76,37.05,0.0,0.0,0.0,1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,35.87
60709,noah St. Hubert,RP,22.0,,,,36.9,44.63,,,,,30.37,41.53,56.35,0.0,0.0,2.0,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,36.87
60713,Rogelio Bocanegra,RP,22.0,,,,35.92,40.51,,,,,30.09,38.52,46.65,0.0,0.0,3.0,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,34.23
60714,Terrell Hariston,RP,19.0,,,,34.67,40.0,,,,,33.09,43.99,51.23,0.0,0.0,-1.0,-0.3,-2.0,Busch Stadium,True,,,,,,,,,,RP,37.62
60726,Eric Watson,SP,19.0,,,,34.77,48.69,,,,,29.82,48.74,48.12,0.35,0.0,1.0,-0.3,0.0,Busch Stadium,True,,,,,,,,,,SP,33.48
60743,T.J. Baker,SP,22.0,,,,32.16,34.4,,,,,24.11,31.3,36.1,0.0,0.0,0.0,1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,26.51
60747,Domingo Toro,RP,22.0,,,,35.04,40.17,,,,,31.86,42.01,46.74,0.0,0.0,0.0,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.58
60761,Nehemiah Zacharie,SP,22.0,,,,32.72,34.3,,,,,27.84,32.75,44.17,0.0,0.0,-0.5,1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,28.61
60767,Juan Vera,RP,23.0,,,,36.65,40.62,,,,,35.54,42.48,41.25,0.0,0.0,1.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,36.97
60785,Josh Williams,RP,22.0,,,,32.87,34.58,,,,,31.8,37.24,30.8,0.0,0.0,-1.0,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,31.55
60797,Kevin Barnes,RP,22.0,,,,32.57,33.88,,,,,26.64,31.12,40.9,0.0,0.0,-0.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,30.2
60818,Chris Harbor,RP,22.0,,,,34.69,39.73,,,,,32.07,42.49,37.28,0.0,0.0,1.5,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,33.37
60823,Kevin Norton,RP,22.0,,,,33.63,36.19,,,,,30.09,37.04,47.7,0.0,0.0,-2.0,1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,34.49
60852,Josh Ahearn,SP,17.0,,,,33.7,57.6,,,,,28.06,57.86,68.98,0.92,0.0,-1.0,-1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,33.74
60853,Chris Dupuis,SP,18.0,,,,33.6,45.94,,,,,25.39,45.76,52.2,0.56,0.0,1.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,30.75
60854,Luis Gracia,SP,18.0,,,,31.86,43.57,,,,,22.63,45.76,56.0,-0.35,0.0,-1.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,29.3
60855,Greg Thacker,SS,18.0,,,,35.86,45.48,23.71,45.0,52.58,42.29,,,,-0.44,0.0,0.0,-0.9,0.0,Busch Stadium,True,,27.67,37.96,37.6,,,,,23.71,2B,37.96
60856,Edgar Cardosa,SP,18.0,,,,32.7,42.84,,,,,23.63,43.28,45.35,0.0,0.0,2.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,27.97
60857,Jorge Flores,SP,18.0,,,,33.84,46.01,,,,,23.84,43.49,51.55,0.5,0.0,3.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,29.38
60858,Steve Muller,RP,18.0,,,,33.4,50.72,,,,,24.37,49.24,61.35,-0.29,0.0,1.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,33.62
60859,Truman Lush,3B,17.0,,,,36.31,52.23,22.46,49.8,46.02,33.56,,,,-0.12,0.0,2.5,-1.5,0.0,Busch Stadium,True,,25.57,,36.53,,26.15,,26.79,22.46,3B,36.53
60860,Josh Brunnhof,RP,18.0,,,,31.68,36.21,,,,,24.39,38.72,44.36,0.0,0.0,0.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,29.38
60861,Ajani Nickleberry,CL,18.0,,,,32.68,60.46,,,,,25.59,65.18,64.2,1.17,0.0,-4.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,35.24
60862,Josh Farrens,RP,18.0,,,,33.68,45.63,,,,,28.59,49.72,60.19,0.52,0.0,-2.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,36.49
60863,Ron Crisman,RP,17.0,,,,33.44,54.1,,,,,24.37,51.97,57.58,-0.17,0.0,2.5,-1.5,-2.0,Busch Stadium,True,,,,,,,,,,RP,32.67
60864,Nate Jackson,SP,17.0,,,,32.17,45.86,,,,,21.63,45.76,52.45,-0.27,0.0,2.0,-1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,27.79
60865,Chris Hinz,C,18.0,,,,37.55,47.65,21.47,45.63,43.0,22.13,,,,-0.31,0.0,4.0,-0.9,0.0,Busch Stadium,True,36.57,,,,,,,,21.47,C,36.57
60866,Jeff Meier,LF,18.0,,,,33.7,60.68,26.86,56.69,44.91,26.12,,,,1.06,0.0,2.5,-0.9,0.0,Busch Stadium,True,,,,,,29.49,,29.5,26.86,RF,29.5
60867,Jonathan Sumner,SP,18.0,,,,33.4,43.9,,,,,29.3,48.19,42.6,0.35,0.0,0.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,31.96
60868,Dan Stangl,C,18.0,,,,41.76,49.72,25.15,49.76,43.61,26.12,,,,0.75,0.0,1.0,-0.9,0.0,Busch Stadium,True,43.47,,,,,,,26.87,25.15,C,43.47
60869,Dave Swartz,LF,19.0,,,,31.51,43.05,22.64,45.77,41.8,29.35,,,,-0.31,0.0,0.0,-0.3,0.0,Busch Stadium,True,,,,,,25.86,,26.5,22.64,RF,26.5
60870,Jon Minick,1B,18.0,,,,31.28,42.64,23.63,46.53,37.39,35.54,,,,-0.38,0.0,-0.5,-0.9,0.0,Busch Stadium,True,,,,,,26.88,,,23.63,LF,26.88
60871,Jon Ramsey,RF,18.0,,,,34.02,56.18,26.14,53.3,54.27,36.57,,,,0.88,0.0,1.5,-0.9,0.0,Busch Stadium,True,,,,,,31.38,,31.42,26.14,RF,31.42
60872,Jon Maddox,RF,18.0,,,,30.45,39.6,22.72,45.44,41.65,24.12,,,,-0.38,0.0,-2.5,-0.9,0.0,Busch Stadium,True,,,,,,25.7,,,22.72,LF,25.7
60873,Joe Assell,SS,18.0,,,,40.32,48.93,25.91,47.83,60.19,36.06,,,,0.62,0.0,-3.5,-0.9,0.0,Busch Stadium,True,,29.93,41.59,42.88,46.63,,,,25.91,SS,46.63
60874,Bobby Oliveri,SP,18.0,,,,32.93,41.35,,,,,27.6,45.25,43.15,0.4,0.0,0.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,30.71
60875,Humberto Romo,SP,17.0,,,,31.07,39.93,,,,,24.39,46.52,48.5,-0.35,0.0,-3.0,-1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,29.21
60876,Jeremy Paukner,SP,18.0,,,,30.94,33.57,,,,,19.89,29.88,41.7,0.0,0.0,0.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,24.26
60877,Danny Byrne,CF,18.0,,,,45.07,58.19,27.84,54.53,52.2,54.44,,,,0.88,0.0,2.0,-0.9,0.0,Busch Stadium,True,,,,,,34.03,45.07,34.26,27.84,CF,45.07
60878,Mike Pedersen,3B,18.0,,,,34.05,40.12,24.97,45.31,45.25,30.1,,,,0.5,0.0,-2.0,-0.9,0.0,Busch Stadium,True,,27.03,,35.36,,,,,24.97,3B,35.36
60879,Jerry Miller,SP,18.0,,,,32.47,39.92,,,,,22.63,39.49,48.57,0.0,0.0,2.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,27.82
60880,Chris Campbell,SP,17.0,,,,34.15,47.75,,,,,29.36,49.5,45.92,0.52,0.0,1.5,-1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,32.67
60881,Ken Wilder,RF,18.0,,,,36.43,67.14,29.6,69.41,48.02,55.2,,,,1.44,0.0,1.5,-0.9,0.0,Busch Stadium,True,,32.02,,,,35.31,,35.58,29.6,RF,35.58
60882,Josh Fintak,C,17.0,,,,43.83,63.0,26.4,62.48,54.25,25.86,,,,1.25,0.0,0.5,-1.5,0.0,Busch Stadium,True,45.87,,,,,,,,26.4,C,45.87
60883,Jorge Puente,CF,18.0,,,,42.89,58.84,27.47,57.16,52.36,45.78,,,,1.06,0.0,0.0,-0.9,0.0,Busch Stadium,True,,,,,,33.04,45.18,32.89,27.47,CF,45.18
60884,Shamar Straughter,2B,18.0,,,,37.22,46.85,24.66,46.89,58.12,40.78,,,,0.62,0.0,0.0,-0.9,0.0,Busch Stadium,True,,29.3,39.14,,,,,,24.66,2B,39.14
60885,Sergio Morales,1B,18.0,,,,29.87,44.87,22.91,50.3,0.0,34.31,,,,-0.12,0.0,-2.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,22.91,DH,22.91
60886,Chris Darensburg,SP,17.0,,,,32.39,45.43,,,,,23.84,47.98,57.1,0.69,0.0,-1.0,-1.5,0.0,Busch Stadium,True,,,,,,,,,,SP,30.49
60887,Tim Barkley,3B,18.0,,,,35.95,59.63,27.88,58.49,44.66,24.12,,,,1.0,0.0,-0.5,-0.9,0.0,Busch Stadium,True,,29.5,35.43,37.2,,29.04,,,27.88,3B,37.2
60888,Josh Phillips,RP,18.0,,,,32.75,47.86,,,,,24.37,49.51,58.46,-0.29,0.0,0.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,32.9
60889,Josh Kliewer,2B,18.0,,,,34.89,42.19,24.97,45.99,45.1,45.02,,,,0.56,0.0,-1.0,-0.9,0.0,Busch Stadium,True,,28.07,36.1,36.11,,29.47,,,24.97,3B,36.11
60890,Sean Selleck,SP,18.0,,,,31.23,41.01,,,,,23.39,46.28,39.8,-0.33,0.0,-0.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,26.67
60891,Devin Norbert,RP,18.0,,,,42.71,67.1,,,,,34.02,68.84,68.6,1.42,0.0,4.0,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,42.67
60892,Eddie Copas,SP,18.0,,,,32.04,39.72,,,,,24.84,43.03,48.3,0.0,0.0,-1.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,29.53
60893,Mike Webster,CL,18.0,,,,41.41,63.43,,,,,34.3,60.13,65.85,1.19,0.0,3.5,-0.9,-2.0,Busch Stadium,True,,,,,,,,,,RP,42.19
60894,Damani Timothee,SP,18.0,,,,32.48,42.97,,,,,26.06,47.19,42.75,0.46,0.0,0.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,29.4
60895,Jon Mohney,SP,18.0,,,,32.59,41.91,,,,,23.63,43.25,63.8,0.5,0.0,-2.0,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,31.66
60896,Keyon Lankford,C,17.0,,,,37.26,42.28,21.47,44.99,47.43,26.11,,,,0.0,0.0,0.5,-1.5,0.0,Busch Stadium,True,39.92,,,,,25.52,,26.13,21.47,C,39.92
60897,Josh Buchanan,SP,18.0,,,,33.33,45.46,,,,,26.12,47.0,45.6,0.62,0.0,1.5,-0.9,0.0,Busch Stadium,True,,,,,,,,,,SP,30.02
60898,Jon Olson,CF,18.0,,,,47.43,57.36,25.91,49.13,56.2,51.97,,,,0.69,0.0,2.0,-0.9,0.0,Busch Stadium,True,,,,,,33.12,46.81,33.02,25.91,CF,46.81
