ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Draft_Age_Adj,Draft_RP_Penalty,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
138208,Blaze McCurdy,RP,21.0,,,,33.96,38.06,,,,,28.25,38.0,44.75,0.0,0.0,1.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,32.38
138223,Curt Thomas,RP,21.0,,,,32.58,35.81,,,,,28.0,37.75,37.28,0.0,0.0,0.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,30.32
138231,Jacob Peña,SP,21.0,,,,29.95,35.18,,,,,22.75,42.25,38.3,0.0,0.0,0.5,0.9,0.0,N/A,False,,,,,,,,,,SP,18.36
138236,Clay Zimmerman,SP,21.0,,,,33.52,38.68,,,,,27.75,39.25,45.52,0.0,0.0,-0.5,0.9,0.0,N/A,False,,,,,,,,,,SP,31.31
138245,Storm Hirsch,RP,21.0,,,,32.67,39.97,,,,,28.75,46.5,46.75,0.33,0.0,-3.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,33.25
138249,Adolf Herring,SP,21.0,,,,32.57,41.69,,,,,27.25,46.75,44.75,0.56,0.0,-3.0,0.9,0.0,N/A,False,,,,,,,,,,SP,30.75
138250,Jeremiah Currie,RP,20.0,,,,31.89,36.57,,,,,23.75,38.0,48.15,0.0,0.0,-1.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,29.85
138251,Carter Blaize,RP,21.0,,,,31.93,35.88,,,,,26.75,39.25,41.3,0.0,0.0,-2.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,30.39
138256,Felix Guay,RP,21.0,,,,33.17,39.8,,,,,27.5,42.75,39.23,0.0,0.0,1.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,30.43
138271,Max Pisano,RP,21.0,,,,33.05,36.01,,,,,30.0,38.5,36.48,0.0,0.0,0.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,31.62
138277,Brayden Gresham,RP,21.0,,,,33.77,40.99,,,,,29.25,44.25,39.9,0.0,0.0,1.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,31.91
138278,Ben Kalish,SP,21.0,,,,31.26,35.33,,,,,22.75,36.0,39.75,0.0,0.0,3.0,0.9,0.0,N/A,False,,,,,,,,,,SP,21.15
138280,Alfonso Kent,SP,22.0,,,,32.67,39.47,,,,,24.5,40.0,41.92,0.0,0.0,0.0,1.5,0.0,N/A,False,,,,,,,,,,SP,27.98
138563,Rick Kelly,RP,21.0,,,,34.41,37.32,,,,,32.5,39.5,46.0,0.0,0.0,-1.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,35.88
138567,Rocky McCleary,RP,21.0,,,,35.68,43.05,,,,,35.0,47.25,52.58,0.0,0.0,-2.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,39.39
138633,Tibalt Shocklee,RP,22.0,,,,32.39,33.97,,,,,28.25,33.75,33.92,0.0,0.0,-0.5,1.5,-2.0,N/A,False,,,,,,,,,,RP,29.67
138670,Eric Ubarri,RP,21.0,,,,31.98,33.93,,,,,26.75,33.75,39.9,0.0,0.0,-1.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,30.04
138688,Stew Dodd,SP,22.0,,,,32.57,33.8,,,,,30.5,34.5,31.45,0.0,0.0,-3.0,1.5,0.0,N/A,False,,,,,,,,,,SP,30.69
138756,Peyton Ambrose,CF,21.0,,,,46.37,52.95,33.5,46.25,51.17,42.0,,,,0.12,0.0,-0.5,0.9,0.0,N/A,False,,,,,,36.94,47.41,36.6,33.5,CF,47.41
138797,Rusty Soloviev,RP,20.0,,,,32.81,37.48,,,,,28.0,40.5,40.3,0.0,0.0,0.5,0.3,-2.0,N/A,False,,,,,,,,,,RP,31.07
138804,Rhys Woods,SP,21.0,,,,34.39,43.47,,,,,31.75,47.25,45.65,0.29,0.0,0.5,0.9,0.0,N/A,False,,,,,,,,,,SP,32.03
138811,Gerald Boyd,SP,21.0,,,,35.18,41.8,,,,,32.25,43.5,43.3,0.0,0.0,0.0,0.9,0.0,N/A,False,,,,,,,,,,SP,34.46
138822,John Lewis,LF,20.0,,,,33.02,40.74,27.25,43.0,45.0,29.5,,,,0.0,0.0,0.0,0.3,0.0,N/A,False,,,,,,30.14,,,27.25,LF,30.14
138824,Noel Jabbour,SP,21.0,,,,32.42,37.69,,,,,25.5,39.0,37.3,0.0,0.0,0.0,0.9,0.0,N/A,False,,,,,,,,,,SP,27.86
138844,Case Colby,RP,21.0,,,,31.3,33.76,,,,,26.0,35.5,35.12,0.0,0.0,-2.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,28.28
138859,Graysen High,SP,21.0,,,,30.49,33.05,,,,,21.0,31.5,32.05,0.0,0.0,-2.0,0.9,0.0,N/A,False,,,,,,,,,,SP,23.21
138881,Dee Lotz,RP,20.0,,,,31.56,35.14,,,,,23.75,36.0,39.9,0.0,0.0,0.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,27.79
138894,Jack Palumbo,SP,21.0,,,,31.72,34.15,,,,,23.0,31.25,48.95,0.0,0.0,2.5,0.9,0.0,N/A,False,,,,,,,,,,SP,23.19
138897,Blake Delia,SP,21.0,,,,36.65,44.04,,,,,34.5,45.0,46.93,0.08,0.0,0.0,0.9,0.0,N/A,False,,,,,,,,,,SP,36.98
138900,Naldo Mejia,RP,21.0,,,,32.25,35.9,,,,,24.5,35.75,41.98,0.0,0.0,0.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,28.87
138914,Matt LeBrun,SP,20.0,,,,32.65,38.16,,,,,23.0,36.5,43.62,0.0,0.0,2.0,0.3,0.0,N/A,False,,,,,,,,,,SP,27.12
138915,Caleb Becker,RP,21.0,,,,32.87,37.34,,,,,28.0,40.0,40.58,0.0,0.0,0.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,31.14
138941,Robbie Pianca,SP,21.0,,,,33.29,37.4,,,,,31.25,41.25,38.7,0.0,0.0,-2.5,0.9,0.0,N/A,False,,,,,,,,,,SP,32.74
138959,Sal Sauder,SP,20.0,,,,31.6,34.7,,,,,21.75,32.0,39.98,0.0,0.0,0.5,0.3,0.0,N/A,False,,,,,,,,,,SP,25.4
138992,Dan Vogelsang,RP,22.0,,,,34.44,38.43,,,,,32.25,41.25,40.58,0.0,0.0,0.0,1.5,-2.0,N/A,False,,,,,,,,,,RP,34.33
139070,Brent Mitchell,SP,20.0,,,,32.35,37.68,,,,,26.0,39.75,44.75,0.0,0.0,-1.5,0.3,0.0,N/A,False,,,,,,,,,,SP,29.75
139089,Zander Carty,1B,19.0,,,,31.38,40.41,25.75,43.25,0.0,30.75,,,,0.0,0.0,0.0,-0.3,0.0,N/A,False,,,,,,,,,25.75,DH,25.75
139120,Adair Carter,RP,20.0,,,,31.44,36.46,,,,,22.25,38.25,42.68,0.0,0.0,0.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,27.36
139158,Miles McCallum,LF,20.0,,,,30.36,35.82,23.75,38.75,0.0,32.75,,,,0.0,0.0,-2.5,0.3,0.0,N/A,False,,,,,,,,,23.75,DH,23.75
139191,Fidel Medina,RP,20.0,,,,32.22,37.73,,,,,22.25,37.5,44.75,0.0,0.0,2.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,27.88
139201,Isaiah Boland,SP,20.0,,,,30.12,33.44,,,,,22.75,36.5,45.07,0.0,0.0,-2.0,0.3,0.0,N/A,False,,,,,,,,,,SP,22.21
139227,Tim Kuhlmann,RP,19.0,,,,32.5,37.66,,,,,28.0,42.0,41.25,0.0,0.0,0.0,-0.3,-2.0,N/A,False,,,,,,,,,,RP,31.31
139237,Markus Dugan,RP,19.0,,,,33.95,41.43,,,,,26.75,41.75,53.96,0.0,0.0,1.5,-0.3,-2.0,N/A,False,,,,,,,,,,RP,33.55
139376,Noel Swenty,C,20.0,,,,36.26,38.71,24.25,38.75,43.12,26.25,,,,0.0,0.0,-1.5,0.3,0.0,N/A,False,38.52,,,,,27.07,,,24.25,C,38.52
139692,Joey Gallaway,SP,21.0,,,,33.77,37.67,,,,,29.5,38.5,39.15,0.0,0.0,0.0,0.9,0.0,N/A,False,,,,,,,,,,SP,31.43
139696,Ledley Roberts,SP,22.0,,,,33.6,36.26,,,,,29.0,35.75,36.1,0.0,0.0,0.0,1.5,0.0,N/A,False,,,,,,,,,,SP,30.42
139716,George Richter,C,21.0,,,,44.29,48.44,31.5,40.5,48.0,32.5,,,,0.0,0.0,2.0,0.9,0.0,N/A,False,39.6,,,,,34.08,43.58,34.52,31.5,CF,43.58
139722,Trevor Davis,CF,21.0,,,,43.87,56.19,36.0,57.0,53.5,45.0,,,,0.94,0.0,-4.0,0.9,0.0,N/A,False,,,,,,39.41,48.31,,36.0,CF,48.31
139748,Victor Partin,RP,21.0,,,,32.81,35.75,,,,,27.5,36.25,39.34,0.0,0.0,0.5,0.9,-2.0,N/A,False,,,,,,,,,,RP,30.46
139768,Pimento Escobedo,SP,20.0,,,,37.26,42.65,,,,,35.5,43.25,48.65,0.0,0.0,0.5,0.3,0.0,N/A,False,,,,,,,,,,SP,38.13
139770,Josiah Roberts,LF,21.0,,,,32.51,37.24,29.75,41.0,39.25,29.25,,,,0.0,0.0,-3.0,0.9,0.0,N/A,False,,,,,,31.12,,,29.75,LF,31.12
139789,Brayden Sain,SP,21.0,,,,33.36,37.25,,,,,30.5,40.0,45.08,0.0,0.0,2.0,0.9,0.0,N/A,False,,,,,,,,,,SP,28.42
139797,Joseph Taylor,RF,21.0,,,,34.85,41.11,30.75,42.75,45.25,31.5,,,,0.0,0.0,0.0,0.9,0.0,N/A,False,,31.51,,,,33.3,,33.79,30.75,RF,33.79
139801,Wiley Giles,RP,21.0,,,,35.39,39.06,,,,,32.5,40.0,41.98,0.0,0.0,2.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,34.87
139808,Joshua Vargas,SP,21.0,,,,33.48,39.08,,,,,30.75,43.0,35.6,0.0,0.0,1.5,0.9,0.0,N/A,False,,,,,,,,,,SP,29.22
139875,Vince Stucker,RP,20.0,,,,33.25,40.85,,,,,23.75,40.25,43.73,0.0,0.0,4.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,28.74
139947,Gunther Purcell,SP,20.0,,,,30.86,35.29,,,,,26.25,41.25,36.35,0.0,0.0,0.0,0.3,0.0,N/A,False,,,,,,,,,,SP,23.27
140020,Jarryd Womack,RP,19.0,,,,31.39,35.51,,,,,23.75,37.75,39.9,0.0,0.0,0.0,-0.3,-2.0,N/A,False,,,,,,,,,,RP,27.79
140104,Roger Sorto,SP,20.0,,,,30.94,33.91,,,,,25.0,36.0,42.75,0.0,0.0,0.0,0.3,0.0,N/A,False,,,,,,,,,,SP,23.55
140155,Carl Brooks,SP,19.0,,,,29.53,31.18,,,,,21.0,29.75,36.33,0.0,0.0,-1.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,19.07
140160,Gage Renfro,SP,19.0,,,,30.41,36.3,,,,,22.75,42.25,44.42,0.0,0.0,0.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,22.09
140176,Tony Novak,SP,18.0,,,,33.92,49.22,,,,,27.75,49.5,42.0,0.48,0.0,2.5,-0.9,0.0,N/A,False,,,,,,,,,,SP,30.6
140184,Ulysses Day,RF,18.0,,,,32.97,45.5,25.0,48.25,50.17,33.0,,,,0.69,0.0,0.0,-0.9,0.0,N/A,False,,27.6,,,,29.1,,30.53,25.0,RF,30.53
140185,Tris Peterson,CF,18.0,,,,48.24,59.32,26.0,55.0,53.83,55.5,,,,1.0,0.0,1.5,-0.9,0.0,N/A,False,,,,,,33.19,47.46,32.62,26.0,CF,47.46
140220,Carter Lovejoy,RP,19.0,,,,30.35,33.64,,,,,20.0,34.0,37.28,0.0,0.0,-0.5,-0.3,-2.0,N/A,False,,,,,,,,,,RP,24.32
140225,Caleb Studwell,2B,19.0,,,,35.33,42.1,23.0,41.0,48.0,56.75,,,,0.0,0.0,0.0,-0.3,0.0,N/A,False,,,,35.94,,,,,23.0,3B,35.94
140228,Nicholas Ridlon,SP,18.0,,,,31.02,36.65,,,,,21.0,38.25,43.85,0.0,0.0,-0.5,-0.9,0.0,N/A,False,,,,,,,,,,SP,25.57
140240,Danny Lyon,RP,18.0,,,,31.13,37.7,,,,,20.0,40.0,39.9,0.0,0.0,2.5,-0.9,-2.0,N/A,False,,,,,,,,,,RP,24.98
140244,Lucas Quick,SP,19.0,,,,30.48,32.31,,,,,20.0,28.0,41.78,0.0,0.0,0.5,-0.3,0.0,N/A,False,,,,,,,,,,SP,21.86
140248,Ian Klausmeyer,RP,19.0,,,,32.27,39.73,,,,,25.75,44.25,45.24,0.0,0.0,0.0,-0.3,-2.0,N/A,False,,,,,,,,,,RP,30.62
140278,Dan Newell,SP,19.0,,,,33.1,45.65,,,,,24.5,45.0,48.77,-0.42,0.0,2.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,29.36
140290,Liam Lacey,RP,18.0,,,,31.47,37.36,,,,,24.5,42.25,43.16,0.0,0.0,-0.5,-0.9,-2.0,N/A,False,,,,,,,,,,RP,29.17
140377,Eli Franco,RP,19.0,,,,32.08,39.26,,,,,24.5,43.0,46.74,0.0,0.0,0.0,-0.3,-2.0,N/A,False,,,,,,,,,,RP,30.06
140433,J.T. Johnson,RP,19.0,,,,30.47,33.39,,,,,21.5,34.0,30.74,0.0,0.0,0.5,-0.3,-2.0,N/A,False,,,,,,,,,,RP,23.81
140446,Jose Calvillo,SP,18.0,,,,32.87,43.51,,,,,26.25,46.75,41.8,0.56,0.0,1.0,-0.9,0.0,N/A,False,,,,,,,,,,SP,29.36
140476,Stewie Beil,SP,19.0,,,,30.54,33.52,,,,,21.75,33.5,36.1,0.0,0.0,0.5,-0.3,0.0,N/A,False,,,,,,,,,,SP,22.12
140480,Leo Maxwell,SP,19.0,,,,30.68,38.48,,,,,21.75,44.0,41.25,0.0,0.0,0.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,23.15
140741,Lee Wold,RF,21.0,,,,36.6,47.29,29.75,44.25,49.38,45.0,,,,0.25,0.0,2.5,0.9,0.0,N/A,False,,,,,,34.2,,34.24,29.75,RF,34.24
140746,Ryan Minnehan,SP,20.0,,,,34.59,38.56,,,,,29.5,37.75,38.75,0.0,0.0,2.5,0.3,0.0,N/A,False,,,,,,,,,,SP,31.35
140756,Zach Jett,SP,21.0,,,,31.53,32.78,,,,,28.25,33.0,39.92,0.0,0.0,-0.5,0.9,0.0,N/A,False,,,,,,,,,,SP,25.59
140784,Brody Carlson,RP,23.0,,,,35.79,39.21,,,,,38.25,45.5,35.78,0.38,0.0,-1.0,1.5,-2.0,N/A,False,,,,,,,,,,RP,37.63
140788,Anthony Landini,CF,20.0,,,,47.57,54.83,29.25,43.25,54.5,60.75,,,,0.0,0.0,0.0,0.3,0.0,N/A,False,,,,,,35.93,48.38,,29.25,CF,48.38
140794,Elwood French,3B,21.0,,,,38.06,41.88,32.25,41.25,46.38,43.75,,,,0.0,0.0,0.5,0.9,0.0,N/A,False,,33.7,38.69,,,35.91,,36.29,32.25,2B,38.69
140813,Nelson Bishop,RP,20.0,,,,32.57,37.39,,,,,28.75,42.0,45.3,0.0,0.0,-2.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,32.89
140827,Danny Fura,LF,21.0,,,,35.66,39.69,32.25,39.25,40.0,31.75,,,,0.0,0.0,2.0,0.9,0.0,N/A,False,,,,,,33.36,,,32.25,LF,33.36
140880,Creed Williams,SP,22.0,,,,33.46,35.5,,,,,28.25,33.75,42.35,0.0,0.0,-1.0,1.5,0.0,N/A,False,,,,,,,,,,SP,31.07
140884,Dominic Elm,SP,21.0,,,,33.43,37.92,,,,,30.0,40.5,40.42,0.0,0.0,1.0,0.9,0.0,N/A,False,,,,,,,,,,SP,29.59
140903,Simon Hall,RP,23.0,,,,33.11,36.42,,,,,28.25,37.5,39.9,0.0,0.0,0.0,1.5,-2.0,N/A,False,,,,,,,,,,RP,31.16
140919,Sean Vanek,RP,21.0,,,,33.13,36.35,,,,,30.25,39.25,40.58,0.0,0.0,-1.0,0.9,-2.0,N/A,False,,,,,,,,,,RP,32.83
140939,Raymond Livingston,RP,22.0,,,,35.81,38.21,,,,,32.75,37.75,39.9,0.0,0.0,2.5,1.5,-2.0,N/A,False,,,,,,,,,,RP,34.54
140973,Charlie Eller,CF,21.0,,,,34.07,37.44,31.0,39.25,47.75,37.0,,,,0.0,0.0,-2.0,0.9,0.0,N/A,False,,,,,,34.11,,,31.0,LF,34.11
141006,Chris Huff,RP,20.0,,,,32.91,38.91,,,,,28.25,43.0,42.62,0.0,0.0,0.0,0.3,-2.0,N/A,False,,,,,,,,,,RP,31.84
141009,Alex Wilson,SP,21.0,,,,33.09,35.01,,,,,29.0,34.5,32.6,0.0,0.0,0.0,0.9,0.0,N/A,False,,,,,,,,,,SP,29.72
141022,Enrique Annoni,SP,19.0,,,,32.69,37.27,,,,,25.5,37.25,37.2,0.0,0.0,2.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,27.84
141104,Gabe Adams,SP,19.0,,,,31.75,36.01,,,,,25.0,37.75,34.95,0.0,0.0,0.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,26.99
141164,Kaiden Chirimar,SP,20.0,,,,35.02,42.15,,,,,34.0,46.25,41.92,0.15,0.0,-1.0,0.3,0.0,N/A,False,,,,,,,,,,SP,35.59
141239,Usher Morgan,RP,22.0,,,,33.32,36.31,,,,,31.5,39.75,36.4,0.0,0.0,-1.0,1.5,-2.0,N/A,False,,,,,,,,,,RP,32.73
141266,Rhys Judd,RP,22.0,,,,33.38,36.06,,,,,32.25,39.75,42.68,0.0,0.0,-3.0,1.5,-2.0,N/A,False,,,,,,,,,,RP,34.86
141322,Jaxson Love,RP,23.0,,,,30.9,31.36,,,,,24.5,26.75,33.3,0.0,0.0,-2.5,1.5,-2.0,N/A,False,,,,,,,,,,RP,26.7
141323,Aidan Goodenow,RP,19.0,,,,33.18,39.96,,,,,29.0,45.0,44.0,0.42,0.0,0.0,-0.3,-2.0,N/A,False,,,,,,,,,,RP,32.75
141327,Troy Li,SP,19.0,,,,30.1,34.26,,,,,21.0,37.25,37.25,0.0,0.0,-1.0,-0.3,0.0,N/A,False,,,,,,,,,,SP,21.75
