ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
791,Tanner Chapman,RP,19.0,Fresno College Emissaries,Fresno College Emissaries,COL,32.89,36.97,,,,,28.75,40.42,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,31.09
999,Guillermo Espiñol,SS,22.0,Arlen Longhorns,Chihuahua División del Norte,AA,60.14,59.52,44.25,45.5,54.58,38.5,,,1.06,3.0,2.0,N/A,False,,44.44,48.85,,51.48,45.44,51.6,45.06,44.25,CF,51.6
1017,Felipe Fernández,C,23.0,San Antonio Blizzard,Colorado Peaks,AAA,56.59,55.56,49.75,50.75,46.5,34.5,,,1.06,3.0,-2.5,N/A,False,52.66,47.81,,,,,,,49.75,C,52.66
1037,Daniel Elbiguel,C,16.0,Des Moines HS Golden Knights,Des Moines HS Golden Knights,HS,39.34,45.35,32.0,47.25,46.25,22.25,,,0.25,0.0,0.0,N/A,False,41.49,,,,,,,,32.0,C,41.49
1040,Bernardo Esquivel,RF,16.0,Northwood HS Jackals,Northwood HS Jackals,HS,37.52,59.78,34.5,54.75,45.75,29.75,,,1.06,0.0,2.5,N/A,False,,,,,,35.75,,35.68,34.5,LF,35.75
1049,Jorge González,SP,22.0,Washington Patriots,Washington Patriots,ML,60.05,63.74,,,,,48.5,66.4,1.48,2.5,1.5,N/A,False,,,,,,,,,,SP,52.08
1050,Arturo Marés,1B,16.0,Northwood HS Jackals,Northwood HS Jackals,HS,35.11,56.0,32.5,52.75,40.0,42.0,,,0.5,0.0,1.0,N/A,False,,33.73,,,,,,,32.5,1B,33.73
1066,Jesús Pantoja,SP,22.0,,,,34.71,37.45,,,,,36.0,63.02,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,36.41
1380,José Sánchez,SP,28.0,,,,46.77,45.27,,,,,45.0,48.45,1.0,0.0,1.5,N/A,False,,,,,,,,,,SP,45.69
1381,José Torres,3B,16.0,Northwood HS Jackals,Northwood HS Jackals,HS,41.96,54.12,36.25,53.75,50.85,30.25,,,0.88,0.0,-3.0,N/A,False,43.65,37.73,,46.64,,36.66,,37.71,36.25,3B,46.64
1384,Jesús Soto,C,22.0,Spreckelsville Sharks,New Orleans Crawdaddy's,AA,49.8,55.68,44.75,50.5,47.5,23.0,,,1.31,3.0,0.0,N/A,False,45.59,,,,,,,,44.75,C,45.59
1417,Enrique Valenzuela,RP,17.0,Northwood HS Jackals,Northwood HS Jackals,HS,29.28,30.84,,,,,26.5,31.5,0.0,0.0,1.5,N/A,False,,,,,,,,,,SP,15.0
1439,Ángel Serrano,RP,16.0,Northwood HS Jackals,Northwood HS Jackals,HS,28.27,30.22,,,,,25.5,35.9,0.0,0.0,-4.5,N/A,False,,,,,,,,,,SP,15.08
1443,Bernardo Cortéz,RP,37.0,,,,47.49,47.04,,,,,51.5,33.3,0.27,0.0,0.5,N/A,False,,,,,,,,,,SP,47.86
1450,Don Johnston,C,25.0,Somerville Fluff,San Diego Groot,AAA,58.75,58.1,50.5,52.5,50.38,22.0,,,1.12,1.5,-2.0,N/A,False,55.55,48.12,,,,,,,50.5,C,55.55
1452,Norm Cook,3B,26.0,,,,51.76,50.97,44.75,46.0,51.88,47.0,,,1.06,0.0,-0.5,N/A,False,,46.39,46.89,50.38,,,,44.49,44.75,3B,50.38
1455,Jorge Rocha,RP,17.0,Northwood HS Jackals,Northwood HS Jackals,HS,30.41,32.03,,,,,29.25,44.4,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,24.78
1464,Eduardo García,SP,17.0,Northwood HS Jackals,Northwood HS Jackals,HS,34.53,42.17,,,,,30.0,51.0,0.33,0.0,-0.5,N/A,False,,,,,,,,,,SP,34.2
1473,Miguel Reyes,C,22.0,Fresno Eagles,Antelope Valley Raptors,A,47.46,48.78,38.75,41.75,56.5,47.5,,,0.0,-2.5,-0.5,N/A,False,51.61,,,,,,,,38.75,C,51.61
1480,Pedro Martínez,LF,16.0,Montgomery HS Steeds,Montgomery HS Steeds,HS,33.21,42.78,29.25,45.75,40.0,31.75,,,0.31,0.0,-0.5,N/A,False,,,,,,,,31.11,29.25,RF,31.11
1485,José Garza,LF,17.0,Montgomery HS Steeds,Montgomery HS Steeds,HS,36.83,60.65,35.75,60.75,41.5,38.5,,,1.25,0.0,-2.5,N/A,False,,36.21,39.51,,,36.96,,,35.75,2B,39.51
1488,Héctor Vega,RF,22.0,,,,36.99,47.19,31.25,44.5,52.88,41.75,,,0.0,0.0,2.5,N/A,False,,,,,,35.07,,36.01,31.25,RF,36.01
1497,Manuel Cruz,2B,22.0,,,,42.86,53.03,32.25,45.0,51.15,49.75,,,0.0,0.0,1.5,N/A,False,,34.6,43.56,43.81,,36.4,,36.81,32.25,3B,43.81
1498,Sergio Prado,RP,16.0,Montgomery HS Steeds,Montgomery HS Steeds,HS,29.71,33.17,,,,,28.25,40.7,0.4,0.0,0.0,N/A,False,,,,,,,,,,SP,18.24
1503,Ernesto Ríos,2B,23.0,Aberdeen Ironbirds,Arizona Diamond Scorchers,A-,57.49,58.65,42.25,46.5,59.07,59.75,,,0.19,-3.0,0.0,N/A,False,,44.3,53.9,49.76,57.8,46.44,55.64,45.61,42.25,SS,57.8
1505,Fernando Ruíz,C,22.0,San Diego Red Wings,Washington Patriots,A-,43.11,48.39,30.25,45.75,53.25,28.75,,,0.25,-3.0,2.0,N/A,False,46.27,,,,,,,,30.25,C,46.27
1513,Manuel Rivera,RF,16.0,Atlanta HS Snarl,Atlanta HS Snarl,HS,37.13,54.29,34.5,52.5,47.5,45.5,,,0.88,0.0,0.0,N/A,False,,,,,,37.25,,37.85,34.5,RF,37.85
1520,Francisco Silva,C,22.0,Bridgetown Rum Runners,Norfolk Atlantics,A,41.67,43.14,43.25,49.75,45.58,23.75,,,0.31,-2.5,-2.5,N/A,False,48.92,,,42.61,,,,40.81,43.25,C,48.92
1527,Dave Hall,RP,18.0,Fresno College Emissaries,Fresno College Emissaries,COL,35.01,42.98,,,,,29.0,54.1,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,34.02
1532,Franklin Haas,CF,14.0,Paradise HS Sentinels,Paradise HS Sentinels,HS,36.41,50.0,33.0,48.5,42.5,47.0,,,0.25,0.0,1.5,N/A,False,,,,,,35.83,,,33.0,LF,35.83
1537,Carlos Valenzuela,CF,16.0,Atlanta HS Snarl,Atlanta HS Snarl,HS,47.23,55.27,26.75,42.5,54.88,59.25,,,0.0,0.0,-2.0,N/A,False,,,37.54,,,34.72,50.48,34.54,26.75,CF,50.48
1544,Luis Bravo,C,22.0,Atlanta Farthings,Appalachian Black Bears,A,36.22,45.0,38.75,49.0,0.0,29.75,,,0.5,-2.5,0.5,N/A,False,,,,,,,,,38.75,DH,38.75
1552,Gabriel Montés,RP,16.0,Atlanta HS Snarl,Atlanta HS Snarl,HS,29.25,31.65,,,,,27.75,30.82,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,18.37
1565,Brian Larson,RP,15.0,Paradise HS Sentinels,Paradise HS Sentinels,HS,30.61,37.78,,,,,26.5,40.95,0.71,0.0,0.0,N/A,False,,,,,,,,,,SP,21.89
1576,Pancho Martínez,2B,22.0,Springfield Isotopes,Chihuahua División del Norte,A-,39.89,46.09,39.5,52.25,47.25,48.0,,,0.56,-3.0,-1.5,N/A,False,,40.67,46.31,,,40.72,,,39.5,2B,46.31
1577,Domingo Escobar,RP,22.0,Caprica Buccaneers,Philadelphia Hornets,A,34.03,35.94,,,,,41.0,37.35,0.15,0.0,2.5,N/A,False,,,,,,,,,,SP,30.27
1584,Dani Anaya,SP,16.0,Atlanta HS Snarl,Atlanta HS Snarl,HS,34.94,42.12,,,,,32.5,37.3,0.42,0.0,1.0,N/A,False,,,,,,,,,,SP,33.46
1593,Jorge Ocampo,RP,22.0,,,,30.31,32.35,,,,,30.75,41.35,0.0,0.0,-1.5,N/A,False,,,,,,,,,,SP,22.87
1596,Jorge Mercado,C,32.0,,,,56.62,55.34,51.75,51.75,49.5,42.5,,,1.0,0.0,1.5,N/A,False,49.71,,,,,,,,51.75,DH,51.75
1621,Joaquín Pérez,SP,16.0,Atlanta HS Snarl,Atlanta HS Snarl,HS,36.15,45.45,,,,,35.25,42.6,0.42,0.0,0.0,N/A,False,,,,,,,,,,SP,36.72
1624,Mauro Aguilera,2B,16.0,Toledo HS Sea Dogs,Toledo HS Sea Dogs,HS,37.94,60.0,31.25,57.5,41.08,51.25,,,0.81,0.0,0.0,N/A,False,,33.33,39.1,,,34.11,,,31.25,2B,39.1
1625,David Suárez,RP,24.0,Queensland Dingos,Appalachian Black Bears,AA,37.0,38.54,,,,,33.0,52.3,0.0,1.67,0.0,N/A,False,,,,,,,,,,SP,36.86
1627,Nelson Garza,C,22.0,Kingston Norse,Halifax Privateers,A,38.38,40.0,36.25,46.0,42.75,52.0,,,0.5,-2.5,-1.0,N/A,False,43.51,37.41,,,,,,,36.25,C,43.51
1628,Fernando Morales,1B,23.0,Hudson Valley Renegades,Hudson Valley Renegades,ML,57.0,61.44,50.25,56.25,39.25,35.5,,,1.31,3.0,0.0,N/A,False,,,,,,47.12,,,50.25,DH,50.25
1629,Edgar Valle,C,16.0,Toledo HS Sea Dogs,Toledo HS Sea Dogs,HS,36.44,40.22,32.25,46.25,44.5,27.5,,,0.19,0.0,-3.5,N/A,False,40.94,32.89,,,,,,34.06,32.25,C,40.94
1631,Pablo Borges,C,16.0,Toledo HS Sea Dogs,Toledo HS Sea Dogs,HS,32.71,41.95,29.25,45.0,37.5,25.25,,,0.0,0.0,-0.5,N/A,False,,,,,,30.09,,,29.25,LF,30.09
1649,Juan Castro,RP,16.0,Toledo HS Sea Dogs,Toledo HS Sea Dogs,HS,28.9,30.68,,,,,27.25,30.82,0.0,0.0,-3.5,N/A,False,,,,,,,,,,SP,17.96
1670,Carlos Guzmán,RP,16.0,Toledo HS Sea Dogs,Toledo HS Sea Dogs,HS,32.29,36.66,,,,,26.5,45.92,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,30.39
1679,Jake Horton,RP,25.0,Arlen Longhorns,Chihuahua División del Norte,AA,47.7,48.23,,,,,42.0,51.3,0.9,0.0,4.0,N/A,False,,,,,,,,,,SP,43.86
1681,Matt Thomas,1B,23.0,,,,34.88,45.0,32.75,45.5,43.0,22.25,,,0.0,0.0,1.5,N/A,False,,33.25,,,,,,,32.75,1B,33.25
1685,Victor Cooper,DH,24.0,Spreckelsville Sharks,New Orleans Crawdaddy's,AA,42.15,47.69,44.5,48.75,43.0,35.75,,,0.19,0.0,0.0,N/A,False,,,,,,,,43.4,44.5,DH,44.5
1687,Iván Ríos,RP,23.0,Moose Jaw Rumrunners,Brick Barracudas,AA,42.16,43.55,,,,,42.0,52.95,1.0,2.5,-3.0,N/A,False,,,,,,,,,,SP,44.19
1713,Carlos Soto,C,17.0,Tampa HS Loggers,Tampa HS Loggers,HS,40.58,44.67,28.5,43.0,43.08,29.75,,,0.0,0.0,-1.0,N/A,False,44.14,29.71,,,,,,30.12,28.5,C,44.14
1727,Pete Lee,RP,32.0,Philadelphia Hornets,Philadelphia Hornets,ML,39.38,38.56,,,,,49.5,35.77,1.02,-3.0,2.0,N/A,False,,,,,,,,,,SP,41.76
1732,Salvador López,LF,24.0,Queensland Dingos,Appalachian Black Bears,AA,39.62,39.57,46.0,47.0,48.62,21.25,,,1.06,0.0,-5.0,N/A,False,,,,,,43.86,,43.98,46.0,DH,46.0
1733,Chris Hall,RP,14.0,Paradise HS Sentinels,Paradise HS Sentinels,HS,29.68,33.05,,,,,29.0,29.1,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,21.52
1739,Jesús Martínez,RP,16.0,Tampa HS Loggers,Tampa HS Loggers,HS,30.39,33.18,,,,,27.0,40.35,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,24.67
1743,José Marrero,SS,16.0,Chilhowie HS Pillagers,Chilhowie HS Pillagers,HS,38.42,45.1,28.25,41.25,48.83,43.0,,,0.0,0.0,0.0,N/A,False,,31.26,,40.57,,,,31.71,28.25,3B,40.57
1754,José Morales,RF,22.0,,,,40.07,46.79,37.0,44.5,53.25,51.75,,,0.0,0.0,0.5,N/A,False,,,,40.89,,41.14,,42.08,37.0,RF,42.08
1756,Jorge Montalvo,RP,16.0,Chilhowie HS Pillagers,Chilhowie HS Pillagers,HS,31.61,37.33,,,,,26.25,28.65,0.0,0.0,2.0,N/A,False,,,,,,,,,,SP,24.23
1757,Ken Townsend,RP,35.0,Warminster Warriors,Brick Barracudas,AAA,40.97,39.98,,,,,47.25,38.4,1.06,-3.0,2.5,N/A,False,,,,,,,,,,SP,42.98
1766,Román Chacón,RP,16.0,Chilhowie HS Pillagers,Chilhowie HS Pillagers,HS,31.13,36.17,,,,,33.5,33.35,0.58,0.0,0.5,N/A,False,,,,,,,,,,SP,23.47
1769,Lorenzo Correa,RF,23.0,,,,35.78,43.68,32.0,44.0,51.88,23.75,,,0.0,0.0,2.0,N/A,False,,,,,,33.84,,34.48,32.0,RF,34.48
1771,Javier Flores,SP,17.0,Chilhowie HS Pillagers,Chilhowie HS Pillagers,HS,31.96,37.16,,,,,26.5,53.35,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,29.37
1778,César Quintana,RP,17.0,Chilhowie HS Pillagers,Chilhowie HS Pillagers,HS,35.85,44.4,,,,,31.0,45.3,0.25,0.0,2.5,N/A,False,,,,,,,,,,SP,33.86
1796,José Rivera,3B,16.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,43.72,55.29,32.75,47.5,52.17,46.25,,,0.19,0.0,1.5,N/A,False,,35.85,,44.34,,,,35.56,32.75,3B,44.34
1797,Luis Rosales,1B,41.0,,,,54.65,53.13,47.75,47.75,0.0,32.75,,,1.0,0.0,4.0,N/A,False,,,,,,,,,47.75,DH,47.75
1811,Miguel Jiménez,2B,22.0,Queens Mutiny,Halifax Privateers,A-,45.71,52.81,28.75,42.25,57.21,47.75,,,0.0,-3.0,-1.0,N/A,False,,32.33,46.51,42.19,51.5,34.48,46.6,34.21,28.75,SS,51.5
1812,Francisco Trinidad,3B,25.0,Kalmar Unionists,Philadelphia Hornets,AA,42.36,43.68,45.75,48.0,47.5,40.0,,,1.12,-2.0,0.0,N/A,False,,45.59,,,,,,45.51,45.75,DH,45.75
1829,Germán Benítez,SP,24.0,New Providence Cannons,Norfolk Atlantics,AA,46.96,48.31,,,,,39.75,54.2,0.0,1.67,4.0,N/A,False,,,,,,,,,,SP,42.64
1830,Alberto Bruno,C,23.0,Mojave Mustangs,Antelope Valley Raptors,A-,44.05,47.03,35.5,45.75,51.12,29.75,,,0.5,-3.0,-2.0,N/A,False,50.79,,,,,,,36.27,35.5,C,50.79
1844,Guillermo Carranza,CF,16.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,35.86,50.97,31.25,48.5,48.0,36.0,,,0.31,0.0,2.0,N/A,False,,,,,,34.16,,34.31,31.25,RF,34.31
1848,Manny Morales,C,16.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,36.8,45.71,31.25,47.0,39.25,26.0,,,0.25,0.0,0.5,N/A,False,37.46,,,,,,,31.74,31.25,C,37.46
1862,Clarence Hughes,LF,24.0,Rockport Tridents,Halifax Privateers,AA,44.32,43.08,46.0,46.0,54.5,23.5,,,1.0,0.0,-0.5,N/A,False,,,,,,,,45.02,46.0,DH,46.0
1863,Javier Medina,RP,16.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,30.49,33.44,,,,,28.0,41.1,0.0,0.0,1.5,N/A,False,,,,,,,,,,SP,20.62
1865,Steve Brown,RP,35.0,Somerville Fluff,San Diego Groot,AAA,41.6,40.51,,,,,50.25,31.8,1.1,-3.0,-0.5,N/A,False,,,,,,,,,,SP,46.56
1870,Phillip Tolbert,RP,14.0,Paradise HS Sentinels,Paradise HS Sentinels,HS,30.14,33.81,,,,,25.5,33.6,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,19.62
1872,Mario Castillo,RP,17.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,28.44,29.75,,,,,23.5,31.8,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,12.66
1876,José De Los Santos,RP,16.0,Pittsburgh HS Bombers,Pittsburgh HS Bombers,HS,29.2,31.74,,,,,25.5,30.82,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,19.07
1879,Raúl Revas,CF,16.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,45.86,56.62,35.0,54.25,52.33,40.75,,,0.94,0.0,0.0,N/A,False,,,,,,38.05,46.66,38.28,35.0,CF,46.66
1885,Carlos Hernández,CF,17.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,49.46,57.47,30.25,49.0,55.0,44.0,,,0.38,0.0,2.0,N/A,False,,,,,,35.26,47.35,,30.25,CF,47.35
1890,Alfredo Andrés,LF,17.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,34.1,47.69,31.5,48.25,39.0,32.0,,,0.31,0.0,0.5,N/A,False,,32.27,,,,,,,31.5,1B,32.27
1900,Ralph Adams,RP,35.0,,,,38.62,37.83,,,,,46.75,29.32,1.06,0.0,1.5,N/A,False,,,,,,,,,,SP,38.27
1918,Jorge Fernández,C,24.0,Chihuahua División del Norte,Chihuahua División del Norte,ML,61.33,61.61,44.75,46.5,48.75,40.0,,,0.06,3.0,0.5,N/A,False,55.54,43.74,,,,,,,44.75,C,55.54
1921,Enrico Cabrera,RP,36.0,,,,43.78,42.59,,,,,49.5,32.4,1.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,46.08
1923,José Avilés,RP,16.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,29.72,32.12,,,,,27.5,35.9,0.0,0.0,-0.5,N/A,False,,,,,,,,,,SP,19.18
1925,Edgardo Oyarzabal,LF,24.0,Long Island Spuds,San Diego Groot,A,40.69,40.69,43.75,43.75,48.0,20.0,,,0.0,-3.0,2.5,N/A,False,,,,,,,,42.01,43.75,DH,43.75
1984,Armando Palma,RP,23.0,Queensland Dingos,Appalachian Black Bears,AA,30.37,32.44,,,,,33.25,35.1,0.0,2.5,-2.0,N/A,False,,,,,,,,,,SP,21.12
2000,José González,2B,23.0,Long Island Spuds,San Diego Groot,A,55.41,58.1,41.5,50.25,53.15,67.25,,,0.38,-3.0,1.5,N/A,False,,44.04,51.73,48.41,54.43,,,43.93,41.5,SS,54.43
2005,Francisco González,RP,16.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,29.51,32.46,,,,,27.25,36.9,0.0,0.0,3.5,N/A,False,,,,,,,,,,SP,14.18
2015,Javier Mortigo,RP,16.0,Hillsborough HS Marshals,Hillsborough HS Marshals,HS,31.53,33.88,,,,,25.5,42.9,0.0,0.0,-0.5,N/A,False,,,,,,,,,,SP,26.48
2023,Pedro Benítez,CF,16.0,Newark HS Bluffers,Newark HS Bluffers,HS,34.03,42.14,30.5,46.5,49.62,46.5,,,0.25,0.0,-2.5,N/A,False,,,,,,34.76,,35.17,30.5,RF,35.17
2029,Marcos Colón,1B,16.0,Newark HS Bluffers,Newark HS Bluffers,HS,35.02,53.91,33.5,52.25,38.0,46.5,,,0.44,0.0,0.0,N/A,False,,34.6,,,,,,,33.5,1B,34.6
2037,Darrel Wiley,CL,25.0,San Antonio Blizzard,Colorado Peaks,AAA,32.86,34.06,27.5,30.5,0.0,21.75,,,0.0,1.5,1.0,N/A,False,,,,,,,,,27.5,DH,27.5
2043,Jesús Maganda,LF,23.0,Amsterdam Rugmakers,Atlanta Black Crackers,AA,44.97,53.91,41.0,48.25,52.38,39.0,,,0.38,2.0,2.0,N/A,False,,,,,,42.41,,42.6,41.0,RF,42.6
2058,Mike Fleming,SP,24.0,Long Island Spuds,San Diego Groot,A,36.29,38.88,,,,,34.25,57.35,0.0,-3.0,1.5,N/A,False,,,,,,,,,,SP,38.87
2069,Jorge Gutiérrez,1B,16.0,Newark HS Bluffers,Newark HS Bluffers,HS,40.59,51.43,35.0,50.75,46.94,33.25,,,0.81,0.0,0.0,N/A,False,,36.11,,42.34,,36.06,,36.48,35.0,3B,42.34
2080,Ken Carr,2B,24.0,Antelope Valley Raptors,Antelope Valley Raptors,ML,59.55,58.57,53.0,53.0,43.25,45.25,,,1.0,3.0,0.0,N/A,False,,52.01,,,,,,50.2,53.0,DH,53.0
2098,Sancho Feliciano,RF,23.0,Caprica Buccaneers,Philadelphia Hornets,A,50.44,52.67,41.25,46.0,65.0,60.25,,,0.19,-3.0,-2.0,N/A,False,,,,,,46.71,55.04,47.31,41.25,CF,55.04
2107,Mark Coleman,RP,31.0,New Orleans Crawdaddy's,New Orleans Crawdaddy's,ML,49.0,47.11,,,,,51.25,49.5,1.08,-3.0,0.5,N/A,False,,,,,,,,,,SP,50.9
2112,Edgar García,C,16.0,Newark HS Bluffers,Newark HS Bluffers,HS,34.46,38.37,29.75,42.5,38.25,22.75,,,0.0,0.0,-2.0,N/A,False,35.88,,,,,,,30.21,29.75,C,35.88
2147,Chris Kaufman,RF,25.0,Kalmar Unionists,Philadelphia Hornets,AA,42.78,41.69,46.75,46.75,46.62,36.25,,,1.0,-2.0,-0.5,N/A,False,,,,,,45.55,,45.81,46.75,DH,46.75
2159,Tomás Soto,RP,16.0,Newark HS Bluffers,Newark HS Bluffers,HS,33.26,39.21,,,,,36.25,47.85,0.5,0.0,-0.5,N/A,False,,,,,,,,,,SP,31.07
2168,Juan Vega,1B,16.0,Staten Island HS Explorers,Staten Island HS Explorers,HS,33.11,39.57,31.5,44.0,38.0,42.25,,,0.0,0.0,-2.0,N/A,False,,32.69,,,,,,,31.5,1B,32.69
2169,Dale Shannon,DH,25.0,Arizona Diamond Scorchers,Arizona Diamond Scorchers,ML,59.27,59.91,53.25,55.0,55.12,49.5,,,1.06,2.4,0.0,N/A,False,,,,,,53.18,,53.14,53.25,DH,53.25
2175,Geoffrey Achurch,C,27.0,Mexico City Diablos Rojos,Atlanta Black Crackers,AAA,47.01,45.48,50.5,50.5,55.75,23.75,,,1.0,-1.5,-4.0,N/A,False,52.84,,,,,,,,50.5,C,52.84
2199,Nelson López,SS,16.0,Staten Island HS Explorers,Staten Island HS Explorers,HS,37.52,44.0,31.5,45.75,50.25,30.5,,,0.19,0.0,-2.0,N/A,False,,,38.6,41.12,,,,,31.5,3B,41.12
2200,Billy Lawrence,LF,14.0,Augusta-Richmond County HS Archers,Augusta-Richmond County HS Archers,HS,33.48,48.57,28.75,46.75,0.0,24.0,,,0.38,0.0,2.5,N/A,False,,,,,,,,,28.75,DH,28.75
2203,Edgar Rojas,1B,16.0,Staten Island HS Explorers,Staten Island HS Explorers,HS,33.51,44.66,31.5,46.75,0.0,25.25,,,0.19,0.0,0.0,N/A,False,,,,,,,,,31.5,DH,31.5
2210,Roy Nelson,SP,18.0,Fresno College Emissaries,Fresno College Emissaries,COL,32.41,37.8,,,,,27.25,42.12,0.0,0.0,-1.5,N/A,False,,,,,,,,,,SP,30.23
2217,Jaime Castro,CF,24.0,Puget Sound Northmen,Washington Patriots,AAA,63.83,63.52,49.25,51.0,57.25,74.0,,,1.06,3.0,0.0,N/A,False,,50.46,,,,53.34,58.78,53.04,49.25,CF,58.78
2229,Martín Andrade,RP,16.0,Staten Island HS Explorers,Staten Island HS Explorers,HS,31.41,34.49,,,,,32.25,36.25,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,23.05
2231,Miguel Carrillo,RP,23.0,Amsterdam Rugmakers,Atlanta Black Crackers,AA,38.68,47.29,,,,,36.25,57.55,0.4,2.5,2.5,N/A,False,,,,,,,,,,SP,35.51
2232,José García,1B,23.0,Portland Blue Devils,Washington Patriots,AA,44.91,57.22,45.0,53.25,39.0,21.5,,,0.44,2.0,-0.5,N/A,False,,43.23,,,,,,,45.0,DH,45.0
2234,Víctor López,3B,23.0,,,,52.14,57.39,36.25,43.75,55.85,58.0,,,0.0,0.0,2.0,N/A,False,,39.81,46.08,49.15,,40.34,,41.01,36.25,3B,49.15
2235,Ramón Rodríguez,RP,22.0,Marine Park Lupines,Hudson Valley Renegades,A-,35.86,39.94,,,,,36.25,45.65,0.0,-3.0,1.5,N/A,False,,,,,,,,,,SP,38.13
