ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
28567,Tucker Weston,SP,36.0,Washington Nationals,Washington Nationals,ML,48.45,46.59,,,,,49.83,48.57,1.1,-3.0,1.5,SAHL Ballpark,True,,,,,,,,,,SP,49.58
28732,Donnie Walker,C,39.0,,,,44.83,43.53,46.37,46.37,42.09,28.51,,,1.0,0.0,-0.5,SAHL Ballpark,True,45.92,44.84,,,,,,43.52,46.37,DH,46.37
28742,Gary Strickland,SP,37.0,Jacksonville Biscuits,Jacksonville Biscuits,IND,47.87,47.59,,,,,46.12,36.45,0.17,0.0,4.5,SAHL Ballpark,True,,,,,,,,,,SP,44.19
28915,Aaron Bruns,RP,37.0,Milwaukee Milkmen,Milwaukee Milkmen,IND,36.96,36.96,,,,,39.69,38.58,0.0,0.0,-1.0,SAHL Ballpark,True,,,,,,,,,,SP,39.47
29050,David Betancourt,SP,37.0,Long Island Ducks,Long Island Ducks,IND,49.15,47.07,,,,,49.86,42.43,1.19,0.0,0.0,SAHL Ballpark,True,,,,,,,,,,SP,48.38
29115,Kwang-sik Kim,SP,39.0,,,,36.58,36.58,,,,,40.42,37.6,0.0,0.0,0.5,SAHL Ballpark,True,,,,,,,,,,SP,37.36
29116,Armando Salazar,1B,38.0,Atlanta Braves,Atlanta Braves,ML,49.06,47.29,52.01,52.01,46.19,52.46,,,1.0,-3.0,-0.5,SAHL Ballpark,True,,51.13,48.64,,,51.71,,51.41,52.01,DH,52.01
29278,Jun-suk Kil,RF,38.0,,,,47.68,46.08,45.74,45.74,42.32,31.1,,,1.0,0.0,2.0,SAHL Ballpark,True,,44.24,41.43,,,44.35,,44.27,45.74,DH,45.74
29310,Ramon Maestas,SP,38.0,KIA Tigers,KIA Tigers,INT,42.55,41.37,,,,,49.34,37.35,1.1,0.0,-3.0,SAHL Ballpark,True,,,,,,,,,,SP,46.94
29390,Kyung-woon Sim,SP,37.0,KIA Tigers,KIA Tigers,INT,42.54,42.45,,,,,45.38,43.25,0.08,0.0,0.0,SAHL Ballpark,True,,,,,,,,,,SP,44.95
29422,Kun-woo Lee,1B,40.0,2939,2939,INT,53.51,51.85,48.0,48.0,44.28,55.61,,,1.0,0.0,2.5,SAHL Ballpark,True,,47.68,,,,48.49,,48.41,48.0,LF,48.49
29613,Yoshiyasu Nogami,RP,37.0,Hanshinn Tigers,Hanshinn Tigers,INT,37.13,37.13,,,,,38.95,35.32,0.0,0.0,0.5,SAHL Ballpark,True,,,,,,,,,,SP,38.23
29621,Nobuhisa Okamoto,1B,37.0,Chicago White Sox,Chicago White Sox,ML,58.99,56.83,58.42,58.42,42.8,72.23,,,2.0,-3.0,-1.0,SAHL Ballpark,True,,57.67,53.61,,,57.0,,,58.42,DH,58.42
29623,Takamitsu Matsuki,SP,37.0,Chunnichi Dragons,Chunnichi Dragons,INT,38.63,38.63,,,,,43.16,41.6,0.0,0.0,-2.0,SAHL Ballpark,True,,,,,,,,,,SP,42.85
29638,Yasunao Oshita,LF,36.0,Orrix Buffaloes,Orrix Buffaloes,INT,55.55,55.55,42.93,42.93,54.08,56.16,,,0.0,0.0,2.0,SAHL Ballpark,True,,,,,,45.8,51.4,45.92,42.93,CF,51.4
29946,Luis Mendoza,1B,37.0,Yomiurri Giants,Yomiurri Giants,INT,51.0,49.06,43.51,43.51,44.33,63.42,,,1.0,0.0,3.5,SAHL Ballpark,True,,44.55,46.02,,,,,,43.51,2B,46.02
29954,Pk Parks,SP,37.0,,,,42.86,42.86,,,,,42.41,39.45,0.0,0.0,3.5,SAHL Ballpark,True,,,,,,,,,,SP,41.82
29972,Bobby Gagne,RF,37.0,Nagasaki Zebras,Hanshinn Tigers,AAA,55.26,53.82,55.69,55.69,53.62,49.35,,,1.0,-3.0,-0.5,SAHL Ballpark,True,,,,,,54.89,,54.59,55.69,DH,55.69
29973,Aaron Rau,2B,36.0,Saranac Lake Surge,Saranac Lake Surge,IND,50.72,50.72,42.25,42.25,55.34,64.15,,,0.0,0.0,-1.0,SAHL Ballpark,True,,45.12,51.37,49.95,,,,45.12,42.25,2B,51.37
29984,Cache Hacker,3B,37.0,Charleston Dirty Birds,Charleston Dirty Birds,IND,54.98,53.5,46.04,46.04,52.24,49.35,,,1.0,0.0,2.0,SAHL Ballpark,True,,47.2,48.68,49.98,,,,46.57,46.04,3B,49.98
29993,Fernando Acevedo,SP,36.0,,,,39.16,39.16,,,,,38.69,42.83,0.0,0.0,2.0,SAHL Ballpark,True,,,,,,,,,,SP,39.52
30032,Sam Williams,SS,36.0,,,,52.22,52.22,40.3,40.3,59.66,44.77,,,0.0,0.0,0.5,SAHL Ballpark,True,,43.39,50.46,50.7,,,,41.43,40.3,3B,50.7
30034,Larry Lovelass,SP,36.0,,,,47.45,47.31,,,,,45.38,43.6,0.08,0.0,3.5,SAHL Ballpark,True,,,,,,,,,,SP,45.02
30046,Jim Arcese,RF,36.0,Hanshinn Tigers,Hanshinn Tigers,INT,59.52,58.54,47.41,47.41,58.15,66.67,,,1.0,0.0,1.5,SAHL Ballpark,True,,,,,,51.01,54.47,51.09,47.41,CF,54.47
30083,John Plummer,RF,37.0,Nakagawa Hounds,Tohoku Rakutten Golden Eagles,AAA,60.77,59.91,55.9,55.9,52.5,31.28,,,1.0,-3.0,4.5,SAHL Ballpark,True,,,,,,52.84,,53.02,55.9,DH,55.9
30107,John Surrena,SP,36.0,York Revolution,York Revolution,IND,48.88,47.04,,,,,46.38,46.25,1.06,0.0,2.0,SAHL Ballpark,True,,,,,,,,,,SP,46.35
30126,Joel Lundgren,1B,37.0,Saittama Seibu Lions,Saittama Seibu Lions,INT,50.49,48.57,50.19,50.19,48.12,53.91,,,1.0,0.0,-1.0,SAHL Ballpark,True,,,,,,50.25,,,50.19,LF,50.25
30154,Tommy MacKinnon,RP,36.0,High Point Rockers,High Point Rockers,IND,44.8,44.8,,,,,41.91,44.15,0.0,0.0,4.5,SAHL Ballpark,True,,,,,,,,,,SP,42.36
30211,Nick Anderson,2B,36.0,Southern Maryland Blue Crabs,Southern Maryland Blue Crabs,IND,48.18,48.18,41.19,41.19,53.34,49.53,,,0.0,0.0,0.5,SAHL Ballpark,True,,43.48,48.53,48.01,,42.73,,43.29,41.19,2B,48.53
30224,Bill Young,2B,37.0,Fargo-Moorhead RedHawks,Fargo-Moorhead RedHawks,IND,48.44,48.44,43.3,43.3,48.75,45.17,,,0.0,0.0,1.0,SAHL Ballpark,True,,43.87,47.81,48.18,,43.26,,44.07,43.3,3B,48.18
30277,Bruce Walks,SP,37.0,,,,45.56,44.11,,,,,46.6,35.28,1.06,0.0,2.0,SAHL Ballpark,True,,,,,,,,,,SP,44.33
30310,Mitch Faulkner,SP,36.0,Virginia Beach Patriots,Virginia Beach Patriots,IND,38.94,38.94,,,,,43.13,43.72,0.0,0.0,-2.0,SAHL Ballpark,True,,,,,,,,,,SP,43.25
30329,Larry Oakes,1B,36.0,Sakura Lobos,Saittama Seibu Lions,AAA,47.22,45.67,44.45,44.45,54.28,54.57,,,1.0,-3.0,-1.0,SAHL Ballpark,True,,47.01,47.92,51.47,,,,45.28,44.45,3B,51.47
30334,Terrence Taylor,2B,36.0,York Revolution,York Revolution,IND,58.65,57.58,48.74,48.74,56.86,63.97,,,1.0,0.0,-1.0,SAHL Ballpark,True,,51.53,56.07,55.21,,,,48.26,48.74,2B,56.07
30362,Adam Merrill,SP,37.0,Saranac Lake Surge,Saranac Lake Surge,IND,42.78,42.62,,,,,47.12,44.52,0.15,0.0,-1.5,SAHL Ballpark,True,,,,,,,,,,SP,46.6
30381,Sean Simmons,SP,37.0,York Revolution,York Revolution,IND,44.82,43.54,,,,,45.86,36.0,0.98,0.0,2.0,SAHL Ballpark,True,,,,,,,,,,SP,43.89
30402,Theodore Quero,RP,37.0,Fukuooka SoftBank Hawks,Fukuooka SoftBank Hawks,INT,39.03,39.03,,,,,43.64,37.2,0.0,0.0,-1.0,SAHL Ballpark,True,,,,,,,,,,SP,42.35
30432,Eric Sharks,SP,38.0,Gwinnett Stripers,Atlanta Braves,AAA,44.26,43.12,,,,,49.08,46.38,0.92,-3.0,0.0,SAHL Ballpark,True,,,,,,,,,,SP,48.54
30493,Rob Fetters,SP,38.0,York Revolution,York Revolution,IND,41.14,40.13,,,,,46.6,36.85,1.06,0.0,-2.0,SAHL Ballpark,True,,,,,,,,,,SP,44.65
30536,Ryohei Hamamoto,RP,37.0,Hanshinn Tigers,Hanshinn Tigers,INT,40.62,40.47,,,,,46.12,30.58,0.17,0.0,0.0,SAHL Ballpark,True,,,,,,,,,,SP,43.01
30583,Mike Conway,SP,41.0,Yokohama BayStars,Yokohama BayStars,INT,41.28,41.13,,,,,46.63,37.0,0.15,0.0,1.5,SAHL Ballpark,True,,,,,,,,,,SP,42.21
30697,Danny Swank,RF,38.0,San Diego Padres,San Diego Padres,ML,57.92,56.78,55.15,55.15,51.88,55.41,,,1.0,-3.0,1.0,SAHL Ballpark,True,,53.65,50.9,,,55.71,,56.38,55.15,RF,56.38
31219,Juan Donelli,RP,38.0,Nakagawa Hounds,Tohoku Rakutten Golden Eagles,AAA,40.45,40.45,,,,,44.39,42.4,0.0,-3.0,2.0,SAHL Ballpark,True,,,,,,,,,,SP,43.99
31526,Won-shik Park,RP,37.0,SSG Landers,SSG Landers,INT,35.37,35.37,,,,,41.9,31.0,0.0,0.0,-1.5,SAHL Ballpark,True,,,,,,,,,,SP,37.22
31528,Young-keun Kim,1B,38.0,,,,53.83,52.21,44.98,44.98,44.0,48.8,,,1.0,0.0,5.5,SAHL Ballpark,True,,44.68,44.77,,,45.4,,45.69,44.98,RF,45.69
31640,Seung-won Kim,1B,40.0,Hanwha Eagles,Hanwha Eagles,INT,53.39,51.71,46.05,46.05,44.94,52.98,,,1.0,0.0,4.0,SAHL Ballpark,True,,46.09,46.0,,,46.61,,46.91,46.05,RF,46.91
31696,Tanzan Amano,SP,38.0,Tohoku Rakutten Golden Eagles,Tohoku Rakutten Golden Eagles,INT,40.67,39.71,,,,,46.38,45.3,1.06,0.0,-4.0,SAHL Ballpark,True,,,,,,,,,,SP,46.16
31804,Jiro Kon,RP,39.0,Hiroshima Toyyo Carp,Hiroshima Toyyo Carp,INT,39.73,39.73,,,,,43.13,23.42,0.0,0.0,3.0,SAHL Ballpark,True,,,,,,,,,,SP,39.19
31964,Hyung-ki Yoon,1B,39.0,,,,40.49,40.49,41.03,41.03,0.0,22.2,,,0.0,0.0,2.0,SAHL Ballpark,True,,,,,,,,,41.03,DH,41.03
32039,Tim Moreland,3B,38.0,High Point Rockers,High Point Rockers,IND,46.05,44.63,46.46,46.46,51.92,46.53,,,1.0,0.0,-4.0,SAHL Ballpark,True,,47.12,49.82,50.73,,,,46.23,46.46,3B,50.73
32080,David Barker,SP,38.0,Gastonia Honey Hunters,Gastonia Honey Hunters,IND,41.27,41.12,,,,,47.12,37.5,0.15,0.0,-1.5,SAHL Ballpark,True,,,,,,,,,,SP,45.2
32087,Eric DeRubeis,SP,38.0,,,,48.87,48.6,,,,,47.12,40.35,0.15,0.0,3.5,SAHL Ballpark,True,,,,,,,,,,SP,45.77
32094,Tony Jaimes,RP,38.0,Lancaster Barnstormers,Lancaster Barnstormers,IND,41.72,41.72,,,,,43.9,30.8,0.0,0.0,3.0,SAHL Ballpark,True,,,,,,,,,,SP,41.28
32108,David Rodgers,3B,37.0,Southern Maryland Blue Crabs,Southern Maryland Blue Crabs,IND,56.34,56.34,39.71,39.71,52.98,54.91,,,0.0,0.0,4.0,SAHL Ballpark,True,,42.0,43.91,50.02,,,,42.82,39.71,3B,50.02
32277,Bryan Durfee,1B,37.0,Chiba Lote Marines,Chiba Lote Marines,INT,55.37,53.94,51.77,51.77,0.0,35.84,,,1.0,0.0,0.5,SAHL Ballpark,True,,,,,,,,,51.77,DH,51.77
32283,Chris Flores,SP,38.0,,,,39.46,39.46,,,,,40.16,43.72,0.0,0.0,3.5,SAHL Ballpark,True,,,,,,,,,,SP,38.37
32304,Pablo Macias,SP,38.0,,,,35.33,35.33,,,,,38.17,38.02,0.0,0.0,-2.5,SAHL Ballpark,True,,,,,,,,,,SP,38.14
32311,Link Tanner,3B,37.0,Chicago White Sox,Chicago White Sox,ML,61.16,60.34,55.04,55.04,53.25,40.47,,,1.0,-3.0,5.5,SAHL Ballpark,True,,53.81,,55.39,,,,53.18,55.04,3B,55.39
32429,Chris Belanger,1B,37.0,Indianapolis Fire,Indianapolis Fire,IND,45.29,43.95,44.94,44.94,44.95,52.73,,,1.0,0.0,0.5,SAHL Ballpark,True,,45.34,45.71,,,,,,44.94,2B,45.71
32469,Rowdy Tellez Jr.,1B,38.0,Lexington Legends,Lexington Legends,IND,40.26,39.39,44.79,44.79,40.0,24.4,,,1.0,0.0,-3.0,SAHL Ballpark,True,,43.29,,,,,,,44.79,DH,44.79
32479,Rory Halweg,SS,38.0,,,,55.5,55.5,40.95,40.95,61.15,39.11,,,0.0,0.0,1.5,SAHL Ballpark,True,,43.76,51.09,51.87,,,,41.42,40.95,3B,51.87
32504,Cary Cobbs,LF,42.0,York Revolution,York Revolution,IND,49.57,47.74,48.28,48.28,45.92,36.59,,,1.0,0.0,0.5,SAHL Ballpark,True,,,,,,46.8,,46.72,48.28,DH,48.28
32955,Jeff Acker,RP,43.0,,,,36.53,36.53,,,,,40.68,28.65,0.0,0.0,-0.5,SAHL Ballpark,True,,,,,,,,,,SP,38.27
33732,Kyung-hwan Yang,1B,39.0,,,,46.12,44.68,46.77,46.77,48.16,26.15,,,1.0,0.0,0.0,SAHL Ballpark,True,46.08,45.86,,,,,,45.08,46.77,DH,46.77
33847,Sung-hoon Im,RP,40.0,Changwon Dinos,NC Dinos,R,34.46,34.46,,,,,35.98,35.5,0.0,-3.0,1.0,SAHL Ballpark,True,,,,,,,,,,SP,35.89
35317,Sung-min Park,1B,39.0,,,,45.69,44.3,47.98,47.98,42.6,34.66,,,1.0,0.0,-1.5,SAHL Ballpark,True,,,,,,45.75,,45.93,47.98,DH,47.98
37410,Jin Wang,SP,42.0,,,,43.32,43.15,,,,,47.12,39.3,0.15,0.0,0.0,SAHL Ballpark,True,,,,,,,,,,SP,45.56
38529,Yosaburo Ochi,SP,39.0,Chunnichi Dragons,Chunnichi Dragons,INT,41.81,41.72,,,,,45.87,45.45,0.08,0.0,-1.5,SAHL Ballpark,True,,,,,,,,,,SP,45.79
38890,Justin Leahy,SP,41.0,York Revolution,York Revolution,IND,40.23,40.23,,,,,42.64,40.73,0.0,0.0,0.5,SAHL Ballpark,True,,,,,,,,,,SP,42.26
40724,Danny Baltran,RF,39.0,,,,48.92,47.18,48.94,48.94,46.51,31.03,,,1.0,0.0,-0.5,SAHL Ballpark,True,,,,45.8,,46.7,,47.26,48.94,DH,48.94
42059,Andy Rochat,LF,39.0,Long Island Ducks,Long Island Ducks,IND,48.51,46.81,50.22,50.22,48.6,36.16,,,1.0,0.0,-2.0,SAHL Ballpark,True,,,,,,48.33,,48.81,50.22,DH,50.22
42133,Miles Camer,RF,38.0,Boston Red Sox,Boston Red Sox,ML,60.68,58.87,59.29,59.29,53.25,57.88,,,2.0,-3.0,0.0,SAHL Ballpark,True,,,,,,57.59,,58.9,59.29,DH,59.29
42162,Sam Daly,C,39.0,Saranac Lake Surge,Saranac Lake Surge,IND,40.68,40.68,42.74,42.74,45.0,23.13,,,0.0,0.0,0.5,SAHL Ballpark,True,,41.98,,,,,,,42.74,DH,42.74
42226,Gordon Beckham Jr.,RP,39.0,Jacksonville Biscuits,Jacksonville Biscuits,IND,39.77,39.77,,,,,43.16,41.02,0.0,0.0,-0.5,SAHL Ballpark,True,,,,,,,,,,SP,42.73
42234,Carlos Cheverez,SP,41.0,,,,37.59,37.53,,,,,45.38,40.15,0.08,0.0,-5.0,SAHL Ballpark,True,,,,,,,,,,SP,44.34
42576,Corey Borowski,SP,41.0,Las Vegas Rollers,Las Vegas Rollers,ML,51.74,47.99,,,,,54.78,48.0,2.0,-3.0,1.0,SAHL Ballpark,True,,,,,,,,,,SP,50.92
43605,Robbie Helton,LF,38.0,Hiroshima Toyyo Carp,Hiroshima Toyyo Carp,INT,51.61,49.7,48.29,48.29,48.85,43.79,,,1.0,0.0,1.5,SAHL Ballpark,True,,,,,,47.5,,48.35,48.29,RF,48.35
43611,Tom Holt,RP,39.0,Gastonia Honey Hunters,Gastonia Honey Hunters,IND,39.32,39.32,,,,,42.16,32.38,0.0,0.0,1.5,SAHL Ballpark,True,,,,,,,,,,SP,40.21
44398,Tyler Baugh,3B,39.0,Gastonia Honey Hunters,Gastonia Honey Hunters,IND,48.68,46.96,50.51,50.51,50.44,27.6,,,1.0,0.0,-3.5,SAHL Ballpark,True,51.81,48.91,,51.36,,,,47.66,50.51,C,51.81
44638,Alfonso Roque,SP,37.0,New Hampshire Wild,New Hampshire Wild,IND,35.99,35.99,,,,,40.42,35.1,0.0,0.0,-2.5,SAHL Ballpark,True,,,,,,,,,,SP,39.36
44671,Matsuyo Tabata,RP,37.0,Orrix Buffaloes,Orrix Buffaloes,INT,37.83,37.83,,,,,41.42,38.1,0.0,0.0,-1.0,SAHL Ballpark,True,,,,,,,,,,SP,40.76
44880,Diego Valdes,1B,41.0,Fargo-Moorhead RedHawks,Fargo-Moorhead RedHawks,IND,62.25,61.52,56.29,56.29,54.94,54.09,,,1.0,0.0,2.5,SAHL Ballpark,True,,56.85,55.44,55.79,,54.59,,,56.29,1B,56.85
45312,Chris Kendall,RF,38.0,Charleston Dirty Birds,Charleston Dirty Birds,IND,60.91,60.06,54.47,54.47,51.92,63.22,,,1.0,0.0,2.5,SAHL Ballpark,True,,,,,,54.85,,55.07,54.47,RF,55.07
48750,Ju-il Lee,SS,36.0,,,,53.63,53.63,42.43,42.43,54.86,52.23,,,0.0,0.0,1.5,SAHL Ballpark,True,,44.78,49.58,50.57,,,,43.47,42.43,3B,50.57
62111,Jae-min Park,RP,46.0,Gyeongsan Lions,Samsung Lions,R,29.15,29.15,,,,,33.72,19.12,0.0,-3.0,-2.0,SAHL Ballpark,True,,,,,,,,,,SP,20.8
