ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,Batting_Score,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
69743,Raul Solis,LF,24.0,Binghamton Rumble Ponies,New York Mets,AA,48.03,48.26,49.8,42.32,,,1.19,0.0,-0.5,Nationals Park,True,,,,,,47.89,,47.9,48.26,DH,48.26
72606,Hector Lopez,RF,25.0,New York Boulders,New York Boulders,IND,41.44,40.89,51.87,48.11,,,0.0,0.0,0.0,Nationals Park,True,,41.56,,,,43.69,,44.01,40.89,RF,44.01
72845,Danny Quinonez,C,36.0,Saltillo Saraperos,Saltillo Saraperos,INT,49.2,48.09,45.5,20.65,,,1.0,0.0,0.5,Nationals Park,True,44.91,,,,,,,,48.09,DH,48.09
72867,Jeremy Lindberg,SP,35.0,,,,39.35,,,,43.04,44.02,0.0,0.0,-1.5,Nationals Park,True,,,,,,,,,,SP,43.24
72880,Jose Giron,1B,27.0,Florence Y'alls,Florence Y'alls,IND,39.05,44.75,0.0,38.8,,,0.12,0.0,-3.5,Nationals Park,True,,,,,,,,,44.75,DH,44.75
72888,Victor Patino,RP,37.0,Houston Astros,Houston Astros,ML,37.9,,,,51.9,39.3,0.98,-3.0,0.0,Nationals Park,True,,,,,,,,,,SP,41.88
74432,Rick Moreno,1B,41.0,Saltillo Saraperos,Saltillo Saraperos,INT,44.52,42.32,46.81,42.8,,,0.0,0.0,3.0,Nationals Park,True,,42.61,,,,42.7,,43.65,42.32,RF,43.65
74643,R.J. Shiffler,LF,36.0,Houston Astros,Houston Astros,ML,60.54,56.66,55.89,70.27,,,1.0,-3.0,2.0,Nationals Park,True,,,,,,57.84,56.17,58.12,56.66,RF,58.12
74655,Mirko Brown,RP,32.0,Chicago White Sox,Chicago White Sox,ML,36.52,,,,52.67,35.35,1.06,-3.0,0.5,Nationals Park,True,,,,,,,,,,SP,39.2
74668,Daniel Avalos,RP,27.0,Albuquerque Triplets,Albuquerque Triplets,IND,34.15,,,,35.97,39.65,0.0,0.0,1.5,Nationals Park,True,,,,,,,,,,SP,31.71
74726,Butch Allen,SP,36.0,Southern Maryland Blue Crabs,Southern Maryland Blue Crabs,IND,51.49,,,,50.11,42.42,0.21,0.0,2.0,Nationals Park,True,,,,,,,,,,SP,48.58
74776,Ixzi Oluoch,CL,43.0,Welkom Whitecaps,Welkom Whitecaps,INT,31.46,22.02,45.0,20.4,,,0.0,0.0,1.5,Nationals Park,True,,24.24,,,,,,,22.02,1B,24.24
75541,Gabe Wingen,SP,42.0,Johannesburg Jesters,Johannesburg Jesters,INT,40.04,,,,49.11,37.62,0.23,0.0,0.5,Nationals Park,True,,,,,,,,,,SP,41.82
75935,Roger Baquero,SP,24.0,Saranac Lake Surge,Saranac Lake Surge,IND,42.15,,,,43.6,46.93,0.92,0.0,-0.5,Nationals Park,True,,,,,,,,,,SP,44.26
76011,Eddie Vazquez,2B,21.0,Puerto Rico Islanders,Puerto Rico Islanders,IND,32.78,22.5,40.66,33.75,,,0.0,0.0,-2.0,Nationals Park,True,,,31.8,,,,,,22.5,2B,31.8
76014,Mike Montesinos,2B,22.0,Tupper Lake RiverPigs,Tupper Lake RiverPigs,IND,31.66,23.03,53.0,30.73,,,0.0,0.0,0.0,Nationals Park,True,,26.41,,,,,,,23.03,1B,26.41
76126,Curt Stemper,2B,35.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,63.3,62.65,61.27,63.98,,,2.0,-3.0,-0.5,Nationals Park,True,,63.45,61.67,58.66,,,,,62.65,1B,63.45
76183,Steve Carr,RF,33.0,,,,63.03,49.35,62.17,64.71,,,1.0,0.0,1.5,Nationals Park,True,,,,,,52.81,59.02,52.68,49.35,CF,59.02
76244,Eddie Giacobone,SS,23.0,Amarillo Sod Poodles,San Diego Padres,AA,57.26,38.41,59.07,48.36,,,0.0,2.0,2.5,Nationals Park,True,,41.87,47.89,50.29,,40.77,,42.47,38.41,3B,50.29
76281,Danny Miranda,SP,26.0,Seattle Torpedoes,Seattle Torpedoes,IND,35.92,,,,35.67,38.55,0.0,0.0,3.0,Nationals Park,True,,,,,,,,,,SP,33.74
77324,Andy Oliva,1B,24.0,Artemisa Cazadores,Artemisa Cazadores,INT,31.34,25.82,0.0,20.15,,,0.0,0.0,-0.5,Nationals Park,True,,,,,,,,,25.82,DH,25.82
77333,Matt Rose,LF,35.0,New York Mets,New York Mets,ML,60.69,49.29,61.03,69.51,,,1.0,-3.0,2.5,Nationals Park,True,,,,,,53.14,57.8,53.04,49.29,CF,57.8
77334,Serafino Ardon,1B,26.0,Oklahoma City Dodgers,Los Angeles Dodgers,AAA,47.32,47.53,39.58,54.65,,,1.0,0.0,0.0,Nationals Park,True,43.84,,,,,,,46.72,47.53,DH,47.53
77373,Steve Sims,2B,33.0,Chicago Cubs,Chicago Cubs,ML,63.13,58.18,53.86,26.67,,,2.0,-3.0,4.5,Nationals Park,True,,56.09,53.47,,,,,,58.18,DH,58.18
77424,Kevin Hight,SP,34.0,St. Louis Cardinals,St. Louis Cardinals,ML,48.19,,,,53.44,45.72,1.15,-3.0,-1.0,Nationals Park,True,,,,,,,,,,SP,51.89
77469,Vinny Verdugo,RP,23.0,Rancho Cucamonga Quakes,Los Angeles Dodgers,A,34.23,,,,30.77,38.75,0.0,-2.5,3.5,Nationals Park,True,,,,,,,,,,SP,32.37
77543,Alex Sotelo,C,32.0,Camaguey Ganaderos,Camaguey Ganaderos,INT,34.87,26.58,40.08,20.15,,,0.0,0.0,1.0,Nationals Park,True,33.73,,,,,,,28.39,26.58,C,33.73
77644,Omar Bolorin,SP,41.0,,,,44.35,,,,45.58,35.3,0.0,0.0,3.0,Nationals Park,True,,,,,,,,,,SP,43.52
77652,Ron Haynes,SP,35.0,,,,38.34,,,,44.08,45.98,0.0,0.0,1.0,Nationals Park,True,,,,,,,,,,SP,39.46
77756,Dave Ortiz,RP,39.0,Tijuana Toros,Tijuana Toros,INT,33.84,,,,45.84,42.0,0.92,0.0,-3.5,Nationals Park,True,,,,,,,,,,SP,35.08
77765,Edgar Guzman,RP,21.0,,,,30.67,,,,20.36,35.28,0.0,0.0,-0.5,Nationals Park,True,,,,,,,,,,SP,23.34
77826,Rodrigo Castaneda,1B,33.0,Iowa Cubs,Chicago Cubs,AAA,54.89,54.92,44.39,37.78,,,1.0,-3.0,0.0,Nationals Park,True,,,,,,,,51.63,54.92,DH,54.92
77885,Jeremy Goulder,SP,38.0,Wichita Red Devils,Wichita Red Devils,IND,41.84,,,,47.13,38.55,0.98,0.0,3.0,Nationals Park,True,,,,,,,,,,SP,40.42
77963,Drew Rutgers,RP,27.0,,,,32.48,,,,37.88,43.15,0.0,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,28.93
77980,Jake Hylton,1B,23.0,San Antonio Missions,Milwaukee Brewers,AAA,43.28,44.55,42.0,25.19,,,0.12,3.0,-2.0,Nationals Park,True,,43.33,,,,,,,44.55,DH,44.55
77987,Jesus Moreno,RF,36.0,Puebla Pericos,Puebla Pericos,INT,37.63,37.62,48.79,53.64,,,0.0,0.0,-3.0,Nationals Park,True,,,40.25,42.47,,41.12,,42.33,37.62,3B,42.47
78291,Danny Castillo,SP,39.0,,,,38.0,,,,42.04,39.3,0.0,0.0,-1.5,Nationals Park,True,,,,,,,,,,SP,41.49
78336,Jeremy Oxford,RP,32.0,Norfolk Tides,Baltimore Orioles,AAA,41.29,,,,52.81,43.85,0.35,-3.0,3.0,Nationals Park,True,,,,,,,,,,SP,43.51
78351,Eddie Mancilla,3B,38.0,Saltillo Saraperos,Saltillo Saraperos,INT,58.97,56.39,51.25,44.05,,,1.0,0.0,-1.0,Nationals Park,True,,55.74,51.35,54.99,,,,53.66,56.39,DH,56.39
79041,Richard Diaz,SP,19.0,,,,32.56,,,,25.9,39.75,0.0,0.0,0.5,Nationals Park,True,,,,,,,,,,SP,28.67
79165,Bruce Ramos,RP,26.0,Groblersdal 76ers,Botshabelo Matadors,AA,31.88,,,,37.95,33.85,0.0,-2.0,-3.0,Nationals Park,True,,,,,,,,,,SP,32.13
79294,Raul Cavazos,RP,21.0,Trois-Rivieres Aigles,Trois-Rivieres Aigles,IND,30.8,,,,28.7,34.38,0.0,0.0,-1.5,Nationals Park,True,,,,,,,,,,SP,24.83
79307,Dan Carpenter,SP,39.0,,,,41.54,,,,45.5,38.55,0.0,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,44.11
79348,Nate Empey,2B,34.0,,,,52.76,48.54,52.02,52.39,,,1.0,0.0,-2.0,Nationals Park,True,,48.68,50.23,,,49.74,52.52,49.49,48.54,CF,52.52
79367,Mario Figueroa,C,37.0,,,,54.96,47.05,42.22,20.15,,,1.0,0.0,3.5,Nationals Park,True,48.47,,,,,,,42.32,47.05,C,48.47
79484,Brad Herold,CF,32.0,High Point Rockers,High Point Rockers,IND,61.1,44.88,58.46,71.52,,,0.0,0.0,0.0,Nationals Park,True,,46.63,52.43,,54.55,50.1,58.81,50.31,44.88,CF,58.81
79492,Nelson Flores,3B,37.0,Aguascalientes Rieleros,Aguascalientes Rieleros,INT,42.58,41.99,50.02,41.55,,,0.0,0.0,-1.0,Nationals Park,True,,42.57,,46.07,,,,43.28,41.99,3B,46.07
79592,B.J. Kaltsas,CF,35.0,,,,58.44,47.86,51.64,63.46,,,1.0,0.0,-2.5,Nationals Park,True,,47.75,47.54,,,51.08,57.37,50.54,47.86,CF,57.37
79642,Adrian Banuelos,1B,26.0,,,,40.39,39.14,44.03,33.98,,,0.0,0.0,0.0,Nationals Park,True,,,,42.93,,,,38.74,39.14,3B,42.93
79644,Greg Cervantes,LF,32.0,,,,53.3,53.35,50.0,49.87,,,1.0,0.0,-2.5,Nationals Park,True,,,,,,52.5,,,53.35,DH,53.35
79646,Hans Chorosz,RP,26.0,,,,29.31,,,,23.36,29.95,0.0,0.0,2.0,Nationals Park,True,,,,,,,,,,SP,14.68
79687,Ettore Frugoni,LF,31.0,Salt Lake Bees,Los Angeles Angels,AAA,44.03,48.66,55.19,43.3,,,1.0,-3.0,-1.0,Nationals Park,True,,,,,,48.92,,49.28,48.66,RF,49.28
79696,Gus Calbo,RP,35.0,Chicago Zebras,Chicago Zebras,IND,32.06,,,,32.02,40.3,0.0,0.0,-1.0,Nationals Park,True,,,,,,,,,,SP,28.68
79707,Jose Covarrubias,SP,33.0,Sioux Falls Canaries,Sioux Falls Canaries,IND,31.35,,,,27.16,43.02,0.0,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,25.34
79722,Ben Woods,SP,33.0,Sugar Land Skeeters,Sugar Land Skeeters,IND,31.9,,,,28.7,36.1,0.0,0.0,-3.0,Nationals Park,True,,,,,,,,,,SP,30.18
79728,Mike Chaconas,LF,34.0,,,,50.84,47.83,49.72,58.43,,,1.0,0.0,-3.5,Nationals Park,True,,47.47,46.23,,,50.03,52.93,50.31,47.83,CF,52.93
79830,Juan Orta,C,28.0,,,,51.43,35.32,47.96,24.42,,,0.0,0.0,1.5,Nationals Park,True,49.25,,,,,,,34.92,35.32,C,49.25
80019,Frank Vergara,1B,35.0,Oaxaca Guerreros,Oaxaca Guerreros,INT,45.79,44.55,49.69,27.44,,,0.0,0.0,3.0,Nationals Park,True,,,,,,43.21,,44.01,44.55,DH,44.55
80029,Juan Trinidad,C,25.0,Tupper Lake RiverPigs,Tupper Lake RiverPigs,IND,49.14,32.97,47.58,38.8,,,0.0,0.0,0.0,Nationals Park,True,49.56,,,,,,,34.44,32.97,C,49.56
80293,Jose Solis,CL,39.0,Bisho Fighting Knights,Port Elizabeth Monarchs,AA,29.28,22.5,0.0,28.72,,,0.0,-3.0,-3.0,Nationals Park,True,,,,,,,,,22.5,DH,22.5
80297,Andy Crivelli,CF,19.0,,,,49.68,24.3,60.64,56.95,,,0.0,0.0,0.0,Nationals Park,True,,,,,,32.95,49.84,,24.3,CF,49.84
80552,Joe Varnes,RP,25.0,Chattanooga Lookouts,Cincinnati Reds,AA,36.58,,,,38.95,43.8,0.44,0.0,-2.5,Nationals Park,True,,,,,,,,,,SP,39.92
80657,Joe Ewen,C,26.0,Mississippi Braves,Atlanta Braves,AA,58.69,36.71,50.48,25.71,,,0.0,-3.0,3.5,Nationals Park,True,55.61,37.19,,,,,,36.09,36.71,C,55.61
80665,Aaron Robbs,RF,34.0,Knysna Sand Gnats,Vereeniging Typhoon,AA,57.31,46.57,58.37,39.01,,,1.0,-3.0,3.0,Nationals Park,True,,,,,,47.52,53.84,47.65,46.57,CF,53.84
80755,Erik Dickman,SP,38.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,48.24,,,,50.67,42.12,1.1,-3.0,4.5,Nationals Park,True,,,,,,,,,,SP,46.46
80787,Julian Turcios,CF,27.0,Schaumburg Boomers,Schaumburg Boomers,IND,55.49,41.69,51.95,43.82,,,0.0,0.0,4.0,Nationals Park,True,,,45.4,46.06,,43.29,49.36,43.87,41.69,CF,49.36
80818,Hector Gonzales,RP,27.0,,,,31.4,,,,30.02,27.48,0.0,0.0,-4.0,Nationals Park,True,,,,,,,,,,SP,29.51
80845,Beco Romano,C,24.0,Charlotte Stone Crabs,Montreal Expos,A,41.43,44.32,49.5,24.19,,,0.06,-3.0,0.0,Nationals Park,True,46.94,,,,,,,,44.32,C,46.94
80851,Hector Orozco,SP,24.0,Hickory Crawdads,Texas Rangers,A,42.84,,,,44.81,48.4,0.27,-3.0,2.5,Nationals Park,True,,,,,,,,,,SP,45.53
80872,Hector Lujan,CL,27.0,Syracuse Mets,New York Mets,AAA,33.97,31.3,0.0,27.72,,,0.0,-1.5,3.0,Nationals Park,True,,,,,,,,,31.3,DH,31.3
80874,David Thompson,RP,38.0,Dundee Crawfish,Johannesburg Jesters,AA,38.1,,,,41.8,28.5,0.0,-3.0,4.0,Nationals Park,True,,,,,,,,,,SP,39.14
80894,Nelson Pavon,SP,38.0,Monterrey Sultanes,Monterrey Sultanes,INT,38.39,,,,39.51,42.15,0.0,0.0,0.5,Nationals Park,True,,,,,,,,,,SP,40.04
80895,Cam Farrell,RF,23.0,Detroit Legends,Detroit Legends,IND,36.77,37.15,50.82,20.15,,,0.0,0.0,0.5,Nationals Park,True,,,,,,37.35,,37.66,37.15,RF,37.66
80906,Jonathan Abell,RP,32.0,Columbus Clippers,Cleveland Guardians,AAA,39.51,,,,49.45,37.15,0.94,-3.0,2.0,Nationals Park,True,,,,,,,,,,SP,41.99
80989,Tony Gonzalez,3B,21.0,Puerto Rico Islanders,Puerto Rico Islanders,IND,33.37,22.3,44.41,44.59,,,0.0,0.0,3.5,Nationals Park,True,,,,,,,,27.84,22.3,RF,27.84
81076,Mike Williamson,C,30.0,Round Rock Express,Houston Astros,AAA,60.96,45.59,67.25,43.33,,,1.0,-3.0,0.0,Nationals Park,True,60.64,,,,,,,,45.59,C,60.64
81209,Alex Pineda,1B,39.0,Durango Generales,Durango Generales,INT,55.45,52.33,39.8,30.23,,,1.0,0.0,0.0,Nationals Park,True,,,,,,48.24,,,52.33,DH,52.33
81248,Jose Curet,SP,30.0,,,,32.63,,,,25.16,38.7,0.0,0.0,1.5,Nationals Park,True,,,,,,,,,,SP,27.87
81298,Dan Fowler,C,30.0,Georgia Rhinos,Georgia Rhinos,IND,60.02,46.12,49.58,38.3,,,1.0,0.0,3.0,Nationals Park,True,53.52,,,,,,,44.71,46.12,C,53.52
81299,Jon Anzualda,LF,23.0,St. Lucie Mets,New York Mets,A,37.09,39.62,47.19,36.77,,,0.0,-3.0,0.5,Nationals Park,True,,,,,,39.77,,41.17,39.62,RF,41.17
81309,Sal Guzman,CL,27.0,Chandler Legion,Chandler Legion,IND,33.37,31.83,0.0,24.19,,,0.0,0.0,-0.5,Nationals Park,True,,,,,,,,,31.83,DH,31.83
81404,Eddie Lozano,1B,39.0,Holguin Sabuesos,Holguin Sabuesos,INT,38.32,39.93,43.0,29.69,,,0.0,0.0,0.5,Nationals Park,True,,39.73,,,,,,,39.93,DH,39.93
81406,Humberto Rivas,SP,30.0,,,,31.59,,,,24.16,34.25,0.0,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,26.18
81442,Jo-yeong Kwon,RF,37.0,,,,43.65,40.25,48.67,47.36,,,0.0,0.0,3.5,Nationals Park,True,,,,,,41.97,,42.47,40.25,RF,42.47
81598,John Ndegwa,RP,42.0,Botshabelo Matadors,Botshabelo Matadors,INT,37.04,,,,41.41,37.3,0.0,0.0,0.5,Nationals Park,True,,,,,,,,,,SP,38.09
81751,Vinny Cuervo,RF,38.0,Port Elizabeth Monarchs,Port Elizabeth Monarchs,INT,41.22,46.8,47.41,22.15,,,1.0,0.0,-4.0,Nationals Park,True,,,,,,,,44.42,46.8,DH,46.8
81880,Tim Strait,SP,38.0,Saltillo Saraperos,Saltillo Saraperos,INT,41.46,,,,46.58,38.45,0.08,0.0,-1.0,Nationals Park,True,,,,,,,,,,SP,44.95
81972,Steve Rios,SP,41.0,Campeche Piratas,Campeche Piratas,INT,39.76,,,,45.13,35.6,0.0,0.0,-1.0,Nationals Park,True,,,,,,,,,,SP,43.23
82019,Art Zocchi,SP,37.0,Sugar Land Skeeters,Sugar Land Skeeters,IND,44.78,,,,45.81,45.97,1.0,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,45.84
82037,Bob Willin,1B,37.0,Oakland Athletics,Oakland Athletics,ML,58.28,56.22,0.0,20.4,,,1.0,-3.0,1.5,Nationals Park,True,,,,,,,,,56.22,DH,56.22
82096,Dario Gutierrez,SP,37.0,Mexico Diablos Rojos,Mexico Diablos Rojos,INT,43.53,,,,46.5,45.85,0.0,0.0,2.0,Nationals Park,True,,,,,,,,,,SP,43.87
82101,Jose Rivero,SP,18.0,Chicago White Sox,Chicago White Sox,,32.1,,,,32.31,42.38,0.5,0.0,-2.0,Nationals Park,True,,,,,,,,,,SP,29.32
82112,Tommy Juarez,LF,37.0,Houston Astros,Houston Astros,ML,59.54,54.5,50.82,37.76,,,1.0,-3.0,4.5,Nationals Park,True,,,,,,52.11,,52.43,54.5,DH,54.5
82127,Omar Rodarte,RF,27.0,,,,36.86,39.37,44.97,29.46,,,0.0,0.0,-1.5,Nationals Park,True,,,,,,38.63,,39.81,39.37,RF,39.81
82186,Ben Holst,2B,37.0,,,,51.7,46.04,53.57,64.47,,,1.0,0.0,-3.0,Nationals Park,True,,48.05,52.9,52.63,,,,47.19,46.04,2B,52.9
82196,Jared Vendetti,LF,37.0,,,,44.14,45.36,48.67,34.5,,,1.0,0.0,0.0,Nationals Park,True,,,,,,44.52,,45.02,45.36,DH,45.36
82197,Dave Zarzecki,SP,36.0,LG Twins,LG Twins,INT,39.88,,,,47.1,38.1,1.06,0.0,-4.0,Nationals Park,True,,,,,,,,,,SP,45.3
82221,Jaylen Keal,C,36.0,Johannesburg Jesters,Johannesburg Jesters,INT,51.69,45.56,55.0,20.15,,,1.0,0.0,-1.0,Nationals Park,True,50.9,,,,,,,,45.56,C,50.9
82226,Bob Ball,1B,37.0,Union Laguna Algodoneros,Union Laguna Algodoneros,INT,45.26,44.24,45.86,42.56,,,0.0,0.0,1.5,Nationals Park,True,,44.33,44.61,45.68,,,,44.09,44.24,3B,45.68
82285,Jerry Rivera,SP,37.0,Dundee Crawfish,Johannesburg Jesters,AA,36.34,,,,43.25,34.3,0.0,-3.0,-1.0,Nationals Park,True,,,,,,,,,,SP,41.46
82288,Doug Palmer,LF,37.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,56.55,54.69,53.57,48.12,,,1.0,-3.0,1.5,Nationals Park,True,,,,,,53.82,,53.91,54.69,DH,54.69
82303,Devin Snider,SP,37.0,,,,45.96,,,,50.11,36.83,0.21,0.0,0.0,Nationals Park,True,,,,,,,,,,SP,47.46
82304,Doriano Chechi,LF,24.0,,,,48.24,44.52,54.17,49.65,,,0.06,0.0,2.5,Nationals Park,True,,,,,,46.45,,46.5,44.52,RF,46.5
82305,Brad Bluth,C,37.0,,,,43.81,49.1,0.0,22.4,,,1.0,0.0,-4.0,Nationals Park,True,,,,,,,,,49.1,DH,49.1
82309,Willie Gallegos,RP,25.0,,,,30.28,,,,31.57,34.88,0.0,0.0,1.5,Nationals Park,True,,,,,,,,,,SP,19.73
82460,Juan Laureano,SP,17.0,Texas Rangers,Texas Rangers,,33.49,,,,25.9,49.57,0.0,0.0,1.0,Nationals Park,True,,,,,,,,,,SP,30.63
82481,Sherman Solorzano,2B,38.0,Quintana Roo Tigres,Quintana Roo Tigres,INT,41.46,36.56,48.94,37.26,,,0.0,0.0,2.0,Nationals Park,True,,37.94,41.86,42.03,,,,,36.56,3B,42.03
82527,Ben Archdeacon,RP,26.0,Hartford Yard Goats,Colorado Rockies,AA,36.32,,,,44.04,48.5,0.0,-2.0,2.0,Nationals Park,True,,,,,,,,,,SP,37.43
82554,Freddy Nunez,RF,23.0,Chicago Dogs,Chicago Dogs,IND,43.71,37.63,53.3,58.45,,,0.0,0.0,3.5,Nationals Park,True,,,,,,41.61,,42.52,37.63,RF,42.52
82555,Nestor Ortega,SP,23.0,Pensacola Blue Wahoos,Minnesota Twins,AA,39.5,,,,37.88,45.62,0.0,2.5,0.0,Nationals Park,True,,,,,,,,,,SP,39.43
82568,Shoji Menano,SP,26.0,,,,35.29,,,,39.43,50.12,0.0,0.0,-1.0,Nationals Park,True,,,,,,,,,,SP,36.57
82570,David Gonzalez,1B,25.0,Gwinnett Stripers,Atlanta Braves,AAA,52.79,46.04,41.0,39.82,,,1.0,1.5,3.0,Nationals Park,True,,45.22,,,,,,,46.04,DH,46.04
82689,Chad Higgins,1B,33.0,Nashville Sounds,Texas Rangers,AAA,47.92,51.38,0.0,60.2,,,1.0,-3.0,-0.5,Nationals Park,True,,,,,,,,,51.38,DH,51.38
82694,Kang-cheol Lee,RP,36.0,Hanwha Eagles,Hanwha Eagles,INT,35.28,,,,32.23,36.35,0.0,0.0,2.5,Nationals Park,True,,,,,,,,,,SP,33.06
82704,Kwang-sik Ahn,SP,36.0,Lotte Giants,Lotte Giants,INT,46.13,,,,44.81,42.15,0.0,0.0,3.5,Nationals Park,True,,,,,,,,,,SP,44.28
82707,Seung-hyeon Lee,1B,36.0,,,,43.75,42.04,42.02,54.64,,,0.0,0.0,2.0,Nationals Park,True,,42.66,,44.05,,,,42.83,42.04,3B,44.05
82967,Pete Secrest,SP,38.0,Kansas City Spectres,Kansas City Spectres,IND,40.15,,,,46.58,36.6,0.08,0.0,-2.0,Nationals Park,True,,,,,,,,,,SP,44.58
83002,Pat Belanger,SP,38.0,Atlanta Braves,Atlanta Braves,ML,54.11,,,,54.2,41.45,1.23,-3.0,2.5,Nationals Park,True,,,,,,,,,,SP,51.65
83092,David Sallas,2B,34.0,Cincinnati Reds,Cincinnati Reds,ML,58.39,51.35,58.15,65.71,,,1.0,-3.0,-0.5,Nationals Park,True,,52.53,56.46,56.27,58.32,53.15,,53.84,51.35,SS,58.32
83138,Steve Northeast,SP,40.0,Washington Nationals,Washington Nationals,ML,41.94,,,,53.65,41.2,0.33,-3.0,-1.5,Nationals Park,True,,,,,,,,,,SP,48.66
83166,Mike Bowser,SP,39.0,,,,55.11,,,,53.65,41.65,0.33,0.0,1.5,Nationals Park,True,,,,,,,,,,SP,51.25
