ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
87864,Manny Rojo,C,21.0,,,,35.95,38.04,29.55,41.55,40.12,26.63,,,0.0,0.0,-1.5,Minute Maid Park,True,38.29,30.25,,,,,,,29.55,C,38.29
87865,Darwin Jones,1B,21.0,,,,33.12,36.91,32.14,39.89,39.0,19.7,,,0.0,0.0,-1.5,Minute Maid Park,True,,32.2,,,,,,,32.14,1B,32.2
87867,James Michaels,SP,22.0,,,,33.29,37.23,,,,,29.97,38.33,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,31.64
87877,Tony Richiez,SP,22.0,,,,31.28,32.69,,,,,26.08,51.15,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,26.1
87892,Raul Gutierrez,RP,22.0,,,,32.43,36.36,,,,,25.39,37.04,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,RP,28.3
87895,Tristan Hernandez,CF,21.0,,,,34.87,38.17,29.13,39.32,44.81,42.1,,,0.0,0.0,-1.0,Minute Maid Park,True,,,35.73,,,32.56,,33.59,29.13,2B,35.73
87906,Miguel Troncoso,SP,21.0,,,,31.97,35.83,,,,,26.45,36.3,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,28.42
87911,Jay Braswell,RP,21.0,,,,35.89,40.98,,,,,30.64,44.85,0.0,0.0,2.5,Minute Maid Park,True,,,,,,,,,,RP,34.19
87915,Jonathan Mehl,RP,21.0,,,,33.33,39.49,,,,,24.64,45.08,0.0,0.0,1.5,Minute Maid Park,True,,,,,,,,,,RP,29.75
87920,Nick Subbarao,RP,21.0,,,,34.69,43.19,,,,,27.83,45.98,0.0,0.0,2.0,Minute Maid Park,True,,,,,,,,,,RP,32.36
87927,John Torres,RP,22.0,,,,34.83,42.3,,,,,27.78,61.26,0.0,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,RP,36.15
87929,Andy Ferguson,RP,22.0,,,,36.69,42.59,,,,,35.47,57.75,0.0,0.0,-3.0,Minute Maid Park,True,,,,,,,,,,RP,41.04
87951,Matt Johnson,RP,22.0,,,,33.27,37.75,,,,,27.83,44.85,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,32.08
87952,Steven Hauck,SP,22.0,,,,31.17,33.33,,,,,24.13,44.6,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,25.72
87975,Brian Robinson,SP,22.0,,,,31.93,38.19,,,,,24.08,52.52,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,27.27
87987,Joe Maher,RP,21.0,,,,35.72,41.72,,,,,27.02,56.4,0.0,0.0,2.0,Minute Maid Park,True,,,,,,,,,,RP,34.37
87992,Tommy Hopkins,SP,21.0,,,,30.05,32.5,,,,,25.08,38.25,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,20.22
87994,Jason McCullers,SP,21.0,,,,30.35,33.03,,,,,28.6,53.12,0.0,0.0,-4.5,Minute Maid Park,True,,,,,,,,,,SP,26.01
87999,Russ Peters,SP,22.0,,,,30.94,35.35,,,,,25.89,43.3,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,24.37
88001,Andy Stuhldreher,RP,22.0,,,,34.53,39.98,,,,,27.78,56.8,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,35.03
88004,Logan Lay,SP,21.0,,,,33.94,39.42,,,,,27.6,48.15,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,SP,31.71
88006,Bobby Butler,LF,21.0,,,,34.87,39.27,28.83,38.06,39.6,41.63,,,0.0,0.0,3.0,Minute Maid Park,True,,,,,,31.73,,,28.83,LF,31.73
88010,Steve Doyle,RP,21.0,,,,38.6,44.56,,,,,34.39,60.02,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,40.8
88017,Brandon Burns,RP,22.0,,,,40.46,49.68,,,,,37.02,52.98,0.0,0.0,2.0,Minute Maid Park,True,,,,,,,,,,RP,41.01
89135,Earl Rojas,C,22.0,,,,43.15,47.23,27.88,39.51,43.4,25.89,,,0.0,0.0,-0.5,Minute Maid Park,True,46.06,29.19,,,,28.88,,29.76,27.88,C,46.06
89139,Jeremy Straight,SP,22.0,,,,35.38,40.17,,,,,29.97,33.85,0.0,0.0,5.0,Minute Maid Park,True,,,,,,,,,,SP,30.74
89144,Chris Slocum,SP,22.0,,,,31.83,38.24,,,,,24.93,45.02,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,26.45
89173,Josh Weldon,SP,22.0,,,,31.52,35.23,,,,,24.84,37.9,0.0,0.0,3.5,Minute Maid Park,True,,,,,,,,,,SP,22.45
89181,Mike Schulte,RP,21.0,,,,33.02,35.61,,,,,28.62,35.85,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,30.43
89184,Miguel Miracola,RP,22.0,,,,39.25,52.52,,,,,34.95,59.66,0.5,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,41.13
89187,Ivan Leija,SP,22.0,,,,31.13,36.18,,,,,28.97,44.55,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,24.58
89204,Mark Malek,SP,22.0,,,,35.56,40.06,,,,,34.29,43.23,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,36.08
89221,Noel Potter,RP,22.0,,,,33.52,38.07,,,,,30.12,44.5,0.0,0.0,-2.0,Minute Maid Park,True,,,,,,,,,,RP,33.71
89292,Nick Byron,SS,22.0,,,,36.62,40.03,30.58,39.81,45.45,52.2,,,0.0,0.0,-2.0,Minute Maid Park,True,,32.9,38.97,39.92,,,,,30.58,3B,39.92
89330,Harman Russell,RP,22.0,,,,35.44,40.96,,,,,34.73,41.25,0.5,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,36.36
89337,Juan Mora,SP,21.0,,,,33.67,36.95,,,,,27.97,45.97,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,31.57
89350,Kurt Anthony,RP,21.0,,,,35.59,40.78,,,,,27.02,45.45,0.0,0.0,4.5,Minute Maid Park,True,,,,,,,,,,RP,31.63
89360,Jarrod Holland,C,22.0,,,,38.02,41.13,24.65,39.35,42.2,28.84,,,0.0,0.0,-1.0,Minute Maid Park,True,41.03,26.59,,,,,,26.9,24.65,C,41.03
89393,Evan Webb,RP,22.0,,,,36.77,42.29,,,,,31.52,58.08,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,38.16
89397,Joe Collins,SP,22.0,,,,33.2,35.5,,,,,24.32,52.3,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,SP,29.92
89426,Dave Guillet,2B,22.0,,,,36.96,41.35,29.85,40.76,46.35,37.13,,,0.0,0.0,-1.0,Minute Maid Park,True,,31.83,38.47,39.47,,32.34,,,29.85,3B,39.47
89448,Bubba Richie,CF,20.0,,,,33.74,43.44,23.37,41.45,50.75,46.04,,,0.0,0.0,2.5,Minute Maid Park,True,,,,,,29.74,,,23.37,LF,29.74
89452,Rich Jewers,2B,20.0,,,,31.57,38.22,25.11,42.8,36.35,43.07,,,0.0,0.0,-2.5,Minute Maid Park,True,,,,,,28.59,,,25.11,LF,28.59
89454,Nick Feikema,RP,21.0,,,,34.55,45.69,,,,,26.28,61.45,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,35.07
89456,Larry Braddock,SP,21.0,,,,30.81,37.6,,,,,22.13,45.8,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,24.36
89460,Jerry Sharpe,RP,20.0,,,,33.08,36.44,,,,,28.57,42.65,0.0,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,RP,32.09
89462,Gil Gasca,RP,21.0,,,,32.21,34.17,,,,,24.77,42.26,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,29.15
89475,Chris Moore,C,20.0,,,,43.06,48.54,23.86,38.85,44.56,24.89,,,0.0,0.0,1.0,Minute Maid Park,True,44.48,,,,,,,25.76,23.86,C,44.48
89476,Tony Chabolla,RP,21.0,,,,35.51,52.14,,,,,24.82,49.45,0.0,0.0,5.0,Minute Maid Park,True,,,,,,,,,,RP,30.98
89481,Tommy DeSilva,RP,20.0,,,,31.21,33.63,,,,,22.57,37.69,0.0,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,RP,26.35
89483,Juan Leyva,RP,21.0,,,,36.39,50.91,,,,,28.57,60.5,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,RP,36.55
89486,Hector Garivay,SS,21.0,,,,37.59,44.01,27.16,40.84,48.9,40.44,,,0.0,0.0,0.0,Minute Maid Park,True,,29.81,38.49,39.42,,30.87,,32.25,27.16,3B,39.42
89490,Jim Shurtleff,C,21.0,,,,43.9,49.17,27.65,41.26,50.2,29.12,,,0.0,0.0,0.0,Minute Maid Park,True,46.17,,,,,29.86,,31.94,27.65,C,46.17
89493,Jimmy Justice,RP,20.0,,,,34.51,35.64,,,,,29.27,48.1,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,33.98
89500,Bobby Gatchell,SP,20.0,,,,36.81,53.93,,,,,33.29,63.82,0.33,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,SP,39.4
89503,Bobby Sattler,SP,20.0,,,,32.94,43.08,,,,,24.13,54.65,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,30.23
89509,Steve Rolle,SP,21.0,,,,32.53,35.39,,,,,22.32,58.7,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,29.6
89512,John Klemmer,RP,21.0,,,,36.08,47.26,,,,,32.14,48.38,0.31,0.0,0.5,Minute Maid Park,True,,,,,,,,,,RP,36.2
89515,Ryan Ware,2B,20.0,,,,38.85,46.33,25.9,40.98,44.41,59.84,,,0.0,0.0,3.5,Minute Maid Park,True,,,37.62,,,,,,25.9,2B,37.62
89522,Josh Graf,C,21.0,,,,31.64,41.49,26.4,44.56,0.0,29.04,,,0.44,0.0,-0.5,Minute Maid Park,True,,,,,,,,,26.4,DH,26.4
89524,Ed Walters,RP,21.0,,,,33.67,44.06,,,,,26.32,53.33,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,33.07
89525,Joe Carlin,SP,21.0,,,,32.61,35.33,,,,,26.13,49.53,0.0,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,SP,30.81
89535,Elias Galvan,CF,21.0,,,,46.2,55.26,32.33,52.1,55.62,52.95,,,0.56,0.0,-0.5,Minute Maid Park,True,,,,,,37.82,47.76,38.12,32.33,CF,47.76
89539,Rob Ainslie,RP,20.0,,,,33.22,37.27,,,,,28.2,37.2,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,RP,30.45
89540,Devlyn Tupper,RP,21.0,,,,34.26,39.68,,,,,30.87,51.16,0.0,0.0,-2.5,Minute Maid Park,True,,,,,,,,,,RP,35.94
89544,Bruce Lopez,SP,21.0,,,,31.68,37.65,,,,,27.21,41.02,0.0,0.0,4.0,Minute Maid Park,True,,,,,,,,,,SP,22.47
89545,Todd Seipel,CL,21.0,,,,42.32,62.84,,,,,36.79,60.4,1.15,0.0,1.0,Minute Maid Park,True,,,,,,,,,,RP,42.69
89555,Tom Staszak,RP,20.0,,,,37.25,54.5,,,,,30.64,60.5,0.31,0.0,0.5,Minute Maid Park,True,,,,,,,,,,RP,38.1
89580,David Navarrete,RP,21.0,,,,34.27,36.66,,,,,29.27,60.02,0.0,0.0,-3.5,Minute Maid Park,True,,,,,,,,,,RP,36.96
89588,Kyle Perry,SP,21.0,,,,33.17,39.59,,,,,25.13,53.6,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,30.82
89598,Josh Wilcox,SP,21.0,,,,32.68,38.52,,,,,25.45,43.2,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,29.0
89599,Alan Carr,SP,20.0,,,,33.36,43.01,,,,,27.77,44.3,0.25,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,31.08
89601,Neale Padan,CF,21.0,,,,43.07,48.14,29.06,40.76,46.84,55.36,,,0.0,0.0,2.5,Minute Maid Park,True,,,,,,34.11,43.0,,29.06,CF,43.0
89605,Alvin Phillips,SP,21.0,,,,30.44,33.65,,,,,24.89,42.43,0.0,0.0,-4.0,Minute Maid Park,True,,,,,,,,,,SP,25.89
89623,John Frederickson,RP,21.0,,,,34.12,43.66,,,,,24.79,64.2,0.0,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,RP,34.64
89624,Todd Terrone,SS,21.0,,,,37.2,43.47,25.11,39.09,52.44,45.86,,,0.0,0.0,-0.5,Minute Maid Park,True,,29.54,,39.34,,,,30.0,25.11,3B,39.34
89631,Chris Candelaia,RP,21.0,,,,38.38,54.56,,,,,32.37,66.95,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,RP,41.01
89633,Eric Davis,SP,21.0,,,,31.1,37.48,,,,,24.13,53.2,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,24.94
89647,Brian Jarman,SP,21.0,,,,34.2,39.1,,,,,29.73,47.65,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,33.31
89652,Pat Ham,SP,21.0,,,,34.44,44.28,,,,,30.45,52.9,0.4,0.0,-1.5,Minute Maid Park,True,,,,,,,,,,SP,34.94
89660,Ryan Pearl,SP,21.0,,,,32.28,33.96,,,,,25.08,53.93,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,28.35
89662,Robbie Brindle,RP,21.0,,,,33.47,40.82,,,,,24.82,43.88,0.0,0.0,2.0,Minute Maid Park,True,,,,,,,,,,RP,29.59
89663,Rich Frascati,2B,21.0,,,,33.63,41.5,27.88,43.99,43.62,58.39,,,0.0,0.0,-2.0,Minute Maid Park,True,,30.52,,,,33.99,,,27.88,LF,33.99
89669,Eric Martin,SP,21.0,,,,32.04,39.65,,,,,24.13,41.65,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,27.63
89673,Onfrio Einaudi,C,21.0,,,,35.22,40.98,23.14,43.05,39.5,30.12,,,0.0,0.0,0.5,Minute Maid Park,True,34.94,,,,,,,,23.14,C,34.94
89682,Jesse Rielly,1B,21.0,,,,32.45,39.6,26.36,39.54,0.0,19.7,,,0.0,0.0,2.5,Minute Maid Park,True,,,,,,,,,26.36,DH,26.36
89689,Wallace Lapointe,RF,21.0,,,,33.96,45.1,29.86,47.07,46.27,29.01,,,0.38,0.0,0.0,Minute Maid Park,True,,,,,,32.09,,32.38,29.86,RF,32.38
89699,Jeff Cook,SP,21.0,,,,33.47,39.4,,,,,29.97,35.62,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,31.1
89701,Bob Sikora,SP,21.0,,,,34.8,42.49,,,,,27.45,55.62,0.0,0.0,1.5,Minute Maid Park,True,,,,,,,,,,SP,33.08
89705,Justin Ford,RP,21.0,,,,35.62,44.8,,,,,28.57,59.05,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,36.19
89716,Micah Jones,RP,21.0,,,,34.35,40.69,,,,,29.27,46.74,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,33.64
89718,Jose Padilla,SP,21.0,,,,31.35,37.28,,,,,22.32,47.45,0.0,0.0,3.0,Minute Maid Park,True,,,,,,,,,,SP,22.35
89726,Robby Prater,SP,20.0,,,,31.68,35.31,,,,,22.32,40.62,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,25.98
89731,T.J. Gravagna,RP,20.0,,,,34.35,38.06,,,,,30.64,42.65,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,33.64
89735,Jimmy Fiefield,SP,20.0,,,,29.89,32.0,,,,,22.32,45.62,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,19.48
89736,Aaron Phillips,C,21.0,,,,44.25,49.41,23.14,36.16,46.0,21.68,,,0.0,0.0,3.0,Minute Maid Park,True,43.44,,,32.65,,,,25.72,23.14,C,43.44
89738,Ed Boley,SP,21.0,,,,31.52,36.36,,,,,23.89,39.15,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,26.94
89741,Luis Serrato,RP,21.0,,,,34.02,39.62,,,,,27.02,40.58,0.0,0.0,2.5,Minute Maid Park,True,,,,,,,,,,RP,30.41
89749,Jim Zinn,SP,21.0,,,,34.61,44.3,,,,,35.05,54.17,0.33,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,33.87
89754,Craig Scheller,SP,21.0,,,,32.41,40.92,,,,,21.32,50.88,0.0,0.0,1.5,Minute Maid Park,True,,,,,,,,,,SP,27.23
89755,Chris Frazier,RP,21.0,,,,35.89,47.56,,,,,30.03,64.6,0.0,0.0,-2.0,Minute Maid Park,True,,,,,,,,,,RP,38.67
89760,Zachary Small,SP,21.0,,,,30.1,33.82,,,,,24.93,44.95,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,SP,21.43
89764,Josh Yoder,LF,20.0,,,,32.63,39.61,25.11,42.01,49.02,31.56,,,0.0,0.0,0.0,Minute Maid Park,True,,,,,,29.31,,29.37,25.11,RF,29.37
89767,Bryce Moormann,SP,20.0,,,,31.31,37.47,,,,,24.13,44.62,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,25.73
89768,David Matas,RP,20.0,,,,37.2,46.17,,,,,30.45,45.98,0.0,0.0,4.5,Minute Maid Park,True,,,,,,,,,,RP,34.33
89775,Manny Nieves,SP,21.0,,,,34.01,40.29,,,,,32.29,35.2,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,32.87
90741,Josh Martinez,RP,22.0,,,,33.52,38.1,,,,,29.89,37.21,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,31.72
90754,J.R. Laurine,RP,22.0,,,,36.09,47.75,,,,,30.12,57.75,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,37.02
90758,Devon Ramage,RP,22.0,,,,34.67,38.01,,,,,29.27,49.45,0.0,0.0,0.0,Minute Maid Park,True,,,,,,,,,,RP,34.32
90772,Pete Warner,SP,22.0,,,,34.25,36.63,,,,,31.29,51.95,0.0,0.0,-2.0,Minute Maid Park,True,,,,,,,,,,SP,35.42
90779,Danny Clement,SP,22.0,,,,33.11,34.65,,,,,27.84,52.0,0.0,0.0,-2.0,Minute Maid Park,True,,,,,,,,,,SP,32.67
90788,Noah McClain,SP,22.0,,,,33.46,35.1,,,,,27.89,41.35,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,SP,30.58
90806,David Stroud,RP,22.0,,,,39.29,52.49,,,,,32.7,58.6,0.0,0.0,2.5,Minute Maid Park,True,,,,,,,,,,RP,39.17
90831,Brian Clark,SP,22.0,,,,33.32,37.41,,,,,31.05,34.38,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,31.72
90851,Ray Williams,1B,20.0,,,,31.06,37.62,27.81,42.96,0.0,52.92,,,0.0,0.0,-3.5,Minute Maid Park,True,,,,,,,,,27.81,DH,27.81
90867,Bobby Childers,2B,20.0,,,,39.91,60.03,32.63,56.04,48.33,40.81,,,0.69,0.0,1.5,Minute Maid Park,True,,34.68,40.21,,,,,,32.63,2B,40.21
90879,Ryan Mast,SP,20.0,,,,31.44,37.39,,,,,23.13,43.25,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,SP,24.65
90883,Rich Ramirez,RP,21.0,,,,32.63,41.23,,,,,23.89,41.8,0.0,0.0,1.0,Minute Maid Park,True,,,,,,,,,,RP,28.36
90894,Justin Lang,SP,21.0,,,,32.5,36.07,,,,,24.13,45.98,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,SP,28.5
90919,Rich Mejia,C,21.0,,,,31.62,40.03,25.6,43.53,41.16,21.68,,,0.0,0.0,-1.0,Minute Maid Park,True,,27.15,,,,,,27.27,25.6,RF,27.27
90937,Aaron Victor,SS,21.0,,,,32.51,40.4,24.62,40.99,49.0,44.07,,,0.0,0.0,1.0,Minute Maid Park,True,,28.03,,,,,,,24.62,1B,28.03
90938,Gary Mary,C,21.0,,,,40.36,45.35,25.11,42.5,45.51,24.93,,,0.0,0.0,-0.5,Minute Maid Park,True,43.4,,,32.67,,,,27.83,25.11,C,43.4
90970,Jason Keller,RP,21.0,,,,31.27,33.25,,,,,23.37,22.12,0.0,0.0,2.0,Minute Maid Park,True,,,,,,,,,,RP,23.05
90995,Troy Sweeny,SP,21.0,,,,34.71,46.52,,,,,29.97,50.2,0.4,0.0,0.0,Minute Maid Park,True,,,,,,,,,,SP,34.01
91000,Bobby Tichy,SP,21.0,,,,34.96,43.51,,,,,30.29,45.9,0.0,0.0,1.5,Minute Maid Park,True,,,,,,,,,,SP,33.41
91026,Ryan Pyka,RP,21.0,,,,33.61,39.47,,,,,28.57,44.0,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,RP,32.43
91032,Jordan Amalla,LF,21.0,,,,32.42,39.16,25.11,42.01,39.93,42.38,,,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,28.86,,29.26,25.11,RF,29.26
91035,Doug Milne,SP,20.0,,,,34.11,38.92,,,,,30.97,44.23,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,,SP,33.62
91040,Alvaro Arellano,RP,20.0,,,,33.84,41.91,,,,,27.07,46.74,0.0,0.0,0.5,Minute Maid Park,True,,,,,,,,,,RP,31.99
91042,Bryan Brady,2B,21.0,,,,31.14,40.11,25.12,43.12,0.0,55.16,,,0.0,0.0,-0.5,Minute Maid Park,True,,,,,,,,,25.12,DH,25.12
91069,Ray Acosta,RP,20.0,,,,35.18,41.29,,,,,29.27,57.58,0.0,0.0,-1.0,Minute Maid Park,True,,,,,,,,,,RP,36.35
91076,Steve Edwards,CF,21.0,,,,42.58,51.33,27.09,47.72,47.85,58.38,,,0.56,0.0,0.0,Minute Maid Park,True,,29.94,39.36,,,33.68,44.51,33.68,27.09,CF,44.51
91091,Eddie Babbie,2B,21.0,,,,35.26,39.37,26.36,40.27,44.46,29.84,,,0.0,0.0,0.0,Minute Maid Park,True,,28.2,35.51,,,,,,26.36,2B,35.51
