ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
76011,Eddie Vazquez,2B,22.0,Puerto Rico Islanders,Puerto Rico Islanders,IND,32.54,34.6,21.0,32.25,39.88,35.5,,,,0.0,0.0,-2.0,N/A,False,,,31.11,,,25.23,,,21.0,2B,31.11
76014,Mike Montesinos,2B,23.0,Tupper Lake RiverPigs,Tupper Lake RiverPigs,IND,31.6,32.79,22.75,27.0,52.0,33.25,,,,0.0,0.0,0.0,N/A,False,,26.2,,,,,,,22.75,1B,26.2
76126,Curt Stemper,1B,36.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,63.65,62.37,61.0,61.0,61.17,63.5,,,,2.0,-3.0,1.5,N/A,False,,62.02,60.8,57.75,,,,,61.0,1B,62.02
76244,Eddie Giacobone,SS,23.0,Amarillo Sod Poodles,San Diego Padres,AA,54.25,57.61,38.0,43.25,59.6,48.0,,,,0.0,2.0,0.5,N/A,False,,41.5,47.55,49.98,,40.72,,42.3,38.0,3B,49.98
76281,Danny Miranda,SP,27.0,Seattle Torpedoes,Seattle Torpedoes,IND,36.3,36.3,,,,,36.0,36.0,40.45,0.0,0.0,3.0,N/A,False,,,,,,,,,,SP,34.39
77324,Andy Oliva,1B,25.0,Artemisa Cazadores,Artemisa Cazadores,INT,31.76,36.07,27.25,37.5,0.0,22.0,,,,0.0,0.0,-0.5,N/A,False,,,,,,,,,27.25,DH,27.25
77333,Matt Rose,RF,36.0,New York Mets,New York Mets,ML,58.87,57.83,50.0,50.0,58.83,65.25,,,,1.0,-3.0,2.5,N/A,False,,,,,,52.91,55.8,52.95,50.0,CF,55.8
77373,Steve Sims,2B,34.0,Chicago Cubs,Chicago Cubs,ML,62.69,61.25,57.5,57.5,53.75,26.5,,,,2.0,-3.0,4.5,N/A,False,,55.5,53.05,,,,,,57.5,DH,57.5
77424,Kevin Hight,RP,35.0,Los Angeles Angels,Los Angeles Angels,ML,43.37,42.06,,,,,49.25,49.25,46.65,1.15,-3.0,-1.0,N/A,False,,,,,,,,,,RP,48.6
77469,Vinny Verdugo,SP,23.0,,,,34.69,38.12,,,,,29.25,36.5,37.3,0.0,0.0,3.5,N/A,False,,,,,,,,,,SP,30.86
77543,Alex Sotelo,C,33.0,Camaguey Ganaderos,Camaguey Ganaderos,INT,35.06,35.06,28.0,28.0,38.88,21.0,,,,0.0,0.0,1.0,N/A,False,34.12,,,,,,,29.18,28.0,C,34.12
77765,Edgar Guzman,RP,22.0,,,,31.41,36.06,,,,,21.5,36.75,39.7,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,26.05
77826,Rodrigo Castaneda,1B,34.0,,,,57.78,56.62,54.25,54.25,44.5,39.5,,,,1.0,0.0,0.0,N/A,False,,,,,,,,51.31,54.25,DH,54.25
77963,Drew Rutgers,RP,27.0,,,,37.3,37.3,,,,,37.5,37.5,43.43,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,38.98
77980,Jake Hylton,1B,24.0,San Antonio Missions,Milwaukee Brewers,AAA,46.28,47.69,45.25,47.25,42.0,25.0,,,,1.12,3.0,-1.5,N/A,False,,43.91,,,,,,,45.25,DH,45.25
78351,Eddie Mancilla,1B,39.0,Quintana Roo Tigres,Quintana Roo Tigres,INT,55.68,54.29,53.5,53.5,51.19,42.75,,,,1.0,0.0,-1.0,N/A,False,,53.21,49.84,53.41,,,,51.38,53.5,DH,53.5
79041,Richard Diaz,RP,20.0,Boston Men-O-War,Boston Men-O-War,IND,33.82,37.57,,,,,27.5,36.75,45.3,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,31.95
79294,Raul Cavazos,RP,22.0,,,,33.19,35.79,,,,,27.5,35.0,39.02,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,30.38
79484,Brad Herold,CF,33.0,Tacoma Rainiers,Seattle Mariners,AAA,58.56,58.56,44.5,44.5,57.75,71.0,,,,0.0,-3.0,0.0,N/A,False,,46.17,51.2,,53.15,49.81,58.99,50.0,44.5,CF,58.99
79492,Nelson Flores,3B,38.0,Union Laguna Algodoneros,Union Laguna Algodoneros,INT,43.67,43.67,41.5,41.5,51.17,43.25,,,,0.0,0.0,-1.0,N/A,False,,42.34,,46.99,,,,43.1,41.5,3B,46.99
79642,Adrian Banuelos,1B,27.0,,,,41.11,42.15,40.0,42.0,44.0,32.75,,,,0.0,0.0,0.0,N/A,False,,39.94,,43.69,,,,39.27,40.0,3B,43.69
79644,Greg Cervantes,LF,33.0,Witbank Seadogs,Tembisa Brawlers,AA,46.87,45.35,52.75,52.75,50.25,47.5,,,,1.0,-3.0,-2.5,N/A,False,,,,,,51.85,,,52.75,DH,52.75
79646,Hans Chorosz,RP,27.0,Chicago Dogs,Chicago Dogs,IND,33.95,34.72,,,,,26.75,29.0,42.7,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,30.74
79687,Ettore Frugoni,LF,32.0,,,,49.83,47.97,49.75,49.75,55.38,41.25,,,,1.0,0.0,-1.0,N/A,False,,,,,,49.58,,49.91,49.75,RF,49.91
79707,Jose Covarrubias,SP,34.0,,,,31.37,31.37,,,,,27.25,27.25,43.02,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,25.41
79722,Ben Woods,SP,34.0,,,,31.79,31.79,,,,,28.25,28.25,36.1,0.0,0.0,-3.0,N/A,False,,,,,,,,,,SP,29.82
79830,Juan Orta,C,28.0,,,,51.5,51.94,35.5,36.5,48.0,24.25,,,,0.0,0.0,1.5,N/A,False,49.29,,,,,,,35.05,35.5,C,49.29
80029,Juan Trinidad,C,26.0,Tupper Lake RiverPigs,Tupper Lake RiverPigs,IND,49.73,52.07,34.25,39.25,47.62,38.5,,,,0.0,0.0,0.0,N/A,False,49.86,,,,,,,35.39,34.25,C,49.86
80297,Andy Crivelli,CF,20.0,Gary SouthShore RailCats,Gary SouthShore RailCats,IND,50.0,57.01,24.0,39.25,61.0,56.5,,,,0.0,0.0,0.0,N/A,False,,,,,,32.73,50.0,,24.0,CF,50.0
80552,Joe Varnes,SP,26.0,,,,32.38,34.45,,,,,36.25,42.75,40.8,0.0,0.0,-3.5,N/A,False,,,,,,,,,,SP,32.16
80657,Joe Ewen,C,26.0,Gwinnett Stripers,Atlanta Braves,AAA,60.14,60.62,37.25,39.5,48.42,25.5,,,,0.0,0.0,3.5,N/A,False,54.16,37.24,,,,,,36.49,37.25,C,54.16
80665,Aaron Robbs,LF,35.0,Brakpan Barons,Brakpan Barons,INT,57.79,56.64,44.75,44.75,56.17,38.5,,,,1.0,0.0,3.0,N/A,False,,,,,,45.77,51.26,46.04,44.75,CF,51.26
80755,Erik Dickman,SP,39.0,Los Angeles Dodgers,Los Angeles Dodgers,ML,43.47,42.19,,,,,49.75,49.75,42.12,1.1,-3.0,4.5,N/A,False,,,,,,,,,,SP,43.23
80787,Julian Turcios,CF,27.0,,,,55.59,55.59,41.25,41.25,52.05,42.5,,,,0.0,0.0,4.0,N/A,False,,,44.98,45.7,,42.88,49.44,43.44,41.25,CF,49.44
80845,Beco Romano,C,25.0,Charlotte Stone Crabs,Montreal Expos,A,41.28,41.53,43.75,45.0,49.5,24.0,,,,0.06,-3.0,0.0,N/A,False,46.79,,,,,,,,43.75,C,46.79
80851,Hector Orozco,SP,24.0,Nashville Sounds,Texas Rangers,AAA,53.69,56.46,,,,,45.0,49.0,49.58,1.19,2.5,2.5,N/A,False,,,,,,,,,,SP,45.91
80872,Hector Lujan,SP,28.0,New York Mets,New York Mets,ML,46.41,44.92,,,,,49.5,49.5,59.2,1.02,0.0,3.0,N/A,False,,,,,,,,,,SP,43.94
80874,David Thompson,RP,38.0,Botshabelo Matadors,Botshabelo Matadors,INT,41.86,41.86,,,,,41.25,41.25,37.91,0.0,0.0,4.0,N/A,False,,,,,,,,,,RP,40.42
80895,Cam Farrell,LF,24.0,,,,36.58,37.68,36.75,39.0,51.0,20.0,,,,0.0,0.0,0.5,N/A,False,,,,,,37.06,,37.36,36.75,RF,37.36
80906,Jonathan Abell,RP,33.0,Columbus Clippers,Cleveland Guardians,AAA,43.29,42.21,,,,,46.75,46.75,42.71,0.94,-3.0,2.0,N/A,False,,,,,,,,,,RP,45.74
80989,Tony Gonzalez,3B,22.0,Puerto Rico Islanders,Puerto Rico Islanders,IND,37.22,40.33,22.0,30.0,46.25,46.25,,,,0.0,0.0,3.5,N/A,False,,,,35.36,,,,27.65,22.0,3B,35.36
81076,Mike Williamson,C,31.0,Aurora Bulldozers,Aurora Bulldozers,IND,63.28,62.63,46.75,46.75,67.25,43.0,,,,1.0,0.0,0.0,N/A,False,60.91,,,,,,,,46.75,C,60.91
81209,Alex Pineda,1B,39.0,Durango Generales,Durango Generales,INT,54.65,53.13,51.75,51.75,41.62,30.0,,,,1.0,0.0,0.0,N/A,False,,,,,,47.92,,48.19,51.75,DH,51.75
81248,Jose Curet,RP,31.0,Gary SouthShore RailCats,Gary SouthShore RailCats,IND,35.17,35.17,,,,,30.5,30.5,43.88,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,33.84
81298,Dan Fowler,C,31.0,,,,58.67,58.67,44.5,44.5,49.62,38.0,,,,0.0,0.0,3.0,N/A,False,53.1,,,,,,,43.47,44.5,C,53.1
81299,Jon Anzualda,LF,24.0,St. Lucie Mets,New York Mets,A,37.79,39.68,41.0,44.25,47.38,36.5,,,,0.0,-3.0,0.5,N/A,False,,,,,,40.81,,42.2,41.0,RF,42.2
81309,Sal Guzman,CL,28.0,Kansas City Spectres,Kansas City Spectres,IND,53.72,52.37,,,,,48.0,48.0,63.15,0.83,0.0,-0.5,N/A,False,,,,,,,,,,RP,51.79
81880,Tim Strait,SP,39.0,,,,40.81,40.73,,,,,45.75,45.75,38.45,0.08,0.0,-1.0,N/A,False,,,,,,,,,,SP,44.29
81972,Steve Rios,SP,42.0,Puebla Pericos,Puebla Pericos,INT,39.17,39.17,,,,,44.25,44.25,35.6,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,42.52
82019,Art Zocchi,RP,38.0,York Revolution,York Revolution,IND,44.21,42.97,,,,,45.0,45.0,46.65,1.0,0.0,0.0,N/A,False,,,,,,,,,,RP,45.41
82037,Bob Willin,1B,38.0,,,,60.43,59.55,55.5,55.5,0.0,20.5,,,,1.0,0.0,1.5,N/A,False,,,,,,,,,55.5,DH,55.5
82096,Dario Gutierrez,SP,38.0,Dos Laredos Tecolotes,Dos Laredos Tecolotes,INT,42.31,42.31,,,,,45.75,45.75,43.65,0.0,0.0,2.0,N/A,False,,,,,,,,,,SP,42.83
82101,Jose Rivero,SP,19.0,Chicago White Sox,Chicago White Sox,,31.48,37.22,,,,,30.0,46.75,42.38,0.31,0.0,-2.0,N/A,False,,,,,,,,,,SP,27.48
82197,Dave Zarzecki,SP,37.0,Doosan Bears,Doosan Bears,INT,37.65,37.59,,,,,45.25,45.25,36.1,0.08,0.0,-4.0,N/A,False,,,,,,,,,,SP,43.42
82221,Jaylen Keal,C,37.0,,,,48.44,46.75,45.0,45.0,52.75,20.0,,,,1.0,0.0,-1.0,N/A,False,49.17,,,,,,,,45.0,C,49.17
82226,Bob Ball,1B,38.0,Oaxaca Guerreros,Oaxaca Guerreros,INT,42.94,42.94,43.75,43.75,44.83,39.5,,,,0.0,0.0,1.5,N/A,False,,43.66,43.89,,,,,43.44,43.75,2B,43.89
82285,Jerry Rivera,SP,38.0,Dundee Crawfish,Johannesburg Jesters,AA,35.09,35.09,,,,,40.75,40.75,32.88,0.0,-3.0,-1.0,N/A,False,,,,,,,,,,SP,39.18
82288,Doug Palmer,LF,38.0,Detroit Tigers,Detroit Tigers,ML,57.78,56.62,55.75,55.75,53.75,47.75,,,,1.0,-3.0,1.5,N/A,False,,,,,,54.61,,54.69,55.75,DH,55.75
82304,Doriano Chechi,RF,25.0,Trois-Rivieres Aigles,Trois-Rivieres Aigles,IND,47.54,49.1,44.0,45.25,54.38,49.25,,,,0.06,0.0,2.5,N/A,False,,,,,,46.06,,46.1,44.0,RF,46.1
82309,Leo Espinoza,SP,16.0,Detroit (CMPX) Tigers,Detroit Tigers,R,34.41,41.82,,,,,26.0,39.25,42.4,0.0,2.5,2.0,N/A,False,,,,,,,,,,SP,29.28
82460,Juan Laureano,SP,18.0,Texas Rangers,Texas Rangers,,33.36,44.34,,,,,25.5,44.5,49.57,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,30.32
82527,Ben Archdeacon,SP,27.0,,,,39.4,39.4,,,,,43.25,43.25,48.5,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,39.3
82554,Freddy Nunez,LF,24.0,,,,46.69,54.3,40.0,46.25,52.12,60.0,,,,0.31,0.0,3.5,N/A,False,,,,,,43.31,,44.33,40.0,RF,44.33
82555,Nestor Ortega,SP,24.0,Pensacola Blue Wahoos,Minnesota Twins,AA,39.34,43.36,,,,,39.5,44.5,42.35,0.0,1.67,0.0,N/A,False,,,,,,,,,,SP,40.07
82568,Shoji Menano,SP,27.0,,,,35.01,35.22,,,,,38.75,39.25,50.12,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,36.02
82570,David Gonzalez,1B,26.0,Atlanta Sunchasers,Atlanta Sunchasers,IND,49.03,47.27,45.5,45.5,41.0,41.25,,,,1.0,0.0,3.0,N/A,False,,44.84,,,,,,,45.5,DH,45.5
82689,Chad Higgins,1B,34.0,Long Island Ducks,Long Island Ducks,IND,52.31,50.49,50.75,50.75,0.0,59.75,,,,1.0,0.0,-0.5,N/A,False,,,,,,,,,50.75,DH,50.75
82694,Kang-cheol Lee,RP,37.0,KIA Tigers,KIA Tigers,INT,35.12,35.12,,,,,31.25,31.25,37.17,0.0,0.0,2.5,N/A,False,,,,,,,,,,RP,32.73
82704,Kwang-sik Ahn,SP,37.0,KIA Tigers,KIA Tigers,INT,45.18,45.18,,,,,44.0,44.0,42.15,0.0,0.0,3.5,N/A,False,,,,,,,,,,SP,43.63
82967,Pete Secrest,SP,39.0,Aurora Bulldozers,Aurora Bulldozers,IND,39.57,39.5,,,,,45.75,45.75,36.6,0.08,0.0,-2.0,N/A,False,,,,,,,,,,SP,43.92
83002,Pat Belanger,SP,39.0,Atlanta Braves,Atlanta Braves,ML,52.48,50.24,,,,,53.25,53.25,40.1,1.23,-3.0,2.5,N/A,False,,,,,,,,,,SP,50.62
83138,Steve Northeast,SP,41.0,,,,44.69,44.25,,,,,52.75,52.75,41.2,0.33,0.0,-1.5,N/A,False,,,,,,,,,,SP,47.94
83248,Jonathan Jennings,1B,37.0,Worcester Gulls,Cape Town Flying Tigers,AA,46.03,44.61,47.75,47.75,52.25,45.25,,,,1.0,-3.0,-1.5,N/A,False,,48.15,51.21,,,47.5,,,47.75,2B,51.21
83271,Joey Olp,1B,24.0,Tulsa Drillers,Los Angeles Dodgers,AA,44.08,44.0,46.25,47.25,0.0,35.75,,,,1.06,0.0,-1.0,N/A,False,,,,,,,,,46.25,DH,46.25
83304,Tomoshi Horita,RP,34.0,St. Louis Cardinals,St. Louis Cardinals,ML,47.27,45.96,,,,,48.75,48.75,44.4,0.83,-3.0,3.0,N/A,False,,,,,,,,,,RP,47.66
83339,Kevin Berte,1B,37.0,Chicago White Sox,Chicago White Sox,ML,58.57,56.32,57.0,57.0,35.0,25.25,,,,2.0,-3.0,0.0,N/A,False,,,,,,50.52,,,57.0,DH,57.0
83367,Mike Medeiros,DH,37.0,San Diego Padres,San Diego Padres,ML,63.33,62.0,62.5,62.5,53.75,27.25,,,,2.0,-3.0,0.5,N/A,False,,,,,,57.62,,57.7,62.5,DH,62.5
83377,Juan Luevano,C,35.0,,,,40.42,40.42,42.0,42.0,46.5,38.25,,,,0.0,0.0,-2.0,N/A,False,44.96,,,,,,,,42.0,C,44.96
83429,Mike O'Maley,LF,34.0,,,,58.66,58.66,42.0,42.0,49.5,68.75,,,,0.0,0.0,3.0,N/A,False,,43.04,45.35,,,46.62,53.09,46.33,42.0,CF,53.09
83456,Jose Simon Frye,3B,36.0,Indianapolis Indians,Pittsburgh Pirates,AAA,60.85,59.07,57.5,57.5,50.31,46.25,,,,2.0,-3.0,2.0,N/A,False,,56.39,52.44,55.81,,,,54.58,57.5,DH,57.5
83497,Chris Mikel,RF,36.0,,,,41.18,41.18,43.5,43.5,53.38,22.75,,,,0.0,0.0,0.0,N/A,False,,,,,,42.06,,43.75,43.5,RF,43.75
83517,Billy Ruiz,2B,37.0,Arizona Diamondbacks,Arizona Diamondbacks,ML,64.51,63.96,53.0,53.0,68.36,30.5,,,,1.0,-3.0,3.0,N/A,False,,53.77,60.2,61.77,63.05,52.06,55.94,52.25,53.0,SS,63.05
83544,Kai Green,3B,37.0,,,,61.84,61.07,50.25,50.25,53.95,64.0,,,,1.0,0.0,3.0,N/A,False,,51.71,53.2,55.78,,50.91,,51.81,50.25,3B,55.78
83563,Kevin Lafferty,1B,36.0,Lancaster Barnstormers,Lancaster Barnstormers,IND,53.53,51.88,50.25,50.25,56.0,63.75,,,,1.0,0.0,-0.5,N/A,False,,51.5,,,,,,,50.25,1B,51.5
83590,Ben Loveland,2B,37.0,Iowa Cubs,Chicago Cubs,AAA,58.89,57.85,50.5,50.5,53.42,59.25,,,,1.0,-3.0,3.0,N/A,False,,51.79,55.31,,,50.1,,,50.5,2B,55.31
83652,Jorge Alvarez,2B,38.0,Monterrey Sultanes,Monterrey Sultanes,INT,38.98,38.98,44.5,44.5,43.12,53.5,,,,0.0,0.0,-4.0,N/A,False,,44.7,45.29,,,,,,44.5,2B,45.29
83772,Willie Castro,SP,18.0,Los Angeles Dodgers,Los Angeles Dodgers,,31.46,35.49,,,,,22.0,34.75,40.75,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,23.25
83775,Manny Aguilar,RF,36.0,Monterrey Sultanes,Monterrey Sultanes,INT,52.73,50.97,50.0,50.0,47.75,50.0,,,,1.0,0.0,0.5,N/A,False,,,,,,49.66,,,50.0,DH,50.0
83776,Jonathan Cordova,RP,17.0,Puerto Rico Islanders,Puerto Rico Islanders,,33.17,36.64,,,,,28.25,37.75,38.55,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,30.83
83778,Omar Ortega,RP,21.0,Kansas City T-Bones,Kansas City T-Bones,IND,32.29,34.26,,,,,24.5,31.25,40.05,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,28.39
83786,Danny Jimenez,RP,36.0,Quintana Roo Tigres,Quintana Roo Tigres,INT,36.19,36.19,,,,,35.0,35.0,41.8,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,36.7
83789,Hector Aguirre,2B,18.0,Los Angeles Angels,Los Angeles Angels,,36.42,43.87,23.75,42.75,47.92,41.5,,,,0.0,0.0,1.5,N/A,False,,27.66,36.1,,,28.34,,,23.75,2B,36.1
83820,Ramon Alcaraz,1B,38.0,Monterrey Sultanes,Monterrey Sultanes,INT,45.59,44.21,46.75,46.75,53.5,48.25,,,,1.0,0.0,-1.5,N/A,False,,,,,,,,47.91,46.75,RF,47.91
83832,Billy Dreisbach,C,32.0,,,,60.23,59.32,49.0,49.0,57.38,27.75,,,,1.0,0.0,-1.5,N/A,False,58.26,48.14,,,,,,,49.0,C,58.26
83840,Jesus Lora,CL,35.0,Samsung Lions,Samsung Lions,INT,43.65,42.47,,,,,45.0,45.0,44.89,1.0,0.0,0.0,N/A,False,,,,,,,,,,RP,44.97
83846,Jaime Wall,SP,34.0,Detroit Legends,Detroit Legends,IND,47.03,45.5,,,,,45.0,45.0,39.25,1.0,0.0,3.5,N/A,False,,,,,,,,,,SP,43.85
83882,Dan Erickson,CF,34.0,Oakland Athletics,Oakland Athletics,ML,61.8,61.03,45.5,45.5,64.4,63.75,,,,1.0,-3.0,1.5,N/A,False,,48.36,55.88,,,50.44,60.23,49.42,45.5,CF,60.23
83891,Jamie Recio,SP,33.0,,,,40.86,39.99,,,,,48.5,48.5,40.93,0.94,0.0,0.5,N/A,False,,,,,,,,,,SP,41.99
83937,Danny Aguirre,2B,23.0,,,,42.0,42.89,38.75,40.5,51.25,57.0,,,,0.0,0.0,-3.0,N/A,False,,41.09,47.55,,,41.85,,42.34,38.75,2B,47.55
83943,Esteban Carrizales,C,23.0,Quintana Roo Tigres,Quintana Roo Tigres,INT,43.92,46.18,30.75,37.25,44.5,27.5,,,,0.0,0.0,3.0,N/A,False,43.19,,,,,31.85,,,30.75,C,43.19
83969,Gilberto Aguirre,3B,38.0,Puebla Pericos,Puebla Pericos,INT,50.42,48.5,50.75,50.75,48.7,64.25,,,,1.0,0.0,-3.0,N/A,False,,51.45,51.88,52.21,,50.83,,51.61,50.75,3B,52.21
83974,Tony Aguirre,1B,38.0,,,,44.08,44.08,38.0,38.0,54.33,36.25,,,,0.0,0.0,-1.5,N/A,False,,39.21,,47.81,,,,39.92,38.0,3B,47.81
84078,Kyle Rice,RP,39.0,Krugersdorp Devil Dogs,Krugersdorp Devil Dogs,INT,39.83,39.68,,,,,43.75,43.75,37.3,0.17,0.0,0.0,N/A,False,,,,,,,,,,RP,42.14
84230,Goh Ikeda,SP,37.0,Krugersdorp Devil Dogs,Krugersdorp Devil Dogs,INT,41.51,40.53,,,,,45.0,45.0,45.4,1.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,45.08
