ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
113689,Robby Monson,CL,21,,,,56.39,67.72,,,,,46.2,72.25,69.8,1.96,0,0,Nationals Park,TRUE,,,,,,,,,,RP,52.1
113788,Luis Perez,CL,18,,,,50.11,67.67,,,,,38.55,68.93,67.25,1.33,0,3,Nationals Park,TRUE,,,,,,,,,,RP,45.72
113812,Eddy Molina,2B,21,,,,56.86,67.66,45.53,66.98,45.28,53.67,,,,2.06,0,4.5,Nationals Park,TRUE,,45.88,47.88,,,,,45.79,45.53,2B,47.88
112300,Jon Beason,RF,18,,,,36.83,67.49,27.89,68.46,48.07,58.68,,,,1.5,0,2.5,Nationals Park,TRUE,,,,,,33.73,,34.27,27.89,RF,34.27
113815,Salvatore Vasquez,RP,18,,,,48.11,67.2,,,,,38.31,68.27,69.8,1.31,0,1.5,Nationals Park,TRUE,,,,,,,,,,RP,46.18
112409,D.J. Mitchum,SS,17,,,,42.78,67.19,27.36,68.12,52.2,58.2,,,,1.5,0,2,Nationals Park,TRUE,,31.27,41.74,40.96,,33.77,,34.42,27.36,2B,41.74
115202,Chris Ladd,RP,17,,,,45.47,67.18,,,,,36.81,68.88,69.8,1.27,0,1,Nationals Park,TRUE,,,,,,,,,,RP,45.06
112308,Jonathon Davison,RF,18,,,,36.02,67.06,30.17,69.76,50.05,51.37,,,,1.44,0,0,Nationals Park,TRUE,,,,,,35.08,,35.47,30.17,RF,35.47
113799,Steve Jones,3B,18,,,,39.44,66.98,30.67,68.06,43.57,39.55,,,,1.38,0,1.5,Nationals Park,TRUE,,32.25,,38.98,,33.15,,33.39,30.67,3B,38.98
113821,Dan Stewart,CF,21,,,,44.63,66.94,45.05,70.46,55.55,43.33,,,,1.25,0,-1,Nationals Park,TRUE,,,,,,46.48,,46.42,45.05,LF,46.48
115327,Dan Cook,CF,22,,,,60.36,66.92,55.22,68.41,51.17,43.08,,,,1.69,0,1,Nationals Park,TRUE,,53.89,,,,53.56,53.25,53.43,55.22,DH,55.22
113813,Mike Andrade,CF,22,,,,60.66,66.84,47.99,67.7,55.13,44.34,,,,1.94,0,1.5,Nationals Park,TRUE,,48.31,,,,48.74,54.83,48.42,47.99,CF,54.83
112233,Mike Norris,SP,18,,,,37.78,66.82,,,,,32.66,71.33,70.4,1.48,0,3,Nationals Park,TRUE,,,,,,,,,,SP,35.21
112299,Mike Case,SP,18,,,,39.98,66.61,,,,,33.9,68.57,71.27,1.6,0,2,Nationals Park,TRUE,,,,,,,,,,SP,38.87
113613,Pat Higginson,2B,21,,,,60.51,66.37,52.09,68.01,54.26,64.74,,,,1.75,0,0,Nationals Park,TRUE,,52.32,56.34,,,53.9,56.29,53.24,52.09,2B,56.34
115275,Mike Rollins,RF,17,,,,37.22,66.37,31.68,66.51,44.72,53.16,,,,1.19,0,1.5,Nationals Park,TRUE,,,,,,35.38,,36.18,31.68,RF,36.18
113669,Sam Woodward,SP,18,,,,44.73,66.19,,,,,36.19,63.83,72.6,1.33,0,2,Nationals Park,TRUE,,,,,,,,,,SP,43.47
113622,Vince Figueroa,2B,18,,,,42.09,65.94,30.31,65,46.47,50.88,,,,1.19,0,2,Nationals Park,TRUE,,32.6,41.44,,,34.8,,34.7,30.31,2B,41.44
113642,Robert Diaz,CF,21,,,,43.01,65.9,44.32,66.92,47.57,34.52,,,,1.12,0,0,Nationals Park,TRUE,,,,,,43.93,,43.72,44.32,DH,44.32
113844,Doug Johnston,CL,17,,,,39.8,65.88,,,,,32.16,66.29,68.6,1,0,0,Nationals Park,TRUE,,,,,,,,,,RP,41.27
112276,Josh Hansen,2B,17,,,,37.19,65.78,28.12,66.65,44.25,41.8,,,,1.31,0,0,Nationals Park,TRUE,,30.69,37.51,,,31.24,,,28.12,2B,37.51
113719,Jorge Sandoval,2B,21,,,,55.28,65.61,44.52,65.77,53.01,46.38,,,,1.06,0,0.5,Nationals Park,TRUE,,45.26,48.95,,,45.97,51.64,45.8,44.52,CF,51.64
112334,Josh Modisette,SP,18,,,,41.7,65.59,,,,,31.13,60.37,74.62,1.44,0,3,Nationals Park,TRUE,,,,,,,,,,SP,39.83
112202,Mirim Jirecek,SP,17,,,,39.53,65.5,,,,,35.67,67.69,74.45,1.54,0,4.5,Nationals Park,TRUE,,,,,,,,,,SP,35.92
115236,Daniel Carreto,LF,21,,,,48.85,65.41,46.09,64.34,42.26,31.75,,,,1.81,0,1.5,Nationals Park,TRUE,,44.46,,,,44.87,,,46.09,DH,46.09
115211,Chad Rabine,CF,21,,,,57.82,65.36,46.25,66.24,54.87,49.63,,,,2,0,-0.5,Nationals Park,TRUE,,,,,,48.01,53.78,47.35,46.25,CF,53.78
112224,Travis Williams,SP,18,,,,36.65,65.35,,,,,33.66,69.84,49.2,1.21,0,2.5,Nationals Park,TRUE,,,,,,,,,,SP,34.27
113602,Steve Dupree,3B,22,,,,56.23,65.35,50.32,68.21,54,52.15,,,,1.81,0,-2.5,Nationals Park,TRUE,,51.78,52.15,54.62,,49.94,,49.84,50.32,3B,54.62
113806,Nate Tillman,CL,21,,,,55.21,65.23,,,,,45.63,64.02,69.8,1.48,0,0,Nationals Park,TRUE,,,,,,,,,,RP,51.67
112331,Tommy Krueger,SP,17,,,,37.09,65.19,,,,,31.34,66.23,49.55,1.19,0,2.5,Nationals Park,TRUE,,,,,,,,,,SP,34.98
113599,Steve Sherburn,CL,21,,,,58.34,65.18,,,,,47.15,62.07,67.25,1.6,0,2,Nationals Park,TRUE,,,,,,,,,,RP,52.17
113649,Sean Morrison,CL,22,,,,56.73,65.11,,,,,45.65,62.57,63.15,1.81,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,50.03
115254,Alan Thompson,CF,19,,,,47.82,65.08,37.47,65.66,48.79,56.69,,,,1.38,0,-0.5,Nationals Park,TRUE,,38.59,,,,41.46,47.95,41.7,37.47,CF,47.95
113726,Kurt Beahan,RP,22,,,,56.19,65.03,,,,,44.9,62.12,65.9,1.75,0,2,Nationals Park,TRUE,,,,,,,,,,RP,50.15
112403,Mike Maynard,CL,17,,,,41.5,64.97,,,,,32.38,61.22,66.12,0.75,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,40.82
115285,Bobby Steiner,C,22,,,,49.18,64.92,47.33,64.85,48.32,22.17,,,,1.81,0,0,Nationals Park,TRUE,47.77,,,,,,,44.75,47.33,C,47.77
112301,Jonathan Lott,3B,18,,,,40.9,64.9,28.65,63.3,53.05,32.24,,,,1.12,0,1.5,Nationals Park,TRUE,,32.17,40.85,39.86,,31.96,,31.74,28.65,2B,40.85
113766,R.J. Oyler,CL,22,,,,54.86,64.66,,,,,44.38,60.48,65.9,0.65,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,49.76
115274,Jim Lundy,SS,18,,,,41.84,64.61,35.12,66.24,53.12,41.07,,,,1.06,0,-2,Nationals Park,TRUE,,37.91,44.41,45.33,,,,36.58,35.12,3B,45.33
110099,John Vroom,CF,21,,,,47.11,64.57,33.65,65.66,54.64,45.87,,,,1.06,0,-1.5,Nationals Park,TRUE,,,,,,37.8,48.84,,33.65,CF,48.84
115191,Ben Houck,SS,20,,,,61.14,64.56,38.89,60.26,53.12,60.2,,,,1.12,0,2.5,Nationals Park,TRUE,,41.17,51.31,48.19,55.23,41.38,,41.92,38.89,SS,55.23
113827,Erik McKechnie,CF,22,,,,60.96,64.54,49.03,64.11,57.04,61.99,,,,1.75,0,0,Nationals Park,TRUE,,48.88,,,,52.46,56.88,52.55,49.03,CF,56.88
115319,Ron Kavanaugh,CF,22,,,,62.72,64.5,42.41,54.48,55.43,60.93,,,,0.62,0,3.5,Nationals Park,TRUE,,43.3,,44.56,,47.34,56.91,47.47,42.41,CF,56.91
113756,Gabe Havens,1B,21,,,,45.91,64.41,46.32,64.37,0,25.96,,,,1.81,0,-0.5,Nationals Park,TRUE,,,,,,,,,46.32,DH,46.32
112329,Kevin Ferree,3B,18,,,,37.92,64.39,27.36,63.82,49.59,34.25,,,,1.25,0,0,Nationals Park,TRUE,,29.67,36.41,38.64,,31.37,,32.02,27.36,3B,38.64
113641,Eric Marro,CL,18,,,,43.47,64.35,,,,,34.8,60.62,63.15,1.44,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,41.89
113676,Tommy Benson,RF,22,,,,42.69,64.34,42.23,61.74,46.44,30.48,,,,0.94,0,2,Nationals Park,TRUE,,,,,,41.55,,41.83,42.23,DH,42.23
115212,Brad Kellow,SP,21,,,,54.14,64.3,,,,,45.37,61.67,64.08,1.79,0,1.5,Nationals Park,TRUE,,,,,,,,,,SP,49.11
113833,Dan Lantz,CF,20,,,,60.38,64.28,42.71,61.63,58.34,58.7,,,,1,0,2,Nationals Park,TRUE,,,,,,46.59,54.94,46.43,42.71,CF,54.94
116903,Isaiah Cutliff,2B,20,,,,54.88,64.14,41.39,63.87,51.36,50.13,,,,1.06,0,-0.5,Nationals Park,TRUE,,41.89,46.24,,,44.41,52.35,43.75,41.39,CF,52.35
113808,Josh Evans,C,22,,,,54.56,64.07,42.04,60.25,51.79,31.51,,,,0.81,0,3,Nationals Park,TRUE,44.98,,,,,42.62,48.87,42.75,42.04,CF,48.87
113820,Zach Petersen,RP,22,,,,56.16,64.02,,,,,44.14,58.6,64.85,1.56,0,3,Nationals Park,TRUE,,,,,,,,,,RP,49.32
113783,Doug Jackson,3B,17,,,,40.62,63.93,25.87,62.01,53.44,40.81,,,,1.25,0,1,Nationals Park,TRUE,,29.63,,40.93,,30.8,,31.19,25.87,3B,40.93
113755,R.J. Romsdahl,RP,21,,,,58.07,63.81,,,,,50.15,61.79,69.8,1.46,0,-1,Nationals Park,TRUE,,,,,,,,,,RP,55.06
113746,Bruce Brocklebank,SS,21,,,,56.2,63.79,41.51,60.73,57.05,56.93,,,,1,0,2,Nationals Park,TRUE,,44.43,50.91,49.32,,44.51,,45.05,41.51,2B,50.91
115213,Greg Shaughnessy,LF,21,,,,39.76,63.66,41.16,63.55,50.32,35.26,,,,1.06,0,-1,Nationals Park,TRUE,,,,,,42.16,,41.73,41.16,LF,42.16
112336,Brad Hall,CL,18,,,,39.38,63.62,,,,,30.47,59.12,64.55,0.79,0,2,Nationals Park,TRUE,,,,,,,,,,RP,38.99
113703,Phil Overcash,SS,18,,,,57,63.62,20.25,45.76,55.51,43.82,,,,-0.25,0,5,Nationals Park,TRUE,,25.7,42.76,,49.82,25.35,,26.38,20.25,SS,49.82
113828,Chris Vanderford,CF,21,,,,54.01,63.59,43.47,62.42,49.15,50.63,,,,0.94,0,0,Nationals Park,TRUE,,43.48,,,,45.5,51.38,45.07,43.47,CF,51.38
112297,Kennan Gauthier,C,18,,,,41.22,63.53,29.13,62.82,47.78,28.23,,,,1.12,0,-0.5,Nationals Park,TRUE,43.17,,,,,31.61,,31.85,29.13,C,43.17
113748,Kevin Jennings,SP,22,,,,56.74,63.34,,,,,49.38,61.04,65.9,1.67,0,0,Nationals Park,TRUE,,,,,,,,,,SP,52.68
112432,Jeff Anthony,CL,17,,,,43.5,63.32,,,,,34.23,56.5,68.38,0.58,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,42.77
112252,Danny Blanchard,CF,18,,,,48.77,63.29,27.76,59,56.29,55.66,,,,1.06,0,2.5,Nationals Park,TRUE,,32.88,,,,34.33,45.8,34.46,27.76,CF,45.8
115293,Chris McDermott,SP,18,,,,41.9,63.23,,,,,35.63,58.76,64.12,1.12,0,2,Nationals Park,TRUE,,,,,,,,,,SP,41.33
112420,Liam Vonasek,RP,18,,,,39.36,63.16,,,,,29.29,56.55,79.25,0.48,0,-0.5,Nationals Park,TRUE,,,,,,,,,,RP,41.78
113629,Mike Orr,3B,18,,,,38.73,63.12,28.65,60.65,46.85,50.62,,,,1,0,1,Nationals Park,TRUE,,31.49,38.52,38.98,,33.23,,33.88,28.65,3B,38.98
115242,Josh Martin,CF,17,,,,48.67,63.09,34.16,61.6,53.73,42.57,,,,0.94,0,0,Nationals Park,TRUE,,,,,,38.12,48.36,37.5,34.16,CF,48.36
113595,Jesus Rios,C,18,,,,39.97,63.04,28.65,62.54,43.58,21.15,,,,1.12,0,-1,Nationals Park,TRUE,42.35,,,,,,,29.37,28.65,C,42.35
115237,Jake Basnight,SP,21,,,,49.98,63.03,,,,,44.37,60.96,48.75,1.75,0,3,Nationals Park,TRUE,,,,,,,,,,SP,45.24
113829,Eric Rogers,SS,21,,,,43.03,63,39.56,62.97,49.99,50.63,,,,1.19,0,-1.5,Nationals Park,TRUE,,41.65,44.32,45.77,,41.97,,41.76,39.56,3B,45.77
112303,Joe Nicholas,CL,18,,,,40.07,62.97,,,,,34.23,60.3,58.8,0.71,0,1.5,Nationals Park,TRUE,,,,,,,,,,RP,40.37
112415,Eddie Cunningham,CF,18,,,,34.88,62.96,27.28,60.91,50.05,50.37,,,,1.06,0,0.5,Nationals Park,TRUE,,,,,,32.81,,33.2,27.28,RF,33.2
112189,Chris Wagner,RP,18,,,,39.75,62.92,,,,,27.04,53.38,67.25,0.62,0,4.5,Nationals Park,TRUE,,,,,,,,,,RP,37.09
113711,Mitch Jordan,SP,22,,,,55.98,62.81,,,,,49.13,60.31,64.65,1.5,0,0,Nationals Park,TRUE,,,,,,,,,,SP,52.24
113737,Eric Braaten,SP,18,,,,38.85,62.76,,,,,32.09,58.54,71.3,1.19,0,2.5,Nationals Park,TRUE,,,,,,,,,,SP,37.44
112259,Shamar Moore,SP,18,,,,36.18,62.68,,,,,34.9,66.48,76.53,1.46,0,0,Nationals Park,TRUE,,,,,,,,,,SP,35.72
112238,Josh Beggs,C,17,,,,43.64,62.67,26.88,60.97,52.03,32.48,,,,1.12,0,0,Nationals Park,TRUE,,,,,,31.09,44.84,31.03,26.88,CF,44.84
113580,Steve Charles,RP,18,,,,37.11,62.66,,,,,28.59,59.13,66.4,0.67,0,0,Nationals Park,TRUE,,,,,,,,,,RP,38.04
115199,Tim Cassella,SS,22,,,,61.04,62.62,45.72,58.57,53.89,61.97,,,,1.69,0,2,Nationals Park,TRUE,,47.06,52.87,51.02,55.04,47.8,,48.19,45.72,SS,55.04
115314,Jordan Penn,RP,18,,,,38.93,62.59,,,,,32.68,59.73,64.2,0.67,0,0,Nationals Park,TRUE,,,,,,,,,,RP,40.56
112429,Kevin Alldredge,CL,18,,,,44.86,62.58,,,,,34.97,54.8,66.95,0.94,0,3,Nationals Park,TRUE,,,,,,,,,,RP,42.96
112240,Jamie Hall,CF,17,,,,51.27,62.57,25.79,58.82,54.64,65.73,,,,1.19,0,2,Nationals Park,TRUE,,,,,,33.89,47.48,,25.79,CF,47.48
113767,Sam Haston,SP,18,,,,39.33,62.57,,,,,33.65,58.85,71.2,1.06,0,-0.5,Nationals Park,TRUE,,,,,,,,,,SP,41.16
112340,Jeff Meyer,2B,18,,,,40.69,62.52,26.85,58.25,46.91,51.67,,,,1.12,0,2.5,Nationals Park,TRUE,,30.11,39.62,,,31.91,,,26.85,2B,39.62
113742,Steve Jackson,3B,22,,,,58.3,62.52,43.47,54.61,58.62,57.41,,,,0.56,0,3.5,Nationals Park,TRUE,,47.02,,51.67,,46.07,,45.97,43.47,3B,51.67
113607,Oscar Vazquez,SS,22,,,,53.34,62.51,45.56,59.22,51.1,43.06,,,,1.62,0,1.5,Nationals Park,TRUE,,46.28,48.76,48.63,,45.57,,45.73,45.56,2B,48.76
112192,Kevin Weisberg,C,18,,,,45.99,62.46,26.88,56.66,43.98,33.25,,,,1,0,4,Nationals Park,TRUE,42.68,,,,,29.57,,29.84,26.88,C,42.68
116891,DeAndre Patton,C,22,,,,52.33,62.46,49.77,60.65,52.55,26.96,,,,1.5,0,0,Nationals Park,TRUE,,,,,,48.01,,47.8,49.77,DH,49.77
112452,Nate Hughes,CL,17,,,,39.44,62.41,,,,,29.16,55.25,64.6,0.83,0,3,Nationals Park,TRUE,,,,,,,,,,RP,38.02
112387,Norm Conway,CF,18,,,,52.83,62.39,28.29,59.55,50.14,57.94,,,,1.12,0,1,Nationals Park,TRUE,,31.14,38.64,,,35.21,49.44,34.63,28.29,CF,49.44
115239,Adrian Ard,C,18,,,,55.77,62.37,36.16,63.53,56.78,26.19,,,,1.25,0,-3,Nationals Park,TRUE,55.33,,,,,37.43,,37.97,36.16,C,55.33
113680,Joe Passey,CF,19,,,,55.89,62.32,29.1,54.42,57.17,51.88,,,,0.81,0,2.5,Nationals Park,TRUE,,,,,,35.59,50.35,35.16,29.1,CF,50.35
113817,Bret Selway,RF,18,,,,35.42,62.29,27.89,59.41,50.45,47.61,,,,1.06,0,1,Nationals Park,TRUE,,30.89,,,,33.11,,33.76,27.89,RF,33.76
112323,Mike Talley,CF,18,,,,44.05,62.28,29.3,60.39,52.23,37.05,,,,1.12,0,0,Nationals Park,TRUE,,,,,,33.51,45.17,33.38,29.3,CF,45.17
113763,Sonny Dockter,CF,22,,,,54.99,62.13,45.53,58.68,51.89,58.43,,,,1.69,0,1.5,Nationals Park,TRUE,,,,,,47.52,49.8,48.14,45.53,CF,49.8
113647,Joe Broadway,CL,18,,,,40.2,62.1,,,,,34.23,58.23,65.85,0.58,0,0,Nationals Park,TRUE,,,,,,,,,,RP,42.13
112436,Andy McCarthy,CF,17,,,,44.56,62.04,26.55,58.06,52.06,35.52,,,,1.06,0,2,Nationals Park,TRUE,,,,,,31.15,43.62,31.39,26.55,CF,43.62
113714,Alex Ziemke,CF,22,,,,59.87,61.97,40.46,50.82,59.84,51.16,,,,0.5,0,1.5,Nationals Park,TRUE,,,,,,44.56,55.35,43.91,40.46,CF,55.35
113784,Jeff Davies,SS,22,,,,58.22,61.93,38.33,55.39,55.16,65.24,,,,0.88,0,-0.5,Nationals Park,TRUE,,40.94,50.9,48.84,55.28,42.47,,42.9,38.33,SS,55.28
112174,Mike Park,CF,18,,,,45.38,61.88,26.55,57.83,53.23,44.07,,,,1.06,0,2,Nationals Park,TRUE,,,,,,32.12,44.21,32.62,26.55,CF,44.21
115278,Josh Adams,CL,20,,,,53.38,61.88,,,,,41.34,52.2,64.75,0.21,0,4.5,Nationals Park,TRUE,,,,,,,,,,RP,47.2
112443,Ron Warner,SS,18,,,,40.36,61.87,28.8,59.32,50.2,47.63,,,,1.06,0,0.5,Nationals Park,TRUE,,31.96,41.33,41.16,,33.04,,33.69,28.8,2B,41.33
112245,Steve Nicholson,2B,18,,,,35.79,61.82,24.75,60.26,45.09,45.61,,,,1.31,0,-0.5,Nationals Park,TRUE,,27.51,35.69,35.64,,30.1,,30,24.75,2B,35.69
112376,Joel Fromm,LF,18,,,,33.96,61.82,28.12,59.76,39.05,48.12,,,,1,0,0,Nationals Park,TRUE,,,,,,31.76,,,28.12,LF,31.76
115260,Kevin Hillesheim,SS,21,,,,59.88,61.8,40.18,49.5,57.16,38.28,,,,0.44,0,2,Nationals Park,TRUE,,42.47,51.16,50.22,54.93,40.16,,40.7,40.18,SS,54.93
112280,Phil Dowling,RP,18,,,,38.18,61.64,,,,,30.1,56.93,67.25,0.85,0,0,Nationals Park,TRUE,,,,,,,,,,RP,39.39
115291,Sam Bassett,CF,21,,,,59.02,61.61,41.7,53.84,58.67,56.43,,,,0.62,0,0,Nationals Park,TRUE,,,,,,45.91,55.82,44.99,41.7,CF,55.82
115311,Brad Meadows,CF,17,,,,44.14,61.57,29.33,59.42,51.89,65.48,,,,1.06,0,0,Nationals Park,TRUE,,,,,,36.08,45.3,36.7,29.33,CF,45.3
115244,Alan Spradlin,SS,21,,,,58.32,61.56,41.17,56.04,52.69,46.08,,,,0.81,0,1.5,Nationals Park,TRUE,,42.8,50.47,48.4,53.44,41.57,,41.84,41.17,SS,53.44
112184,Josh Patrick,SP,18,,,,37.3,61.55,,,,,30.25,56.67,75.3,0.73,0,-1,Nationals Park,TRUE,,,,,,,,,,SP,39.26
107212,Dave Freilich,CF,21,,,,54.85,61.54,26.55,50.48,54.49,50.91,,,,0.69,0,2.5,Nationals Park,TRUE,,,36.37,,,33.69,49.7,33.52,26.55,CF,49.7
113659,Mike Soto,CL,21,,,,47.09,61.46,,,,,42.83,58.23,60.4,0.67,0,0.5,Nationals Park,TRUE,,,,,,,,,,RP,47.22
116881,Sean August,CF,21,,,,57.21,61.38,42.99,55.61,49.04,69.77,,,,0.69,0,2.5,Nationals Park,TRUE,,43.93,,,,47.2,51.56,46.7,42.99,CF,51.56
112181,Dylan Bailey,2B,17,,,,41.31,61.36,26.32,56.14,45.4,61.7,,,,1.06,0,3,Nationals Park,TRUE,,29.66,39.83,38.59,,32.36,,32.49,26.32,2B,39.83
115192,Rhett McLean,CF,21,,,,57.51,61.36,43.75,58.64,57.2,57.68,,,,0.75,0,0.5,Nationals Park,TRUE,,,,,,47.16,53.76,47.03,43.75,CF,53.76
113739,Josh Schooley,CF,21,,,,46.54,61.35,41.7,56.13,53.05,47.9,,,,0.75,0,3,Nationals Park,TRUE,,,,,,43.75,,44.29,41.7,RF,44.29
115226,Brad Radu,2B,21,,,,48.4,61.3,42.43,58.06,45.65,35.26,,,,0.81,0,1,Nationals Park,TRUE,,42.33,42.95,47.34,,41.13,,42.16,42.43,3B,47.34
112459,Dan Grimes,C,18,,,,54.25,61.19,26.55,56.11,51.42,29.97,,,,0.94,0,0,Nationals Park,TRUE,51.54,28.57,,,,29.7,,30.92,26.55,C,51.54
113724,Greg Warren,SS,21,,,,50.51,61.18,40.5,56.41,47.36,52.89,,,,0.75,0,2.5,Nationals Park,TRUE,,42.07,47.01,46.14,,41.74,,42.02,40.5,2B,47.01
113758,Brad Helbling,CF,18,,,,44.76,61.14,23.51,55.36,49.67,58.43,,,,0.12,0,3.5,Nationals Park,TRUE,,,,,,30.71,43.2,,23.51,CF,43.2
112316,Mike Crescenzo,CF,18,,,,54.06,61.07,26.88,50.77,59.53,59.18,,,,0.75,0,2.5,Nationals Park,TRUE,,,,,,34.89,49.1,35.28,26.88,CF,49.1
113637,Billy McSwain,SS,18,,,,41.99,61.05,27,57.25,49.66,54.93,,,,1.06,0,1.5,Nationals Park,TRUE,,30.49,40.25,41.98,,32.57,,32.84,27,3B,41.98
112327,Mike Alexander,RP,18,,,,39.16,61.04,,,,,30.13,53.69,65.85,0.46,0,2,Nationals Park,TRUE,,,,,,,,,,RP,39.06
112333,Steve Hicks,SP,18,,,,37.9,61.01,,,,,33.9,58.91,55.35,1.17,0,0.5,Nationals Park,TRUE,,,,,,,,,,SP,38.19
113787,Steve Carle,SP,21,,,,41.84,61.01,,,,,40.49,59.5,42.95,0.92,0,2.5,Nationals Park,TRUE,,,,,,,,,,SP,40.98
113822,Eddie Ross,2B,17,,,,40.36,61,27.33,57.19,46.22,60.22,,,,1.06,0,1.5,Nationals Park,TRUE,,31.54,40.34,,,32.6,,32.88,27.33,2B,40.34
112196,Phil Saxton,SS,17,,,,37.46,60.96,26.12,60.13,45.4,55.66,,,,1.25,0,-1.5,Nationals Park,TRUE,,29.49,39.47,,,31.46,,31.96,26.12,2B,39.47
113591,Ed White,RF,22,,,,53.81,60.95,43.33,60.62,58.37,49.12,,,,0.81,0,-2,Nationals Park,TRUE,,,,,,46.1,53.37,46.23,43.33,CF,53.37
113567,Dave Welch,CF,22,,,,49.05,60.93,44.71,58.1,48.67,46.63,,,,0.69,0,0.5,Nationals Park,TRUE,,,,,,45.28,48.32,,44.71,CF,48.32
115268,Rocco Cote,CF,21,,,,58.93,60.89,44.76,56.67,53.31,67.26,,,,1.62,0,1,Nationals Park,TRUE,,,,46.28,,48.62,53.73,48.6,44.76,CF,53.73
112338,Chris Berkowitz,RP,18,,,,35.41,60.82,,,,,26.72,58.48,54.43,1.15,0,1,Nationals Park,TRUE,,,,,,,,,,RP,33.65
115223,Jimmy Robinson,C,21,,,,58.76,60.62,41.26,51.38,55.82,25.96,,,,0.5,0,0.5,Nationals Park,TRUE,55.19,,,,,,,40.95,41.26,C,55.19
108674,Jonathan Jones,SP,21,,,,36.2,60.57,,,,,32.09,59.83,68.95,1.25,0,-1,Nationals Park,TRUE,,,,,,,,,,SP,36.97
113761,Ryan Rasco,SS,18,,,,39.94,60.56,25.79,56.65,48.04,50.4,,,,1.12,0,1.5,Nationals Park,TRUE,,29.14,39.81,39.34,,30.46,,,25.79,2B,39.81
115206,Nate Dill,C,21,,,,58.21,60.53,40.5,52.62,50.05,27.71,,,,0.56,0,3.5,Nationals Park,TRUE,51.58,,,,,39.97,,40.25,40.5,C,51.58
113624,Josh Price,2B,17,,,,40.27,60.51,23.74,54.45,50.16,48.36,,,,0.06,0,2.5,Nationals Park,TRUE,,28.19,39.69,40.24,,28.57,,29.22,23.74,3B,40.24
112423,Ben Culbertson,RP,18,,,,36.2,60.46,,,,,26.3,53.92,68.38,-0.1,0,0.5,Nationals Park,TRUE,,,,,,,,,,RP,36.82
116886,Jon McNeil,RP,22,,,,52.78,60.46,,,,,45.13,54.49,58.65,0.52,0,2.5,Nationals Park,TRUE,,,,,,,,,,RP,48.51
116885,Juan Gonzales,SP,20,,,,42.56,60.42,,,,,44.58,61.83,42.58,0.88,0,0,Nationals Park,TRUE,,,,,,,,,,SP,44.18
