ID,Name,Pos,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Signability,Demand,Prone,Acc,Ovr,Pot
141701,"Dex Aguirre",C,18,189,S,R,20,25,25,30,20,25,20,25,25,30,20,25,20,25,25,30,20,25,45,50,45,50,45,45,30,40,50,20,50,45,50,65,50,55,0,35,20,0,0,0,0,0,0,0,55,45,0,0,0,0,0,0,35,35,40,45,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,88-90,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,EH,0,Normal,VH,25,40
142036,"Reagan Akers",RP,17,192,S,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,35,30,30,45,30,40,25,25,50,20,40,40,50,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,30,20,35,40,25,20,20,20,45,20,20,25,20,45,20,20,20,20,40,20,45,45,40,45,45,92-94,43,30,30,35,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,55,0,0,0,0,0,0,0,N,N,N,N,H,EH,0,Normal,VH,20,35
137791,"Doug Albers",SP,22,180,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,30,20,20,30,30,55,25,55,55,60,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,20,50,25,30,20,20,40,20,30,20,20,40,20,30,20,20,40,20,45,30,25,40,35,91-93,40,40,75,35,0,20,35,35,20,0,0,0,0,0,0,45,0,35,50,50,45,0,0,0,0,0,0,N,H,N,N,N,E,0,Normal,VH,20,30
143910,"John Albers",CF,17,186,S,R,25,25,20,20,25,25,25,25,20,20,25,25,25,25,25,20,25,30,45,45,45,40,45,45,40,40,35,25,55,35,55,20,20,20,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,55,35,50,60,35,30,30,75,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,84-86,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,25,35
143882,"Owen Aleman",2B,17,185,R,R,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,25,30,30,55,55,35,45,55,55,45,45,60,45,40,40,55,20,20,20,0,0,0,30,25,0,25,0,25,0,0,0,40,45,0,45,0,40,50,35,30,25,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,87-89,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,H,L,N,H,0,Normal,VH,25,45
141847,"Ron Alfonseca",SP,17,187,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,35,20,25,30,25,55,25,35,35,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,30,65,20,20,30,25,45,20,20,30,25,45,20,20,30,25,45,20,35,50,50,45,45,88-90,53,35,40,0,0,20,20,25,20,20,0,0,0,20,0,0,0,40,40,35,45,40,0,0,0,35,0,H,H,N,L,N,I,-1,Normal,VH,20,35
141992,"Jaden Allen",2B,17,191,S,R,25,25,20,20,25,25,25,25,20,20,25,25,25,25,20,20,25,25,55,50,35,35,50,55,45,35,45,55,35,30,45,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,35,0,0,0,0,0,55,45,45,40,55,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,88-90,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,EH,0,Normal,VH,20,40
141898,"Kieran Allen",LF,17,201,R,R,20,25,30,30,20,25,20,25,30,30,20,25,20,25,30,30,20,25,40,55,75,70,30,50,35,25,30,25,45,35,35,25,25,25,0,0,20,0,0,0,25,0,20,0,0,45,0,0,0,40,0,25,35,35,30,30,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,86-88,59,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,H,200000,Normal,VH,25,55
141816,"Arnold Allison",SS,18,189,L,R,25,25,25,20,25,25,25,25,25,20,25,25,25,25,20,20,25,25,50,50,45,45,50,50,60,50,55,50,25,30,35,20,20,20,0,0,0,20,20,30,0,0,0,0,0,0,55,45,45,0,0,0,50,45,35,35,40,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,84-86,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,20,40
143917,"Orji Alphonsus",CF,21,184,R,R,40,45,45,50,30,45,40,45,45,50,30,45,40,45,45,50,30,45,45,55,70,65,35,50,25,25,40,25,50,55,45,20,20,20,0,0,0,0,0,0,45,30,35,0,0,0,0,0,0,55,35,50,55,55,45,55,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,90-92,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,E,0,Normal,VH,35,50
142788,"Josais Alvarez",SS,17,188,R,R,30,25,20,25,30,25,30,20,20,25,30,25,30,25,20,25,30,25,70,50,35,55,75,55,55,50,65,65,55,50,55,20,20,20,0,0,0,20,25,30,25,20,0,0,0,0,60,55,50,60,40,0,45,30,30,20,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,H,N,I,-1,Normal,VH,20,55
137018,"Timmie Alvarez",SP,21,185,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,30,25,25,30,40,50,20,45,40,55,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,25,40,25,65,20,30,30,25,40,20,30,30,25,40,20,30,30,25,40,20,40,40,40,40,20,93-95,52,65,55,40,0,0,0,0,20,20,0,0,0,0,0,45,0,0,0,0,30,40,0,0,0,0,0,N,N,N,N,N,N,0,Normal,VH,20,25
142828,"Randy Amano",3B,22,182,R,R,40,40,30,40,40,40,40,40,30,40,40,40,40,40,30,40,40,40,50,45,40,50,50,45,55,60,40,35,30,35,50,25,20,20,0,0,30,40,35,0,0,0,0,0,0,65,50,40,0,0,0,0,40,45,40,40,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,88-90,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,VE,0,Normal,VH,30,40
138756,"Peyton Ambrose",CF,21,187,R,R,35,35,30,30,40,30,35,30,30,30,40,30,35,35,30,30,40,30,50,45,45,45,50,50,45,25,40,35,60,40,45,20,20,20,0,0,0,0,0,0,25,30,25,0,0,0,0,0,0,60,40,50,45,40,40,40,30,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,87-89,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,N,0,Normal,VH,25,40
141829,"Ron Ambrose",RF,18,197,R,R,25,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,45,45,50,45,45,50,45,40,45,35,50,55,55,20,20,20,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,55,0,50,45,30,25,20,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,88-90,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,25,40
142793,"Jodie Ammons",RF,18,193,L,L,25,25,30,30,20,30,25,25,30,30,20,30,20,25,30,30,20,30,40,45,65,55,30,50,50,35,30,20,40,35,55,25,25,25,0,0,25,0,0,0,25,0,25,0,0,65,0,0,0,40,0,35,30,25,25,20,30,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,86-88,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,L,H,H,N,0,Normal,VH,25,45
145097,"Diego Amsalem",LF,21,192,R,R,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,40,40,50,45,55,50,45,50,30,35,50,25,45,65,50,20,20,20,0,0,0,0,0,0,45,0,35,0,0,0,0,0,0,50,0,45,30,25,20,20,45,25,20,25,25,25,20,20,25,25,20,20,20,25,25,25,20,20,30,30,25,25,89-91,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,N,0,Normal,A,30,45
142056,"Germaine Anders",SP,18,194,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,30,30,30,35,30,30,40,20,45,40,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,70,25,20,20,20,45,20,20,20,20,45,20,20,20,20,45,20,45,40,35,50,25,89-91,38,50,75,30,0,0,25,25,20,0,0,0,0,0,0,45,0,0,50,40,45,0,0,0,0,0,0,N,N,N,H,N,EH,0,Normal,VH,20,30
143835,"John Anderson",2B,18,188,R,R,30,35,20,30,35,30,30,35,20,30,35,30,30,35,20,30,35,35,55,55,40,45,55,55,50,55,60,55,45,50,45,25,20,20,0,0,0,35,30,25,30,0,0,0,0,0,55,50,45,45,0,0,35,50,50,50,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,25,35,25,83-85,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,25,45
142926,"Sebastian Angeles",RF,18,195,L,L,30,30,20,25,30,30,30,30,20,25,30,30,30,25,20,25,30,30,55,50,35,50,55,50,25,25,30,20,40,45,60,20,20,20,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,45,0,40,35,30,20,30,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,86-88,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,EH,0,Normal,VH,25,40
141022,"Enrique Annoni",SP,19,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,20,25,25,45,25,50,40,45,20,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,35,55,25,30,25,20,45,25,30,25,20,45,25,25,25,20,45,25,40,35,30,45,40,91-93,45,55,40,35,0,0,0,0,20,0,0,0,0,20,0,50,0,0,0,0,40,0,0,0,0,35,0,N,H,N,N,N,H,0,Normal,VH,20,30
141882,"Dwight Antal",C,18,199,L,R,20,20,25,25,25,20,20,20,25,25,25,20,20,20,25,25,25,20,45,45,55,50,45,45,45,30,45,30,45,35,45,45,55,50,0,30,20,0,0,0,20,0,25,0,45,60,0,0,0,40,0,35,30,30,35,30,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,83-85,41,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,20,45
142911,"Scotty Antone",CF,21,186,L,L,40,40,40,35,45,35,40,40,40,35,45,35,40,40,35,35,45,35,50,50,50,45,50,45,30,30,30,20,60,50,45,20,20,20,0,0,0,0,0,0,45,40,35,0,0,0,0,0,0,60,45,50,55,35,30,20,35,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,25,89-91,49,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,H,0,Normal,VH,30,40
142811,"Rudy Appleman",SS,21,185,R,R,40,50,35,35,45,40,40,50,35,35,45,40,45,50,35,35,45,40,50,80,50,45,50,50,60,55,60,50,45,45,45,20,20,20,0,0,0,0,0,40,0,0,0,0,0,0,0,0,50,0,0,0,45,45,45,35,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,N,130000,Normal,VH,35,45
143954,"Marc Arentz",RP,18,193,R,L,25,20,20,25,20,35,25,20,20,25,20,35,25,20,20,25,20,35,45,25,25,30,25,55,35,25,35,20,50,55,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,25,30,25,25,30,30,45,20,25,30,30,45,20,25,30,30,45,20,35,45,50,45,30,87-89,46,30,55,30,0,0,20,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,H,N,N,N,H,EH,0,Normal,VH,25,30
143039,"Cason Arey",SP,18,188,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,20,30,30,25,30,25,50,20,45,35,50,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,50,25,30,30,25,45,25,30,30,25,40,25,30,35,30,45,25,45,50,50,45,45,90-92,51,50,65,30,30,30,30,25,20,0,0,0,0,0,0,45,45,45,45,40,50,0,0,0,0,0,0,N,N,L,H,N,EH,0,Fragile,VH,25,45
144021,"Christopher Arias",SS,18,190,L,R,30,30,25,30,25,35,30,30,25,30,25,35,30,30,20,30,25,35,45,50,40,50,40,55,60,50,60,50,50,60,60,20,20,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,50,0,0,0,35,30,30,20,70,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,80-83,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Durable,VH,25,40
142044,"James Arlt",3B,18,187,R,R,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,50,50,55,50,50,50,40,55,40,50,45,50,25,20,25,0,0,0,20,30,0,0,0,0,0,0,0,40,40,0,0,0,0,30,35,40,45,40,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,88-90,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,EH,0,Normal,VH,25,45
142040,"Isaias Armijo",3B,18,191,S,R,25,25,20,30,30,25,25,25,20,30,30,25,25,25,20,30,30,25,55,50,45,55,60,50,50,35,50,35,45,40,45,20,20,20,0,0,20,20,25,20,0,0,0,0,0,65,35,35,30,0,0,0,30,25,20,40,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,88-90,42,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,EH,140000,Durable,VH,25,50
141929,"B.J. Armour",CL,18,188,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,40,20,30,35,30,55,20,40,35,45,25,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,35,25,20,40,35,50,30,20,40,35,50,30,25,40,35,50,30,35,65,75,50,50,89-91,63,30,30,0,0,25,25,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,H,N,N,N,H,EH,0,Normal,VH,25,45
141734,"Oscar Armstrong",CL,18,184,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,25,20,25,30,40,20,40,40,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,30,70,20,30,30,25,50,25,30,30,25,50,25,30,30,20,45,25,55,50,50,50,55,93-95,51,30,50,40,0,0,0,30,0,0,0,0,0,0,0,80,0,0,0,65,0,0,0,0,0,0,0,L,L,H,N,N,EH,0,Normal,VH,25,55
144005,"Kaleb Arnold",SP,18,184,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,30,30,30,30,35,40,20,50,40,45,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,20,50,25,40,35,25,50,20,40,35,30,55,20,35,30,25,45,20,60,45,45,50,35,93-95,52,60,45,45,0,0,0,0,25,35,0,0,0,0,0,80,0,0,0,0,50,40,0,0,0,0,0,N,H,L,H,N,H,0,Normal,VH,25,50
142665,"B.J. Ash",RP,21,188,L,L,25,20,20,25,20,30,25,20,20,25,20,30,25,20,20,20,20,30,30,25,25,30,25,35,30,35,35,20,35,45,40,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,25,70,20,45,35,30,50,25,45,30,25,45,25,50,40,35,55,30,50,45,40,50,35,95-97,47,25,55,0,0,50,0,50,0,0,0,0,0,0,0,0,0,65,0,60,0,0,0,0,0,0,0,N,N,L,N,N,VE,0,Normal,VH,30,35
141949,"Carsyn Ashby",SP,17,190,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,20,25,25,25,35,40,20,45,40,55,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,35,60,30,35,25,20,50,20,35,25,20,50,20,35,20,20,45,20,60,45,45,55,30,94-96,44,55,70,40,0,0,35,35,20,0,0,0,0,0,0,70,0,0,75,70,40,0,0,0,0,0,0,N,N,L,N,L,EH,0,Normal,VH,20,45
142969,"Jake Attridge",2B,18,185,R,R,20,20,20,25,25,20,20,20,20,25,25,20,25,20,20,25,25,20,40,40,45,45,40,35,45,40,45,60,50,35,45,25,20,25,0,0,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,55,65,60,70,40,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,87-89,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,H,L,H,0,Normal,VH,20,35
141917,"Lucas Aubry",SS,18,188,S,R,25,30,20,20,30,25,25,30,20,20,30,25,25,30,20,20,25,25,55,80,40,40,60,50,65,55,50,55,45,35,45,20,20,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,50,0,0,0,60,50,50,55,45,20,20,20,20,25,20,20,20,20,20,20,20,20,20,25,20,20,25,25,25,25,80-83,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,EH,0,Normal,VH,25,50
141971,"Beauregard Ausburn",CF,17,186,R,L,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,25,50,50,45,40,55,50,30,25,50,20,60,50,70,25,25,25,0,0,0,0,0,0,25,30,20,0,0,0,0,0,0,70,50,65,45,35,35,30,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,86-88,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,EH,0,Normal,VH,20,40
