ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
106915,Julio Rivas,RP,22.0,,,,34.04,38.05,,,,,29.75,39.25,38.5,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,31.94
106989,Tony Pacheco,1B,22.0,,,,33.24,37.48,31.0,39.25,0.0,27.0,,,,0.0,0.0,0.0,N/A,False,,,,,,,,,31.0,DH,31.0
107003,Juan Delgadillo,RP,22.0,,,,36.17,41.16,,,,,29.0,37.75,57.7,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,36.17
107037,Josh Caudill,SP,21.0,,,,32.64,37.99,,,,,30.25,43.5,38.45,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,29.39
107057,Danny Williams,LF,21.0,,,,32.64,44.0,24.0,44.25,46.0,27.75,,,,-0.44,0.0,2.0,N/A,False,,,,,,27.52,,27.83,24.0,RF,27.83
107060,Keshawn Spurgeon,1B,21.0,,,,33.53,50.97,31.25,50.5,0.0,39.5,,,,0.5,0.0,0.0,N/A,False,,,,,,,,,31.25,DH,31.25
107070,Steve Scott,C,20.0,,,,31.84,37.14,27.0,38.75,0.0,27.25,,,,0.0,0.0,0.0,N/A,False,,,,,,,,,27.0,DH,27.0
107074,Willie Caballero,SP,21.0,,,,33.92,41.3,,,,,24.75,38.75,51.85,0.0,0.0,2.5,N/A,False,,,,,,,,,,SP,30.17
107075,Marvin Tracey,SP,21.0,,,,31.5,35.55,,,,,24.75,37.5,50.3,0.0,0.0,-4.0,N/A,False,,,,,,,,,,SP,29.86
107089,Brad Shanley,RF,21.0,,,,31.22,35.65,24.75,38.25,40.0,23.25,,,,0.0,0.0,-2.0,N/A,False,,,,,,26.89,,,24.75,LF,26.89
107096,Joe Sevier,RP,20.0,,,,34.18,41.19,,,,,28.25,42.25,56.3,0.0,0.0,-2.0,N/A,False,,,,,,,,,,RP,35.26
107099,Eric Cumming,RP,21.0,,,,33.63,36.9,,,,,29.0,37.5,52.98,0.0,0.0,-3.0,N/A,False,,,,,,,,,,RP,34.99
107119,Ben Jackson,CF,21.0,,,,52.35,59.78,29.25,51.25,51.33,45.25,,,,0.62,0.0,5.0,N/A,False,,,,,,34.23,45.65,33.81,29.25,CF,45.65
107122,Tomas Carballo,3B,21.0,,,,43.73,56.67,32.0,49.25,65.5,34.75,,,,0.38,0.0,-2.0,N/A,False,,36.34,,47.66,,,,35.88,32.0,3B,47.66
107148,Abel Morales,RP,20.0,,,,36.18,46.29,,,,,28.25,42.5,60.02,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,36.19
107152,Josh Foster,RP,21.0,,,,32.3,34.27,,,,,26.75,33.5,45.4,0.0,0.0,-3.0,N/A,False,,,,,,,,,,RP,31.41
107154,Rob Lindsey,RP,21.0,,,,38.44,44.46,,,,,33.5,41.5,65.9,0.0,0.0,-1.0,N/A,False,,,,,,,,,,RP,41.6
107159,Sean Basch,RP,21.0,,,,33.97,36.93,,,,,26.75,34.25,48.93,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,32.29
107174,Jim Granter,LF,21.0,,,,34.42,47.27,32.5,48.5,45.75,22.0,,,,0.31,0.0,0.0,N/A,False,,,,,,33.48,,33.4,32.5,LF,33.48
107177,Bubba Stark,SP,21.0,,,,34.28,42.82,,,,,28.0,42.75,52.9,0.0,0.0,0.5,N/A,False,,,,,,,,,,SP,32.98
107182,Kyle Pearson,SP,21.0,,,,32.22,42.85,,,,,28.5,50.75,46.05,0.67,0.0,3.0,N/A,False,,,,,,,,,,SP,24.51
107193,Josh Wilkins,2B,21.0,,,,34.31,39.09,23.75,41.25,41.75,40.75,,,,0.0,0.0,0.0,N/A,False,,,33.55,,,,,,23.75,2B,33.55
107207,Juan Beck,C,21.0,,,,40.25,44.44,25.5,40.75,41.75,27.0,,,,0.0,0.0,2.5,N/A,False,40.27,,,,,,,27.38,25.5,C,40.27
107209,Danny de Leon,LF,21.0,,,,33.69,50.49,25.0,49.25,47.88,39.75,,,,0.75,0.0,1.0,N/A,False,,,,,,29.44,,30.38,25.0,RF,30.38
107210,Joe Faria,C,20.0,,,,40.82,46.3,27.0,47.0,43.75,24.25,,,,0.5,0.0,-2.0,N/A,False,44.89,,,,,27.89,,,27.0,C,44.89
107212,Dave Freilich,CF,21.0,,,,55.1,61.64,26.25,50.0,54.69,50.5,,,,0.69,0.0,2.5,N/A,False,,,36.1,,,33.47,49.89,33.29,26.25,CF,49.89
107217,Josh Wisecup,C,21.0,,,,35.54,38.12,21.25,37.75,42.25,23.0,,,,0.0,0.0,0.0,N/A,False,36.04,,,,,,,,21.25,C,36.04
107218,Pete Swen,RP,20.0,,,,31.55,36.46,,,,,24.5,40.0,42.65,0.0,0.0,-3.0,N/A,False,,,,,,,,,,RP,29.04
107232,Ruben Valenzuela,CF,20.0,,,,47.99,58.39,24.5,50.0,58.67,42.75,,,,0.75,0.0,0.5,N/A,False,,,,,,31.39,47.68,31.5,24.5,CF,47.68
107233,Brad Stover,C,21.0,,,,43.29,54.29,33.5,50.5,47.75,30.0,,,,0.38,0.0,2.0,N/A,False,43.3,,,,,,,,33.5,C,43.3
107235,Steve Wilkins,RP,21.0,,,,33.99,38.11,,,,,29.75,39.5,48.1,0.0,0.0,-1.5,N/A,False,,,,,,,,,,RP,34.34
107240,Tim Hahn,CF,21.0,,,,32.22,37.09,23.5,37.5,50.25,38.25,,,,0.0,0.0,-1.0,N/A,False,,,,,,28.8,,29.18,23.5,RF,29.18
107242,Sam Henderson,SP,20.0,,,,30.84,34.74,,,,,25.5,39.25,55.4,0.0,0.0,-0.5,N/A,False,,,,,,,,,,SP,23.98
107259,Jimmy Johnson,C,21.0,,,,49.24,54.29,36.0,50.0,46.75,27.5,,,,0.69,0.0,2.5,N/A,False,46.42,,,,,,,36.05,36.0,C,46.42
107262,Jeff Rawls,2B,21.0,,,,42.35,54.79,29.75,48.25,47.12,52.75,,,,0.44,0.0,4.5,N/A,False,,32.62,39.92,,,,,,29.75,2B,39.92
107265,Zach Rosskopf,SP,20.0,,,,32.05,32.88,,,,,23.0,26.0,56.3,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,29.66
107268,Joe Rolls,SP,20.0,,,,29.33,32.93,,,,,20.0,36.75,41.42,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,16.79
107270,Bernie Salas,SP,21.0,,,,33.46,44.56,,,,,27.5,47.0,67.9,0.48,0.0,0.5,N/A,False,,,,,,,,,,SP,30.58
107276,Mike Heckman,SP,21.0,,,,40.44,57.61,,,,,32.0,48.0,71.0,0.69,0.0,2.5,N/A,False,,,,,,,,,,SP,39.8
107296,Josh Hess,SP,21.0,,,,32.14,36.75,,,,,26.75,39.5,42.7,0.0,0.0,0.5,N/A,False,,,,,,,,,,SP,27.44
107301,Mario Mejia,SP,21.0,,,,34.42,45.64,,,,,33.0,50.5,32.75,0.33,0.0,0.5,N/A,False,,,,,,,,,,SP,32.95
107306,Joey Bishop,SP,21.0,,,,33.37,40.04,,,,,28.75,42.75,41.7,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,31.34
107307,J.J. Knox,SP,21.0,,,,33.87,44.15,,,,,27.25,44.5,48.83,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,31.57
107313,Shane Bellard,SP,21.0,,,,32.26,37.37,,,,,23.75,37.25,51.5,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,29.3
107314,Danny Mendez,LF,20.0,,,,32.28,36.51,22.5,34.75,35.0,32.25,,,,0.0,0.0,3.0,N/A,False,,,,,,25.35,,,22.5,LF,25.35
107315,Joe Sokolov,RP,20.0,,,,34.53,37.5,,,,,28.25,35.25,49.38,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,33.53
107323,Chris Wood,RP,21.0,,,,38.44,49.59,,,,,36.75,50.0,53.16,0.75,0.0,-1.0,N/A,False,,,,,,,,,,RP,40.85
107333,Orlando Arellano,RP,20.0,,,,34.9,40.67,,,,,30.5,41.75,41.66,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,33.29
107334,Steve Wilkinson,RP,21.0,,,,35.21,41.47,,,,,30.75,42.25,45.4,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,34.41
108333,Ed Lopez,SP,21.0,,,,33.49,41.35,,,,,30.0,45.75,36.6,0.31,0.0,0.0,N/A,False,,,,,,,,,,SP,31.32
108471,Danny French,SS,21.0,,,,40.29,45.79,27.25,37.75,58.92,56.5,,,,0.0,0.0,0.5,N/A,False,,32.49,42.33,,,,,34.71,27.25,2B,42.33
108488,Tim Keeney,RP,20.0,,,,35.38,40.51,,,,,33.25,43.0,43.25,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,35.75
108513,Chris Griffin,SP,21.0,,,,32.86,38.31,,,,,28.25,41.25,37.1,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,30.02
108523,Andy Nollette,SP,21.0,,,,29.38,32.73,,,,,23.75,39.5,40.25,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,17.05
108525,Steve Mendez,2B,21.0,,,,33.24,40.95,26.5,42.5,44.75,36.0,,,,0.0,0.0,1.0,N/A,False,,28.93,,,,30.0,,,26.5,LF,30.0
108540,Josh Kelsoe,RP,21.0,,,,33.88,34.92,,,,,29.0,32.0,45.35,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,33.09
108547,Josh Glass,C,21.0,,,,44.57,53.23,25.5,48.75,44.62,28.0,,,,0.69,0.0,2.0,N/A,False,44.0,,,,,27.55,,,25.5,C,44.0
108616,Edwin Escobedo,C,21.0,,,,35.17,52.73,32.25,50.0,47.0,22.25,,,,0.38,0.0,1.5,N/A,False,,,,,,,,33.46,32.25,RF,33.46
108632,Carl McGreer,RP,21.0,,,,35.58,48.55,,,,,26.75,44.25,64.2,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,36.11
108670,Jose Cordero,LF,20.0,,,,33.94,53.91,27.0,50.25,46.25,25.0,,,,0.69,0.0,2.0,N/A,False,,,,,,29.35,,30.02,27.0,RF,30.02
108674,Jonathan Jones,SP,21.0,,,,35.92,59.81,,,,,31.5,58.75,68.95,1.25,0.0,-1.0,N/A,False,,,,,,,,,,SP,36.49
108680,Steve Hillard,RP,21.0,,,,37.07,49.79,,,,,32.25,47.25,59.83,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,39.14
108693,Jeff Benedict,RP,20.0,,,,31.52,36.18,,,,,24.25,39.25,39.02,0.0,0.0,-2.0,N/A,False,,,,,,,,,,RP,27.94
110050,Dan Maroni,RP,21.0,,,,34.06,37.18,,,,,29.75,37.5,44.75,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,33.5
110081,Jeremy Francis,SP,20.0,,,,29.48,34.03,,,,,20.0,39.25,30.1,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,19.52
110099,John Vroom,CF,21.0,,,,47.33,64.07,33.25,64.75,55.0,45.5,,,,1.06,0.0,-1.5,N/A,False,,,,,,37.51,48.98,,33.25,CF,48.98
110116,Joe Haas,1B,21.0,,,,44.56,56.32,32.25,53.0,47.0,36.0,,,,0.56,0.0,1.0,N/A,False,,33.21,,,,35.17,45.11,,32.25,CF,45.11
110120,Chris Bidwell,RP,21.0,,,,31.67,33.82,,,,,26.0,34.0,35.75,0.0,0.0,-2.0,N/A,False,,,,,,,,,,RP,28.44
110123,Jimmy Franks,SP,21.0,,,,32.89,40.26,,,,,34.0,50.75,40.95,0.71,0.0,1.5,N/A,False,,,,,,,,,,SP,27.89
110263,Jimmy Tupy,RP,20.0,,,,33.7,39.03,,,,,28.0,40.25,42.65,0.0,0.0,0.5,N/A,False,,,,,,,,,,RP,31.66
110411,Jamie Burch,RP,19.0,,,,31.73,37.31,,,,,20.0,36.5,38.51,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,24.63
110495,Rob Riportella,SP,19.0,,,,30.48,34.74,,,,,20.0,35.5,32.88,0.0,0.0,-0.5,N/A,False,,,,,,,,,,SP,22.57
110580,Dusty Hauser,RP,19.0,,,,31.44,36.93,,,,,20.0,37.0,42.65,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,25.66
110587,Kevin Burrell,SP,18.0,,,,32.98,44.01,,,,,26.25,46.75,39.3,0.46,0.0,1.0,N/A,False,,,,,,,,,,SP,28.86
110602,Dan Kasch,SP,19.0,,,,32.54,43.81,,,,,25.0,47.0,52.5,0.6,0.0,0.5,N/A,False,,,,,,,,,,SP,28.0
110681,Steve Lipp,RP,19.0,,,,32.64,40.36,,,,,24.5,42.5,56.08,0.0,0.0,-3.0,N/A,False,,,,,,,,,,RP,32.39
111755,Jake Whiteside,SP,21.0,,,,34.34,38.61,,,,,32.75,41.75,42.12,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,34.62
111891,Bill Alvarez,RP,22.0,,,,34.75,39.55,,,,,30.75,40.75,39.7,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,32.99
111895,Ben Matson,RP,22.0,,,,36.9,40.68,,,,,34.75,41.25,39.23,0.0,0.0,2.5,N/A,False,,,,,,,,,,RP,35.87
111926,Eric Martin,RP,21.0,,,,36.22,39.51,,,,,33.0,39.25,42.0,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,35.25
111929,Jon Young,SP,22.0,,,,33.76,37.64,,,,,31.5,40.5,40.42,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,33.29
111932,Joe Stowers,RP,22.0,,,,39.17,43.26,,,,,37.0,42.5,43.13,0.0,0.0,3.0,N/A,False,,,,,,,,,,RP,38.53
111937,Kevin Powell,SP,22.0,,,,34.83,36.22,,,,,34.75,38.0,34.25,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,34.65
111941,Khalil Smith,RP,23.0,,,,41.8,44.78,,,,,43.75,47.25,53.6,0.15,0.0,-2.0,N/A,False,,,,,,,,,,RP,46.21
111948,Jimmy Feeley,RP,23.0,,,,37.5,40.32,,,,,36.0,40.75,45.15,0.0,0.0,1.0,N/A,False,,,,,,,,,,RP,38.29
111955,Nate Stancliff,RP,23.0,,,,35.62,38.51,,,,,34.5,40.5,41.25,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,36.19
111962,Nate Fendley,SP,19.0,,,,32.16,37.82,,,,,30.25,45.25,37.75,0.25,0.0,1.0,N/A,False,,,,,,,,,,SP,26.75
111976,Robert Uribe,SP,22.0,,,,41.93,53.03,,,,,42.25,51.75,51.42,0.4,0.0,0.0,N/A,False,,,,,,,,,,SP,44.09
111996,Chris Carpenter,RP,21.0,,,,33.47,37.5,,,,,28.0,38.25,34.4,0.0,0.0,2.0,N/A,False,,,,,,,,,,RP,29.6
111997,Akinori Umetsu,SP,22.0,,,,33.62,34.5,,,,,28.0,30.5,55.35,0.0,0.0,-1.5,N/A,False,,,,,,,,,,SP,33.47
111999,Mike Bradford,SP,22.0,,,,33.23,34.99,,,,,31.5,36.5,46.4,0.0,0.0,-1.0,N/A,False,,,,,,,,,,SP,31.98
112011,Jose Fontan,RP,22.0,,,,35.75,40.28,,,,,31.25,39.75,45.98,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,34.93
112018,Pat Simpkins,RP,22.0,,,,33.56,36.56,,,,,28.25,36.25,44.55,0.0,0.0,-0.5,N/A,False,,,,,,,,,,RP,32.33
112020,Chris Peterson,SP,22.0,,,,29.45,30.26,,,,,23.75,28.5,39.3,0.0,0.0,-2.0,N/A,False,,,,,,,,,,SP,19.36
112032,Erik Fitzpatrick,RP,22.0,,,,36.42,39.02,,,,,35.0,40.0,45.35,0.0,0.0,0.0,N/A,False,,,,,,,,,,RP,37.59
112067,Edgardo Pizano,RP,19.0,,,,32.32,38.35,,,,,26.0,42.0,39.9,0.0,0.0,-1.0,N/A,False,,,,,,,,,,RP,29.48
112101,Wil Resendiz,RF,22.0,,,,48.55,53.49,40.0,51.0,53.0,34.75,,,,0.56,0.0,0.0,N/A,False,,40.84,,,,41.46,48.67,41.58,40.0,CF,48.67
112125,Eric Hopper,SP,22.0,,,,34.69,37.55,,,,,32.25,38.5,37.8,0.0,0.0,1.0,N/A,False,,,,,,,,,,SP,33.36
112143,Chris Brunner,RP,23.0,,,,39.44,41.34,,,,,40.5,43.25,39.9,0.0,0.0,1.5,N/A,False,,,,,,,,,,RP,40.35
112148,Jayden Washington,RP,23.0,,,,40.67,47.63,,,,,38.75,46.5,45.35,0.33,0.0,2.5,N/A,False,,,,,,,,,,RP,40.4
112159,Chris Stratford,SP,19.0,,,,35.81,52.0,,,,,28.25,47.0,59.85,0.46,0.0,1.5,N/A,False,,,,,,,,,,SP,34.57
112160,Micah Nelson,SS,18.0,,,,36.35,50.92,23.5,49.0,51.65,33.5,,,,-0.25,0.0,0.0,N/A,False,,26.75,37.44,37.72,,28.18,,28.93,23.5,3B,37.72
112161,Kevin Frazier,SP,17.0,,,,30.47,37.33,,,,,21.75,43.0,35.65,0.0,0.0,0.0,N/A,False,,,,,,,,,,SP,22.03
112162,Bobby Cole,2B,18.0,,,,42.99,60.0,23.5,54.0,49.46,36.5,,,,0.06,0.0,3.5,N/A,False,,27.2,35.49,35.85,,28.51,41.86,28.33,23.5,CF,41.86
112163,Mike Shuler,C,18.0,,,,41.61,50.49,26.0,50.25,45.62,22.25,,,,0.69,0.0,0.0,N/A,False,43.49,,,,,,,27.73,26.0,C,43.49
112164,Joey Ziegler,SS,18.0,,,,36.67,50.12,26.75,54.0,50.81,56.25,,,,0.88,0.0,-4.5,N/A,False,,31.05,41.62,40.94,,,,31.69,26.75,2B,41.62
112165,Wilfredo Rodarte,SP,18.0,,,,33.8,50.3,,,,,25.5,47.25,46.75,-0.35,0.0,3.0,N/A,False,,,,,,,,,,SP,29.75
112166,Jesus Atkins,RF,18.0,,,,33.08,43.08,25.25,45.5,47.75,35.25,,,,0.56,0.0,0.0,N/A,False,,28.12,,,,29.02,,30.04,25.25,RF,30.04
112167,Mike Forrest,SP,18.0,,,,33.96,50.06,,,,,25.0,47.25,51.15,0.54,0.0,2.0,N/A,False,,,,,,,,,,SP,30.23
112168,Jimmy Ridenour,SS,18.0,,,,43.64,59.45,27.25,53.5,51.0,61.25,,,,0.88,0.0,1.5,N/A,False,,31.42,43.59,42.11,,33.16,,33.54,27.25,2B,43.59
112169,Josh McMakin,SP,18.0,,,,34.14,48.21,,,,,27.75,48.25,49.75,0.52,0.0,0.5,N/A,False,,,,,,,,,,SP,32.15
112170,Kevin Moore,C,19.0,,,,43.95,53.91,26.5,50.25,43.62,24.0,,,,0.69,0.0,2.0,N/A,False,43.52,,,33.8,,28.12,,28.5,26.5,C,43.52
112171,Jimmy Yates,1B,18.0,,,,39.32,51.88,26.25,52.5,49.0,34.0,,,,0.81,0.0,-1.5,N/A,False,,,,,,30.21,42.4,,26.25,CF,42.4
112172,Joe Thompson,C,18.0,,,,44.64,56.06,23.5,51.25,47.38,27.25,,,,-0.12,0.0,2.0,N/A,False,44.86,,,,,,,26.5,23.5,C,44.86
112173,Zachary Kimble,RF,18.0,,,,34.21,59.55,28.0,57.0,50.0,39.0,,,,0.94,0.0,0.0,N/A,False,,,,,,32.4,,32.4,28.0,LF,32.4
112174,Mike Park,CF,18.0,,,,45.59,61.44,26.25,57.25,53.5,43.75,,,,1.06,0.0,2.0,N/A,False,,,,,,31.9,44.35,32.39,26.25,CF,44.35
112175,Jordan Esqueda,2B,18.0,,,,41.79,67.76,31.5,72.75,49.55,52.0,,,,1.56,0.0,-1.0,N/A,False,,34.77,43.79,40.63,,35.58,,35.58,31.5,2B,43.79
112176,Jay Rogers,3B,18.0,,,,35.17,48.57,24.5,50.75,49.17,41.0,,,,-0.19,0.0,-1.5,N/A,False,,28.38,,37.02,,,,28.78,24.5,3B,37.02
112177,Sean Cook,SP,18.0,,,,33.2,44.08,,,,,29.0,49.0,50.58,0.6,0.0,2.0,N/A,False,,,,,,,,,,SP,28.32
112178,Jonathan Johnston,C,18.0,,,,35.55,40.0,22.25,42.0,40.5,26.0,,,,0.0,0.0,0.5,N/A,False,35.56,,,,,25.29,,,22.25,C,35.56
112179,Chris Blair,RF,18.0,,,,32.34,44.05,21.0,44.25,56.25,33.25,,,,-0.31,0.0,1.0,N/A,False,,,,,,27.18,,27.85,21.0,RF,27.85
112180,Alex Monroy,RP,18.0,,,,33.61,47.91,,,,,24.25,47.75,52.25,0.69,0.0,0.0,N/A,False,,,,,,,,,,RP,31.25
112181,Dylan Bailey,2B,17.0,,,,41.03,60.85,26.0,55.5,45.4,61.25,,,,1.06,0.0,3.0,N/A,False,,29.36,39.54,38.34,,32.11,,32.23,26.0,2B,39.54
112182,Orlando Guzman,C,18.0,,,,38.9,53.91,25.25,54.25,44.67,25.75,,,,0.94,0.0,-2.0,N/A,False,42.25,,,,,27.74,,27.96,25.25,C,42.25
