ID,Name,Pos,Age,Team,Org,League_Level,VOS_Score,VOS_Potential,Batting_Score,Batting_Potential,Defense_Score,Baserunning_Score,Pitching_Ability_Score,Pitching_Ability_Potential,Pitching_Arsenal_Score,Development_Adj,Age_Adj,Personality_Adj,Draft_Age_Adj,Draft_RP_Penalty,Park_Name,Park_Applied,C_Score,1B_Score,2B_Score,3B_Score,SS_Score,LF_Score,CF_Score,RF_Score,DH_Score,Ideal_Position,Ideal_Value
138121,Luke Hyman,LF,20.0,,,,33.23,41.38,29.18,46.65,44.4,47.77,,,,0.38,0.0,-3.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,33.32,,,29.18,LF,33.32
138124,D.J. Valdez,2B,20.0,,,,38.88,61.58,32.98,59.13,46.35,45.05,,,,0.69,0.0,0.0,0.3,0.0,Las Vegas Knights Ballpark,True,,34.89,39.79,40.18,,,,,32.98,3B,40.18
138130,Lawrence Webb,2B,21.0,,,,32.88,40.4,26.2,41.36,43.4,35.84,,,,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,29.16,,,,28.6,,,26.2,1B,29.16
138132,Rasheed Roebuck,SP,20.0,,,,32.54,37.59,,,,,25.76,38.62,36.1,0.0,0.0,1.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,27.83
138133,Ervin Rosalez,SP,21.0,,,,30.27,33.33,,,,,27.55,40.14,43.72,0.0,0.0,-3.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.28
138143,Marc-Henri Lajoie,SP,20.0,,,,32.0,36.77,,,,,25.27,38.62,44.85,0.0,0.0,-2.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,29.19
138148,Ben Tice,C,21.0,,,,32.57,44.09,29.18,48.42,39.42,30.52,,,,0.44,0.0,-3.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,30.85,29.18,RF,30.85
138159,Arnold Boothroyd,SP,21.0,,,,30.85,34.92,,,,,21.96,36.11,35.25,0.0,0.0,0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,22.12
138160,Raymond Mills,RP,21.0,,,,33.87,39.08,,,,,29.95,41.77,44.75,0.0,0.0,0.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,33.65
138170,Steven Scott,RP,21.0,,,,31.4,36.54,,,,,25.21,41.55,30.9,0.0,0.0,0.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,26.63
138178,Oliver Walsh,SP,21.0,,,,34.08,39.85,,,,,29.29,40.9,43.53,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.14
138185,Zander Pearlman,CF,20.0,,,,43.34,51.05,26.99,43.07,58.53,37.1,,,,0.0,0.0,-3.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,32.61,48.42,32.76,26.99,CF,48.42
138190,Jesse Grant,3B,21.0,,,,36.49,42.65,28.51,43.37,45.63,48.92,,,,0.0,0.0,-2.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,38.8,,32.62,,33.1,28.51,3B,38.8
138200,Landen Barr,SP,21.0,,,,30.14,33.52,,,,,22.99,36.85,44.12,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,19.72
138201,Tony Terry,SP,21.0,,,,33.84,42.05,,,,,31.57,47.21,42.15,0.4,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,31.19
138208,Blaze McCurdy,RP,21.0,,,,34.02,38.18,,,,,28.42,38.21,44.75,0.0,0.0,1.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,32.5
138223,Curt Thomas,RP,21.0,,,,32.63,35.91,,,,,28.19,37.99,37.28,0.0,0.0,0.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.46
138231,Jacob Peña,SP,21.0,,,,29.99,35.36,,,,,22.99,42.67,38.3,0.0,0.0,0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,18.55
138236,Clay Zimmerman,SP,21.0,,,,33.61,38.91,,,,,28.04,39.62,45.52,0.0,0.0,-0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,31.53
138245,Storm Hirsch,RP,21.0,,,,32.72,40.16,,,,,28.95,46.79,46.75,0.33,0.0,-3.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,33.4
138249,Adolf Herring,SP,21.0,,,,32.65,42.08,,,,,27.52,47.21,44.75,0.56,0.0,-3.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,30.97
138250,Jeremiah Currie,RP,20.0,,,,31.93,36.66,,,,,23.92,38.21,48.15,0.0,0.0,-1.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,29.98
138251,Carter Blaize,RP,21.0,,,,31.97,35.99,,,,,26.93,39.5,41.3,0.0,0.0,-2.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.52
138256,Felix Guay,RP,21.0,,,,33.22,39.99,,,,,27.68,43.04,39.23,0.0,0.0,1.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.57
138271,Max Pisano,RP,21.0,,,,33.11,36.12,,,,,30.22,38.74,36.48,0.0,0.0,0.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,31.78
138277,Brayden Gresham,RP,21.0,,,,33.83,41.2,,,,,29.44,44.54,39.9,0.0,0.0,1.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,32.05
138278,Ben Kalish,SP,21.0,,,,31.32,35.48,,,,,22.99,36.34,39.75,0.0,0.0,3.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,21.34
138280,Alfonso Kent,SP,22.0,,,,32.74,39.73,,,,,24.76,40.39,41.92,0.0,0.0,0.0,1.5,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,28.19
138563,Rick Kelly,RP,21.0,,,,34.48,37.45,,,,,32.69,39.75,46.0,0.0,0.0,-1.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,36.02
138567,Rocky McCleary,RP,21.0,,,,35.76,43.3,,,,,35.2,47.52,52.58,0.0,0.0,-2.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,39.55
138633,Tibalt Shocklee,RP,22.0,,,,32.43,34.05,,,,,28.42,33.98,33.92,0.0,0.0,-0.5,1.5,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,29.79
138670,Eric Ubarri,RP,21.0,,,,32.01,33.99,,,,,26.88,33.94,39.9,0.0,0.0,-1.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.14
138688,Stew Dodd,SP,22.0,,,,32.65,33.92,,,,,30.81,34.86,31.45,0.0,0.0,-3.0,1.5,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,30.93
138756,Peyton Ambrose,CF,21.0,,,,48.46,54.86,33.85,46.65,52.37,43.01,,,,0.12,0.0,-0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,37.48,48.66,37.07,33.85,CF,48.66
138797,Rusty Soloviev,RP,20.0,,,,32.86,37.61,,,,,28.19,40.77,40.3,0.0,0.0,0.5,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,31.22
138804,Rhys Woods,SP,21.0,,,,34.51,43.94,,,,,32.09,47.72,45.65,0.29,0.0,0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,32.3
138811,Gerald Boyd,SP,21.0,,,,35.32,42.19,,,,,32.57,43.95,43.3,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,34.72
138822,John Lewis,LF,20.0,,,,33.15,41.1,27.42,43.37,46.0,30.18,,,,0.0,0.0,0.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,30.48,,,27.42,LF,30.48
138824,Noel Jabbour,SP,21.0,,,,32.48,37.91,,,,,25.73,39.39,37.3,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,28.04
138844,Case Colby,RP,21.0,,,,31.34,33.83,,,,,26.17,35.69,35.12,0.0,0.0,-2.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,28.41
138859,Graysen High,SP,21.0,,,,30.53,33.14,,,,,21.2,31.81,32.05,0.0,0.0,-2.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.37
138881,Dee Lotz,RP,20.0,,,,31.6,35.23,,,,,23.92,36.23,39.9,0.0,0.0,0.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,27.91
138894,Jack Palumbo,SP,21.0,,,,31.76,34.25,,,,,23.2,31.55,48.95,0.0,0.0,2.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.35
138897,Blake Delia,SP,21.0,,,,36.82,44.5,,,,,34.85,45.44,46.93,0.08,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,37.27
138900,Naldo Mejia,RP,21.0,,,,32.28,36.0,,,,,24.63,35.97,41.98,0.0,0.0,0.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,28.97
138914,Matt LeBrun,SP,20.0,,,,32.71,38.37,,,,,23.2,36.85,43.62,0.0,0.0,2.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,27.28
138915,Caleb Becker,RP,21.0,,,,32.93,37.46,,,,,28.19,40.24,40.58,0.0,0.0,0.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,31.29
138941,Robbie Pianca,SP,21.0,,,,33.39,37.63,,,,,31.57,41.67,38.7,0.0,0.0,-2.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,33.0
138959,Sal Sauder,SP,20.0,,,,31.65,34.83,,,,,21.99,32.32,39.98,0.0,0.0,0.5,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,25.59
138992,Dan Vogelsang,RP,22.0,,,,34.51,38.57,,,,,32.47,41.51,40.58,0.0,0.0,0.0,1.5,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,34.49
139070,Brent Mitchell,SP,20.0,,,,32.42,37.9,,,,,26.27,40.14,44.75,0.0,0.0,-1.5,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,29.97
139089,Zander Carty,1B,19.0,,,,31.42,40.73,25.9,43.6,0.0,31.54,,,,0.0,0.0,0.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,25.9,DH,25.9
139120,Adair Carter,RP,20.0,,,,31.47,36.57,,,,,22.38,38.5,42.68,0.0,0.0,0.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,27.45
139158,Miles McCallum,LF,20.0,,,,30.38,35.98,23.84,39.05,0.0,33.56,,,,0.0,0.0,-2.5,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,23.84,DH,23.84
139191,Fidel Medina,RP,20.0,,,,32.25,37.84,,,,,22.38,37.72,44.75,0.0,0.0,2.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,27.97
139201,Isaiah Boland,SP,20.0,,,,30.15,33.55,,,,,22.96,36.85,45.07,0.0,0.0,-2.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,22.38
139227,Tim Kuhlmann,RP,19.0,,,,32.55,37.79,,,,,28.19,42.26,41.25,0.0,0.0,0.0,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,31.46
139237,Markus Dugan,RP,19.0,,,,34.0,41.61,,,,,26.88,41.98,53.96,0.0,0.0,1.5,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,33.65
139376,Noel Swenty,C,20.0,,,,36.31,38.8,24.43,39.07,43.58,26.88,,,,0.0,0.0,-1.5,0.3,0.0,Las Vegas Knights Ballpark,True,38.6,,,,,27.41,,,24.43,C,38.6
139692,Joey Gallaway,SP,21.0,,,,33.88,37.89,,,,,29.8,38.9,39.15,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,31.67
139696,Ledley Roberts,SP,22.0,,,,33.7,36.43,,,,,29.29,36.11,36.1,0.0,0.0,0.0,1.5,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,30.65
139716,George Richter,C,21.0,,,,45.81,50.61,31.67,40.81,48.82,33.31,,,,0.0,0.0,2.0,0.9,0.0,Las Vegas Knights Ballpark,True,39.68,,,,,34.45,44.67,34.83,31.67,CF,44.67
139722,Trevor Davis,CF,21.0,,,,45.48,56.85,36.44,57.54,54.82,46.11,,,,0.94,0.0,-4.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,40.02,49.5,,36.44,CF,49.5
139748,Victor Partin,RP,21.0,,,,32.86,35.85,,,,,27.7,36.49,39.34,0.0,0.0,0.5,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.61
139768,Pimento Escobedo,SP,20.0,,,,37.45,43.04,,,,,35.86,43.67,48.65,0.0,0.0,0.5,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,38.41
139770,Josiah Roberts,LF,21.0,,,,32.68,37.57,30.15,41.48,40.05,29.97,,,,0.0,0.0,-3.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,31.61,,,30.15,LF,31.61
139789,Brayden Sain,SP,21.0,,,,33.46,37.46,,,,,30.81,40.39,45.08,0.0,0.0,2.0,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,28.66
139797,Joseph Taylor,RF,21.0,,,,35.06,41.53,31.09,43.07,45.78,32.29,,,,0.0,0.0,0.0,0.9,0.0,Las Vegas Knights Ballpark,True,,31.84,,,,33.79,,34.21,31.09,RF,34.21
139801,Wiley Giles,RP,21.0,,,,35.47,39.21,,,,,32.69,40.24,41.98,0.0,0.0,2.0,0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,35.01
139808,Joshua Vargas,SP,21.0,,,,33.59,39.37,,,,,31.09,43.44,35.6,0.0,0.0,1.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,29.49
139875,Vince Stucker,RP,20.0,,,,33.3,41.04,,,,,23.92,40.51,43.73,0.0,0.0,4.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,28.87
139947,Gunther Purcell,SP,20.0,,,,30.92,35.47,,,,,26.52,41.67,36.35,0.0,0.0,0.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.49
140020,Jarryd Womack,RP,19.0,,,,31.43,35.61,,,,,23.92,37.99,39.9,0.0,0.0,0.0,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,27.91
140104,Roger Sorto,SP,20.0,,,,30.99,34.04,,,,,25.27,36.37,42.75,0.0,0.0,0.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.77
140155,Carl Brooks,SP,19.0,,,,29.56,31.25,,,,,21.2,30.04,36.33,0.0,0.0,-1.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,19.22
140160,Gage Renfro,SP,19.0,,,,30.46,36.5,,,,,22.99,42.67,44.42,0.0,0.0,0.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,22.28
140176,Tony Novak,SP,18.0,,,,34.02,49.96,,,,,28.04,49.98,42.0,0.48,0.0,2.5,-0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,30.83
140184,Ulysses Day,RF,18.0,,,,33.1,45.93,25.23,48.54,50.65,33.79,,,,0.69,0.0,0.0,-0.9,0.0,Las Vegas Knights Ballpark,True,,27.83,,,,29.49,,30.86,25.23,RF,30.86
140185,Tris Peterson,CF,18.0,,,,50.62,60.6,26.32,55.92,55.03,56.78,,,,1.0,0.0,1.5,-0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,33.74,48.71,33.1,26.32,CF,48.71
140220,Carter Lovejoy,RP,19.0,,,,30.37,33.71,,,,,20.13,34.21,37.28,0.0,0.0,-0.5,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,24.42
140225,Caleb Studwell,2B,19.0,,,,35.44,42.59,23.19,41.63,48.13,58.12,,,,0.0,0.0,0.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,36.16,,,,,23.19,3B,36.16
140228,Nicholas Ridlon,SP,18.0,,,,31.06,36.83,,,,,21.2,38.62,43.85,0.0,0.0,-0.5,-0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,25.73
140240,Danny Lyon,RP,18.0,,,,31.16,37.82,,,,,20.13,40.24,39.9,0.0,0.0,2.5,-0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,25.07
140244,Lucas Quick,SP,19.0,,,,30.52,32.39,,,,,20.2,28.27,41.78,0.0,0.0,0.5,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,22.01
140248,Ian Klausmeyer,RP,19.0,,,,32.32,39.92,,,,,25.94,44.54,45.24,0.0,0.0,0.0,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.77
140278,Dan Newell,SP,19.0,,,,33.17,46.17,,,,,24.76,45.44,48.77,-0.42,0.0,2.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,29.56
140290,Liam Lacey,RP,18.0,,,,31.51,37.49,,,,,24.68,42.51,43.16,0.0,0.0,-0.5,-0.9,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,29.3
140377,Eli Franco,RP,19.0,,,,32.12,39.41,,,,,24.63,43.24,46.74,0.0,0.0,0.0,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,30.16
140433,J.T. Johnson,RP,19.0,,,,30.5,33.46,,,,,21.67,34.24,30.74,0.0,0.0,0.5,-0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,23.93
140446,Jose Calvillo,SP,18.0,,,,32.95,43.97,,,,,26.55,47.21,41.8,0.56,0.0,1.0,-0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,29.6
140476,Stewie Beil,SP,19.0,,,,30.59,33.64,,,,,21.96,33.85,36.1,0.0,0.0,0.5,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,22.29
140480,Leo Maxwell,SP,19.0,,,,30.72,38.75,,,,,21.99,44.44,41.25,0.0,0.0,0.0,-0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,23.34
140741,Lee Wold,RF,21.0,,,,36.83,47.98,29.98,44.52,50.09,46.08,,,,0.25,0.0,2.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,34.61,,34.6,29.98,LF,34.61
140746,Ryan Minnehan,SP,20.0,,,,34.7,38.78,,,,,29.8,38.11,38.75,0.0,0.0,2.5,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,31.59
140756,Zach Jett,SP,21.0,,,,31.61,32.87,,,,,28.55,33.32,39.92,0.0,0.0,-0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,,,,,,,,,SP,25.83
140784,Brody Carlson,RP,23.0,,,,35.92,39.41,,,,,38.54,45.83,35.78,0.38,0.0,-1.0,1.5,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,37.85
140788,Anthony Landini,CF,20.0,,,,49.91,56.52,29.63,43.67,55.94,62.26,,,,0.0,0.0,0.0,0.3,0.0,Las Vegas Knights Ballpark,True,,,,,,36.54,49.66,,29.63,CF,49.66
140794,Elwood French,3B,21.0,,,,38.33,42.53,32.63,41.78,46.82,44.8,,,,0.0,0.0,0.5,0.9,0.0,Las Vegas Knights Ballpark,True,,34.08,39.05,,,36.45,,36.77,32.63,2B,39.05
140813,Nelson Bishop,RP,20.0,,,,32.62,37.54,,,,,28.95,42.29,45.3,0.0,0.0,-2.0,0.3,-2.0,Las Vegas Knights Ballpark,True,,,,,,,,,,RP,33.04
